sn,source_sch,school_nam,school_cat,school_set,district,sector,cell,village,latitude,longitude,electricit,internet_a,num_studen,num_teache,computers,uuid,connectivi,giga_schoo,2G,3G,4G
3878,340403,COEBU,PRIVATE,SECONDARY,NYABIHU,KABATWA,MYUGA,BUTAKA,-1.555083333,29.39091667,OFF GRID,NONE,532,20,,a065e48b-9705-4a26-9957-8392281d8e2b,None,G_RWA_03878,3,3,3
3879,130912,Autentic International Academy,PRIVATE,SECONDARY,KICUKIRO,NIBOYE,NIBOYE,TABA,-1.978305556,30.11447222,OFF GRID,NONE,532,20,,b9641677-3e1c-45d9-a0cc-b40266cc470e,None,G_RWA_03879,3,3,3
3880,330503,CSW/APEFOC,PRIVATE,SECONDARY,RUBAVU,KANAMA,MAHOKO,KANAMA,-1.69967,29.34839,OFF GRID,NONE,532,20,,7a9c1f67-65a7-4cc9-8c8e-850d9a08909c,None,G_RWA_03880,3,3,3
3881,331012,PETIT SEMINAIRE SAINT PIE X DE NYUNDO,PRIVATE,SECONDARY,RUBAVU,NYUNDO,NYUNDO,KAYANZA,-1.704583333,29.33288889,OFF GRID,NONE,532,20,,eb0774a5-983b-4ebe-a7e1-7d5f6b183558,None,G_RWA_03881,3,3,3
3882,260301,COLLEGE KARAMBI,PUBLIC,SECONDARY,RUHANGO,KABAGALI,KARAMBI,KASHYAMBA,-2.22503,29.64911,ON GRID,NONE,535,17,,8fcad905-b2b5-4934-9674-764fb515039a,None,G_RWA_03882,3,3,3
3883,410802,E S KIRENGE,PRIVATE,SECONDARY,RULINDO,KISARO,MUBUGA,KIRENGE,-1.625083333,30.01575,ON GRID,NONE,596,11,,6651effc-7f94-4a3f-a52a-d7ccb938a291,None,G_RWA_03883,3,2,3
3884,130514,MARTYRS S S,PRIVATE,SECONDARY,KICUKIRO,KANOMBE,KABEZA,NYENYERI,-1.963,30.11919444,OFF GRID,NONE,653,10,,fd596a04-5400-42c8-b153-e52e74a85f3e,None,G_RWA_03884,3,3,3
3885,270116,PADRI VJKO Kivumu TSS,PRIVATE,SECONDARY,MUHANGA,CYEZA,KIVUMU,MUSENGO,-2.049166667,29.80133333,OFF GRID,NONE,677,11,,d530322b-5b43-44e6-bd20-27aa1d4eaa39,None,G_RWA_03885,3,3,3
3886,121411,RIVIERA H SCHOOL,PRIVATE,SECONDARY,GASABO,RUSORORO,NYAGAHINGA,KIGARAMA,-1.97725,30.2095,OFF GRID,NONE,691,18,,a92c8ba9-d07d-4282-b4d9-11abf33844bf,None,G_RWA_03886,3,3,3
3887,520329,KARANGAZI SS,PUBLIC,SECONDARY,NYAGATARE,KARANGAZI,NDAMA,NDAMA,-1.407888889,30.40838889,ON GRID,NONE,711,12,,265d3354-1c9a-4319-badf-e414c9a64e6c,None,G_RWA_03887,3,3,3
3888,240919,PETIT SEMINAIRE VIRGO FIDELIS DE BUTARE,PRIVATE,SECONDARY,HUYE,NGOMA,BUTARE,KARUBANDA,-2.592138889,29.73527778,OFF GRID,NONE,765,23,,c057178d-f40b-40ca-9074-332d6925e81f,None,G_RWA_03888,3,3,3
3889,130403,CGFK,PRIVATE,SECONDARY,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,-1.987666667,30.10272222,OFF GRID,NONE,767,11,,24da3840-a239-4dbc-b7e2-870e34d8d65c,None,G_RWA_03889,3,3,3
3890,330436,GISENYI ADVENTIST SECONDARY SCHOOL,PRIVATE,SECONDARY,RUBAVU,GISENYI,KIVUMU,UMURAVA,-1.688888889,29.25944444,OFF GRID,NONE,769,11,,9568dd0c-5080-4b31-8a72-aea4e2bde2a1,None,G_RWA_03890,3,3,3
3891,250507,GSKaduha,GOVERNMENT_AIDED,SECONDARY,NYAMAGABE,KADUHA,KAVUMU,BAMBA,-2.335027778,29.52330556,ON GRID,NONE,773,13,,77591187-a126-403b-87f6-9bba9300193b,None,G_RWA_03891,2,3,3
3892,561304,ES SAKE,PUBLIC,SECONDARY,NGOMA,SAKE,RUKOMA,NYARUREMBO,-2.2233333,30.3886111,ON GRID,NONE,839,20,,56975250-5e2c-4926-bdb7-aa9779285982,None,G_RWA_03892,3,1,3
3893,530502,COLLEGE  ADEGI-GITUZA,PUBLIC,SECONDARY,GATSIBO,KAGEYO,BUSETSA,NYARUBUYE,-1.61803,30.29072,ON GRID,NONE,993,10,,aeaeade0-dc5b-4cce-8d41-db609abba322,None,G_RWA_03893,3,,
3894,310204,ES URUMURI,GOVERNMENT_AIDED,SECONDARY,KARONGI,GASHARI,TONGATI,RUBONA,-2.148277778,29.52033333,ON GRID,NONE,1015,12,,5467262c-ebca-4bc7-8b74-cc4d088ab18c,None,G_RWA_03894,3,,3
3895,370508,GS ST JOSEPH NYAMASHEKE,GOVERNMENT_AIDED,SECONDARY,NYAMASHEKE,KAGANO,NINZI,GIKUYU,-2.33586,29.09208,ON GRID,NONE,1362,38,,02572989-aff3-44f3-9af6-a0b78af77634,None,G_RWA_03895,3,3,3
3896,420501,CMUR,GOVERNMENT_AIDED,SECONDARY,GAKENKE,GASHENYI,RUKURA,KIRAMBO,-1.696611111,29.82838889,ON GRID,NONE,1527,23,,9dfaf39e-398f-40b9-8980-d5c0e6ba3f7d,None,G_RWA_03896,2,2,3
3897,530404,GABIRO  HIGH SCHOOL,PRIVATE,SECONDARY,GATSIBO,KABARORE,KARENGE,NYARUBUYE,-1.61822,30.39394,ON GRID,NONE,1572,30,,9092df52-add6-4819-9564-06cf0b2c388a,None,G_RWA_03897,3,3,3
3898,310208,GSSAINTJOSEPH BIRAMBO,GOVERNMENT_AIDED,SECONDARY,KARONGI,GASHARI,BIRAMBO,BIRAMBO,-2.14575,29.52058333,ON GRID,NONE,1702,38,,62847040-9e53-4860-88c4-559fafef6c6f,None,G_RWA_03898,3,,3
3899,270702,ETG GITUMBA,PRIVATE,SECONDARY,MUHANGA,NYABINONI,MBUGA,MURAMA,-1.791222222,29.68458333,OFF GRID,NONE,1721,29,,ed5b0bb1-cf89-4723-9d4f-977c34972ecd,None,G_RWA_03899,3,3,3
3900,120806,IFAK,PRIVATE,SECONDARY,GASABO,KIMIHURURA,KIMIHURURA,IMIHIGO,-1.95586,30.07778,ON GRID,NONE,1732,35,,1b1f7572-7746-416d-951d-725c2478ce16,None,G_RWA_03900,3,3,3
3901,121107,EXCELLA SCHOOL,PRIVATE,SECONDARY,GASABO,NDERA,MASORO,MASORO,-1.9414166,30.1395,ON GRID,NONE,1798,31,,76e8c46a-b085-4f43-8995-620e0c149da0,None,G_RWA_03901,3,3,3
3902,120423,FAWE,PUBLIC,SECONDARY,GASABO,GISOZI,MUSEZERO,BYIMANA,-1.9136944,30.0732777,OFF GRID,NONE,2448,36,,6eb00e92-873f-40cc-a3d0-bafa9f47ac92,None,G_RWA_03902,3,3,3
3903,320108,INDASHYIKIRWA,PUBLIC,SECONDARY,RUTSIRO,BONEZA,REMERA,MUYANGE,-1.8611388,29.2963611,OFF GRID,NONE,2766,35,,5ad79558-ce91-4dc2-be90-6ea0fbe9fd54,None,G_RWA_03903,3,3,
3904,130405,KAGARAMA S S,PUBLIC,SECONDARY,KICUKIRO,KAGARAMA,RUKATSA,NYANZA,-1.992416667,30.09683333,ON GRID,NONE,2778,66,,5e6ac40f-8fab-499e-8fd8-babe8fc4ac24,None,G_RWA_03904,3,3,3
3905,340601,ECOLE DES LETTRES DE GATOVU,PUBLIC,SECONDARY,NYABIHU,KINTOBO,GATOVU,GATOVU CENTRE,-1.595111111,29.56241667,ON GRID,NONE,3511,67,,4b159b67-2d49-4cac-a798-773769bede6e,None,G_RWA_03905,3,3,
3906,270902,COLL ST JEAN NYARUSANGE,PRIVATE,SECONDARY,MUHANGA,NYARUSANGE,RUSOVU,RWAMBARIRO,-2.089833333,29.68205556,OFF GRID,NONE,4152,364,,9a371b65-7a36-4851-90e8-9a208bf65848,None,G_RWA_03906,3,2,3
3907,540413,IPMUKARANGE,PRIVATE,SECONDARY,KAYONZA,MUKARANGE,BWIZA,ABISUNGANYE,-1.894527778,30.50575,OFF GRID,USB_MODEM,581,11,,30e77d4a-3eb0-4386-b4e7-011b4d1d8929,3G,G_RWA_03907,3,3,3
3908,410101,ES NYAMUGALI,PUBLIC,SECONDARY,RULINDO,BASE,RWAMAHWA,KARAMBI,-1.610083333,29.88605556,ON GRID,USB_MODEM,600,10,,e3fd6c8f-8ff7-4a96-b782-88d00f879464,3G,G_RWA_03908,3,3,3
3909,530105,ECOLE SECONDAIRE GASANGE,PUBLIC,SECONDARY,GATSIBO,GASANGE,KIGABIRO,MAYA,-1.80589,30.29561,ON GRID,USB_MODEM,1000,22,,55fcec8e-d252-4a65-af57-54cd89237cdd,3G,G_RWA_03909,3,3,3
3910,451903,COLLEGE DE REBERO,GOVERNMENT_AIDED,SECONDARY,GICUMBI,RUVUNE,REBERO,GATARE,-1.623361111,30.16588889,ON GRID,USB_MODEM,1012,22,,8321b417-2d60-4bca-b162-8ba6a686ce2d,3G,G_RWA_03910,3,,3
3911,330424,INSTITUT PENTECOTISTE DE GISENYI (IPG),PRIVATE,SECONDARY,RUBAVU,GISENYI,UMUGANDA,UMUNYINYA,-1.6861111,29.2578611,ON GRID,USB_MODEM,1176,22,,2a2f3e20-0ff0-4703-9806-2706bfaa9524,3G,G_RWA_03911,3,3,3
3912,110804,ES SCIENTIFIQUE ISLAMIQUE,PRIVATE,SECONDARY,NYARUGENGE,NYAMIRAMBO,CYIVUGIZA,RUGERO,-1.978916667,30.04702778,ON GRID,USB_MODEM,1268,22,,0dc5cab5-b91e-4230-a4b5-38c1a20d75eb,3G,G_RWA_03912,3,3,3
3913,530406,GATSIBO  COM MODEL SCHOOL,PUBLIC,SECONDARY,GATSIBO,KABARORE,KABARORE,KABAROREII,-1.61239,30.38236,ON GRID,USB_MODEM,1478,22,,19c98682-c7c6-4187-aabe-8a4bc1a9c55f,3G,G_RWA_03913,3,3,3
3914,271002,CNDC/NTARABANA,GOVERNMENT_AIDED,SECONDARY,MUHANGA,RONGI,NYAMIRAMBO,NTARABANA,-1.794944444,29.74647222,ON GRID,USB_MODEM,1741,29,,00e26887-7149-4f4b-97a1-5c8c2e87fa60,3G,G_RWA_03914,3,3,
3915,330601,GS MUTURA I,PUBLIC,SECONDARY,RUBAVU,KANZENZE,NYAMIKONGI,KABARI,-1.642972222,29.38327778,OFF GRID,WIMAX,352,12,,6094e210-f434-4d5d-827f-cdf5fd8568fe,3.5G,G_RWA_03915,3,3,3
3916,210117,IGIHOZO ST PETER,PRIVATE,SECONDARY,NYANZA,BUSASAMANA,NYANZA,GAKENYERI A,-2.35156,29.74867,ON GRID,WIMAX,459,23,,b0e41823-09f2-43de-860a-0f6d77e202a8,3.5G,G_RWA_03916,3,3,3
3917,260906,ES Saint TRINITE,GOVERNMENT_AIDED,SECONDARY,RUHANGO,RUHANGO,MUNINI,KIBINGO,-2.22567,29.778,ON GRID,WIMAX,499,10,,d104b39d-3f14-441e-8bbb-d778a0c7f43f,3.5G,G_RWA_03917,3,3,3
3918,240947,PETIT SEMINAIRE BAPTISTE,PRIVATE,SECONDARY,HUYE,NGOMA,BUTARE,AKABUYE,-2.588611111,29.75133333,ON GRID,WIMAX,532,10,,c6aefd36-07f8-4133-9eef-13286cb0f920,3.5G,G_RWA_03918,3,3,3
3919,540438,NEW LIFE CHRISTIAN HIGH SCHOOL,PRIVATE,SECONDARY,KAYONZA,MUKARANGE,BWIZA,ABISUNGANYE,-1.900944444,30.50541667,ON GRID,WIMAX,532,11,,59e41b30-9155-41ee-adf7-124a045bd3c8,3.5G,G_RWA_03919,3,3,3
3920,121101,APRED NDERA,PRIVATE,SECONDARY,GASABO,NDERA,KIBENGA,NEZERWA,-1.95536,30.16906,ON GRID,WIMAX,559,11,,2b094f26-0b8b-4b17-8617-911be664b44c,3.5G,G_RWA_03920,3,3,3
3921,270807,ESSFIH,PRIVATE,SECONDARY,MUHANGA,NYAMABUYE,REMERA,BITI,-2.075388889,29.74822222,ON GRID,WIMAX,646,29,,54d8729f-e812-4a2a-b116-5158c41b24de,3.5G,G_RWA_03921,3,3,3
3922,120920,Ecole Chretiene de Kigali,PRIVATE,SECONDARY,GASABO,KIMIRONKO,KIBAGABAGA,NYIRABWANA,-1.93228,30.11639,ON GRID,WIMAX,656,11,,18a153d8-a546-47a6-8640-08f4cb942181,3.5G,G_RWA_03922,3,3,3
3923,440913,PSSJ NKUMBA,PRIVATE,SECONDARY,BURERA,KINONI,NKUMBA,CYIVUGIZA,-1.472361111,29.72177778,ON GRID,WIMAX,716,11,,3d83f8d9-29fa-41d5-b345-124bd00139e7,3.5G,G_RWA_03923,3,3,3
3924,330421,COLLEGE NAZAREEN DE GISENYI,PRIVATE,SECONDARY,RUBAVU,GISENYI,UMUGANDA,IHURIRO,-1.67506,29.26444,ON GRID,WIMAX,728,11,,0ed748c6-17ec-4f0d-9654-2b228484cfb6,3.5G,G_RWA_03924,3,3,3
3925,550201,AKAGERA INTL,PRIVATE,SECONDARY,KIREHE,GATORE,NYAMIRYANGO,GASHANGA,-2.279388889,30.58494444,ON GRID,WIMAX,744,22,,10b2dba8-1e1f-4ad8-8068-960d17ca3576,3.5G,G_RWA_03925,3,3,3
3926,280306,GS ASPEKA,PRIVATE,SECONDARY,KAMONYI,KAYENZI,BUGARAMA,MUNYEGERA,-1.907416667,29.85838889,ON GRID,WIMAX,761,23,,16e54b59-853b-4264-94fd-7ca880f56309,3.5G,G_RWA_03926,3,3,3
3927,120918,Saint Ignatius High School,PRIVATE,SECONDARY,GASABO,KIMIRONKO,KIBAGABAGA,RUGERO,-1.9377777,30.1201111,ON GRID,WIMAX,846,12,,7255e110-4672-46f8-84d9-63ca08bc2cac,3.5G,G_RWA_03927,3,3,3
3928,130601,GS APADE,PRIVATE,SECONDARY,KICUKIRO,KICUKIRO,KAGINA,URUGERO,-1.9670277,30.0980555,ON GRID,WIMAX,1020,30,,d99085b9-440b-48d5-91e1-98bfbb413981,3.5G,G_RWA_03928,3,3,3
3929,530604,Ecole Secondaire Islamique de Murambi,PRIVATE,SECONDARY,GATSIBO,KIRAMURUZI,AKABUGA,KIRAMURUZI,-1.797138889,30.40819444,ON GRID,WIMAX,1076,23,,919cdde7-704d-4a6d-a25f-6a0e8798e6b1,3.5G,G_RWA_03929,3,3,3
3930,210201,COLLEGE MONT SION APADEM,PRIVATE,SECONDARY,NYANZA,BUSORO,MASANGANO,BWERAMANA,-2.28967,29.92739,ON GRID,WIMAX,1259,31,,4967896a-7664-42ed-a137-c5a3f4609a2a,3.5G,G_RWA_03930,3,3,3
3931,270825,PETIT SEMINAIRE SAINT LEON KABGAYI,PRIVATE,SECONDARY,MUHANGA,NYAMABUYE,GAHOGO,KAMAZURU,-2.097333333,29.75461111,ON GRID,WIMAX,1304,30,,46cfe00f-d4bb-4007-93ae-7210bf86a4c0,3.5G,G_RWA_03931,3,3,3
3932,571017,ES MONTFORT,PRIVATE,SECONDARY,BUGESERA,NYAMATA,NYAMATA Y' U,GASENGA I,-2.14417,30.10614,ON GRID,WIMAX,1306,30,,af7429ed-9539-4f0b-9665-2fe0149b0439,3.5G,G_RWA_03932,3,3,3
3933,560508,GAHIMA AGAPE,PRIVATE,SECONDARY,NGOMA,KIBUNGO,GAHIMA,NYAMIGINA,-2.139194444,30.57377778,ON GRID,WIMAX,1333,22,,4426be33-4de9-4028-820b-15625e813306,3.5G,G_RWA_03933,3,3,3
3934,351104,ASPADE,PUBLIC,SECONDARY,NGORORERO,NGORORERO,RUSUSA,RUSUSA,-1.8366666,29.6304444,OFF GRID,WIMAX,1354,36,,70d141f6-a724-46d6-9cb4-7754dbd1f23f,3.5G,G_RWA_03934,3,3,3
3935,450111,Petit Seminaire RWESERO,PRIVATE,SECONDARY,GICUMBI,BUKURE,RWESERO,GICACA,-1.8014166,30.1788888,ON GRID,WIMAX,1402,30,,93630dcd-2415-4b03-b15e-4f46044e3bb1,3.5G,G_RWA_03935,3,1,
3936,561408,"PSST KIZITO""""",GOVERNMENT_AIDED,SECONDARY,NGOMA,ZAZA,NYAGATUGUNDA,JYAMBERE,-2.148611111,30.43333333,ON GRID,WIMAX,1445,97,,e194ea68-fad3-4736-9567-4aaf21999c59,3.5G,G_RWA_03936,3,2,3
3937,510513,IWE,PRIVATE,SECONDARY,RWAMAGANA,KIGABIRO,CYANYA,BIGABIRO,-1.954305556,30.44483333,ON GRID,WIMAX,1469,22,,a9ac1862-b389-4b77-8160-f1ef189df3f3,3.5G,G_RWA_03937,3,3,3
3938,510524,College Marie Reine de la Paix,PRIVATE,SECONDARY,RWAMAGANA,KIGABIRO,NYAGASENYI,RUSAVE,-1.9506388,30.4275833,ON GRID,WIMAX,1548,30,,1f8d350e-97e4-4c3e-bc8b-04763ba1b990,3.5G,G_RWA_03938,3,3,3
3939,110901,APE RUGUNGA,PRIVATE,SECONDARY,NYARUGENGE,NYARUGENGE,KIYOVU,GANZA,-1.957027778,30.07091667,ON GRID,WIMAX,1564,23,,914bdf2c-aef5-420a-9978-2267616edd6e,3.5G,G_RWA_03939,3,3,3
3940,220306,GS ST FRANCOIS D,GOVERNMENT_AIDED,SECONDARY,GISAGARA,KANSI,AKABOTI,GATARE,-2.698611111,29.75366667,OFF GRID,WIMAX,1678,39,,8495bf48-3144-4e10-888b-b5f15c8f363d,3.5G,G_RWA_03940,3,3,3
3941,340906,GS RAMBURA (G),GOVERNMENT_AIDED,SECONDARY,NYABIHU,RAMBURA,NYUNDO,NAMA,-1.682138889,29.52569444,ON GRID,WIMAX,1791,38,,3dc09af3-503a-4c44-958b-d132117eec8b,3.5G,G_RWA_03941,2,,
3942,370601,ES TYAZO,GOVERNMENT_AIDED,SECONDARY,NYAMASHEKE,KANJONGO,KIBOGORA,RWAKAGAJU,-2.33883,29.12908,ON GRID,WIMAX,1859,36,,cfd6ad40-e7dc-4d80-be19-333a9ea9fcfe,3.5G,G_RWA_03942,3,3,3
3943,560301,ES KABIRIZI,PUBLIC,SECONDARY,NGOMA,KAREMBO,KARABA,RUSUMBANTWARI,-2.1248611,30.4476666,ON GRID,WIMAX,1879,31,,2df0c521-7451-40d5-9cf4-a6c9cb1aa58c,3.5G,G_RWA_03943,3,3,3
3944,530313,NYAKAYAGA SS,PRIVATE,SECONDARY,GATSIBO,GITOKI,BUKOMANE,NYAKAYAGA,-1.66539,30.40822,ON GRID,WIMAX,1961,29,,487152fe-035c-4e2b-818c-21acb1cf0579,3.5G,G_RWA_03944,3,3,
3945,280604,ECOSE MUSAMBIRA,PRIVATE,SECONDARY,KAMONYI,MUSAMBIRA,KARENGERA,NYARUTOVU,-2.033944444,29.84691667,ON GRID,WIMAX,1999,30,,dfee13da-947d-4e60-aea6-d132382af6a6,3.5G,G_RWA_03945,3,3,3
3946,240405,ECOLE SECONDAIRE MBOGO,GOVERNMENT_AIDED,SECONDARY,HUYE,KIGOMA,KABATWA,MBOGO,-2.456555556,29.65511111,ON GRID,WIMAX,2046,32,,9593690f-1a72-4e4d-be36-b1c36d8938e4,3.5G,G_RWA_03946,3,3,3
3947,221304,GS STE BERNADETTE SAVE,GOVERNMENT_AIDED,SECONDARY,GISAGARA,SAVE,GATOKI,KAVUMU,-2.541583333,29.77119444,ON GRID,WIMAX,2050,37,,d55f28a4-ae17-46ae-8198-319e87832b59,3.5G,G_RWA_03947,3,3,3
3948,230313,GROUPE SCOLAIRE MARIE MERCI KIBEHO,GOVERNMENT_AIDED,SECONDARY,NYARUGURU,KIBEHO,KIBEHO,AGATEKO,-2.646116,29.554397,ON GRID,WIMAX,2155,39,,c1a81eb5-7c66-4a07-85dc-a01aa07bfb55,3.5G,G_RWA_03948,3,3,3
3949,270811,GSST JOSEPH,GOVERNMENT_AIDED,SECONDARY,MUHANGA,NYAMABUYE,GAHOGO,KAMAZURU,-2.099611111,29.75277778,ON GRID,WIMAX,2352,39,,c24c8295-760c-4e93-8f10-be92789ce9cd,3.5G,G_RWA_03949,3,3,3
3950,280402,COLLEGE NKUNDUBUREZI,PUBLIC,SECONDARY,GAKENKE,JANJA,GAKINDO,KABUSORO,-1.675916667,29.67811111,ON GRID,USB_MODEM,44,3,,5c57c144-8d91-473a-a66f-6df8f5c31be7,3G,G_RWA_03950,3,,3
3951,521040,COLLEGE APECOM,PUBLIC,SECONDARY,GATSIBO,KIRAMURUZI,GAKENKE,AKAMASINE,-1.803833333,30.41847222,ON GRID,USB_MODEM,100,5,,2e1faaf6-296d-4246-b026-8b797e0a63b3,3G,G_RWA_03951,3,3,3
3952,330447,APEFE MWEYA,PUBLIC,SECONDARY,RUBAVU,GISENYI,NENGO,NYABURANGA,-1.693361111,29.2475,ON GRID,USB_MODEM,442,13,,4993cb0a-ba58-47ab-b484-4db329ad841c,3G,G_RWA_03952,3,3,3
3953,120119,GS APEKA,PUBLIC,SECONDARY,KICUKIRO,KANOMBE,KARAMA,GIKUNDIRO,-1.978111111,30.15063889,ON GRID,USB_MODEM,116,9,,5829e892-e676-4518-8203-74b02716a0f7,3G,G_RWA_03953,3,3,3
3954,511310,LYCEE de RUSUMO,PUBLIC,SECONDARY,KIREHE,NYAMUGALI,NYAMUGALI,IHURIRO,-2.281638889,30.75730556,ON GRID,USB_MODEM,131,8,,19262699-816c-4f6a-9f36-afdc0579919b,3G,G_RWA_03954,3,3,3
3955,530653,RWIMIYAGA TSS,PUBLIC,SECONDARY,NYAGATARE,RWIMIYAGA,NYARUPFUBIRE,NYAKAGANDO,-1.296111111,30.40030556,ON GRID,USB_MODEM,1017,30,,48350970-1b09-4409-be67-da2f486a970f,3G,G_RWA_03955,3,1,3
3956,240912,GSCGATAGARA,GOVERNMENT_AIDED,SPECIAL_NEEDS_EDUCATION_SCHOOL,HUYE,NGOMA,BUTARE,KABUTARE,-2.605833333,29.74636111,ON GRID,FIBER OPTIC,1092,39,,77319006-943c-4497-8e23-c22ede15b958,fibre,G_RWA_03956,3,3,3
3957,240903,CJSM NGOMA,GOVERNMENT_AIDED,SPECIAL_NEEDS_EDUCATION_SCHOOL,HUYE,NGOMA,NGOMA,NGOMA I,-2.59725,29.73522222,OFF GRID,FOUR_G,1902,40,,dc818c21-5616-4bd3-acd7-e0bf42178849,4G,G_RWA_03957,3,3,3
3958,270819,EP LA MISERICORDE,GOVERNMENT_AIDED,SPECIAL_NEEDS_EDUCATION_SCHOOL,MUHANGA,NYAMABUYE,GAHOGO,RUTENGA,-2.091027778,29.74872222,OFF GRID,NONE,206,20,,6713eb06-12da-485a-8db2-227731631706,None,G_RWA_03958,3,3,3
3959,130317,HVP GATAGARA,GOVERNMENT_AIDED,SPECIAL_NEEDS_EDUCATION_SCHOOL,KICUKIRO,GIKONDO,KINUNGA,KINUNGA,-1.960277778,30.07527778,OFF GRID,NONE,532,20,,42b555b6-dc4e-4b83-bad6-7bc09a880862,None,G_RWA_03959,3,3,3
3960,230316,Education instute for blind children,GOVERNMENT_AIDED,SPECIAL_NEEDS_EDUCATION_SCHOOL,NYARUGURU,KIBEHO,KIBEHO,AGATEKO,-2.64197,29.55256,OFF GRID,NONE,570,10,,7e1217bc-3737-429d-82cd-19a3f5601482,None,G_RWA_03960,3,3,3
3961,110813,GS Institute Filipo Simaldone(IFS),GOVERNMENT_AIDED,SPECIAL_NEEDS_EDUCATION_SCHOOL,NYARUGENGE,NYAMIRAMBO,MUMENA,AKANYIRAZANINKA,-1.979138889,30.05122222,ON GRID,WIMAX,1911,35,,baabcf68-18f3-45d7-8e1f-f59fc2baf4dd,3.5G,G_RWA_03961,3,3,3
3962,561416,TTCZAZA,GOVERNMENT_AIDED,TTC,NGOMA,ZAZA,RUHEMBE,KABEZA,-2.155277778,30.43111111,ON GRID,FOUR_G,1041,17,,73ceb292-b861-4baa-a8ce-92b72d093e29,4G,G_RWA_03962,3,1,3
3963,440402,ENP/TTC KIRAMBO,GOVERNMENT_AIDED,TTC,BURERA,CYERU,BUTARE,BUTARE,-1.509638889,29.84369444,OFF GRID,NONE,588,10,,606301df-e60c-4b64-891b-7eb0dc0d422f,None,G_RWA_03963,3,3,3
3964,330411,ENP/TTC/GACUBA II,GOVERNMENT_AIDED,TTC,RUBAVU,GISENYI,UMUGANDA,UMUCYO,-1.68711,29.26108,ON GRID,NONE,991,17,,e8408e15-166c-4951-9081-5f7201662017,None,G_RWA_03964,3,3,3
3965,571026,NYAMATA TTC,GOVERNMENT_AIDED,TTC,BUGESERA,NYAMATA,KANAZI,MUSAGARA,-2.168805556,30.09555556,ON GRID,NONE,1946,40,,1a257b52-791d-4688-b91f-39656850da96,None,G_RWA_03965,3,3,3
3966,230207,TTC/STJBAPTISTE CYAHINDA,GOVERNMENT_AIDED,TTC,NYARUGURU,CYAHINDA,CYAHINDA,KINYAGA,-2.741305556,29.61111111,ON GRID,WIMAX,2605,40,,c43a7f64-acfd-40c9-a615-a536b953ff79,3.5G,G_RWA_03966,3,3,3
3967,240949,MSGR Felicien MUBILIGI CATHOLIC TSS,PRIVATE,TVET,HUYE,NGOMA,BUTARE,KABUTARE,-2.606166667,29.74258333,ON GRID,FIBER OPTIC,484,11,,5316508e-0eae-4d6e-9bd3-3d78406d68f8,fibre,G_RWA_03967,3,3,3
3968,120703,APAPER COMPLEX SCHOOL,PRIVATE,TVET,GASABO,KACYIRU,KAMATAMU,BUKINANYANA,-1.9435,30.09283,OFF GRID,FIBER OPTIC,572,11,,0eb37250-baaf-417a-83bc-60ea8bdd85f2,fibre,G_RWA_03968,3,3,3
3969,510312,GISHARI INTEGRATED POLYTECHNIC,PUBLIC,TVET,RWAMAGANA,GISHALI,BWINSANGA,SHABURONDO,-1.911361111,30.42616667,ON GRID,FIBER OPTIC,697,11,,f10059c2-2ffa-4261-9a41-de1f29e1efd9,fibre,G_RWA_03969,3,3,3
3970,270601,ACODES MUSHISHIRO,PRIVATE,TVET,MUHANGA,MUSHISHIRO,MUNAZI,KIYORO,-2.006444444,29.69119444,ON GRID,FIBER OPTIC,1062,22,,54cf6c4a-a096-4ae9-b27c-bd43eef634d3,fibre,G_RWA_03970,3,3,3
3971,210105,HANIKA ANGLICAN INTEGRATED POLYTECHNIC (HAIP),PRIVATE,TVET,NYANZA,BUSASAMANA,KAVUMU,GIHISI B,-2.3436666,29.7578055,ON GRID,FIBER OPTIC,1320,23,,5f382d94-ea36-477c-b201-cd6c3a251e88,fibre,G_RWA_03971,3,3,3
3972,561201,KIGARAMA TVET SCHOOL,PUBLIC,TVET,NGOMA,RURENGE,MUSYA,KARAMA,-2.1575,30.51961111,ON GRID,FIBER OPTIC,1452,32,,d7114379-ebd1-4e62-bf87-b2fce6ab549a,fibre,G_RWA_03972,3,3,3
3973,431018,ETEFOP TVET RUHENGERI DIOCESE,GOVERNMENT_AIDED,TVET,MUSANZE,MUSANZE,CYABAGARURA,BUKANE,-1.500333333,29.62077778,ON GRID,FIBER OPTIC,1482,31,,95c02727-dc35-4065-b0af-6b46bb8fe5dd,fibre,G_RWA_03973,3,3,3
3974,450602,KAGEYO TVET School,PUBLIC,TVET,GICUMBI,KAGEYO,GIHEMBE,GITABA,-1.60633,30.08319,ON GRID,FIBER OPTIC,1602,31,,4173430f-0cc4-4fcf-9442-ad2ab6461c70,fibre,G_RWA_03974,3,3,3
3975,270605,E S BULINGA,PUBLIC,TVET,MUHANGA,MUSHISHIRO,MUNAZI,KIYORO,-2.008944444,29.68811111,ON GRID,FIBER OPTIC,1633,31,,54cc6b71-61ff-44cb-89d7-7f3f9b81b45e,fibre,G_RWA_03975,3,3,3
3976,350216,GATUMBA TSS,GOVERNMENT_AIDED,TVET,NGORORERO,GATUMBA,CYOME,BIRAMBO,-1.925416667,29.65397222,OFF GRID,FIBER OPTIC,1838,35,,b5b0cf76-021f-4285-b46b-9f82452bb269,fibre,G_RWA_03976,3,3,3
