tile_bigint,clean_lat,clean_lon,school_id,sn,source_school_id,school_name,school_category,school_settings,district,sector,cell,village,electricity_availability,internet_availability,connectivity_type,number_of_students,number_of_teachers,computers,uuid,giga_school_id,latitude,longitude,percent_2g,percent_3g,percent_4g
2.62398E+15,-2.103444444,29.75066667,112,112,270809,GS KABGAYI A,GOVERNMENT_AIDED,12YBE,MUHANGA,NYAMABUYE,GAHOGO,KAMAZURU,ON GRID,FOUR_G,4G,1752,42,630,b750902a-9318-4894-bd8d-b30b66045370,G_RWA_00112,-2.103444444,29.75066667,28.32,64.54,7.14
2.6218E+15,-1.44722,29.57656,116,116,430706,GS KAMPANGA,PUBLIC,12YBE,MUSANZE,KINIGI,KAMPANGA,RUBARA,ON GRID,FOUR_G,4G,1872,51,155,0a7866f4-ed52-4e3e-932a-186a83a68b8c,G_RWA_00116,-1.44722,29.57656,38.16,55.92,5.92
2.62374E+15,-2.36486,29.73125,258,258,210110,EP RWESERO,PUBLIC,12YBE,NYANZA,BUSASAMANA,RWESERO,NYABISINDU,ON GRID,NONE,None,921,13,380,f219fcd6-1d27-4765-99ab-f36458e90c4b,G_RWA_00258,-2.36486,29.73125,31.19,58.26,10.55
2.62875E+15,-2.132805556,30.13222222,551,551,521402,GS MURAMA,PUBLIC,9 YBE,BUGESERA,NYAMATA,MURAMA,MURAMA,ON GRID,USB_MODEM,3G,900,18,299,5516e10e-a94d-4d82-9c09-008a1e47dfcc,G_RWA_00551,-2.132805556,30.13222222,30.33,60.93,8.74
2.62403E+15,-2.069638889,29.75480556,901,901,540916,GS NYABISINDU,PUBLIC,12YBE,MUHANGA,NYAMABUYE,GITARAMA,NYABISINDU,ON GRID,USB_MODEM,3G,763,28,230,f56e9eed-895c-4aa1-956a-98729a1e8a90,G_RWA_00901,-2.069638889,29.75480556,31.21,60.07,8.72
2.62673E+15,-1.65225,29.97013889,1015,1015,411406,EP MURWA,PRIVATE,PRIMARY,RULINDO,RUKOZO,BURARO,MURWA,OFF GRID,NONE,None,532,20,142,028dc814-21ec-4b55-ae12-ed3858d9ba36,G_RWA_01015,-1.65225,29.97013889,35.26,58.42,6.32
2.6139E+15,-2.4064166,28.9446666,1319,1319,361208,E P RUGARAGARA,GOVERNMENT_AIDED,PRIMARY,RUSIZI,NKANKA,KINYAGA,RUGARAGARA,ON GRID,USB_MODEM,3G,470,25,177,d378efb0-19bf-4f57-8052-87b8b3341177,G_RWA_01319,-2.4064166,28.9446666,36.67,55,8.33
2.62484E+15,-2.50894,29.81961,1550,1550,220103,GS GASAGARA,PUBLIC,12YBE,GISAGARA,GIKONKO,GASAGARA,GASAGARA,ON GRID,NONE,None,861,16,114,db8f8cbf-6e44-4c9c-b444-a80bcb50ad83,G_RWA_01550,-2.50894,29.81961,33.12,56.49,10.39
2.62312E+15,-1.51758,29.68203,1727,1727,430321,CS RUNGU,GOVERNMENT_AIDED,PRIMARY,MUSANZE,GACACA,KABIRIZI,RUNGU,ON GRID,USB_MODEM,3G,1107,26,,683012d8-d04d-4cf4-a7b1-55a18971280e,G_RWA_01727,-1.51758,29.68203,35.59,56.78,7.63
2.62795E+15,-1.961805556,30.06808333,1754,1754,110413,LYCEE de KIGALI,PUBLIC,SECONDARY,NYARUGENGE,NYARUGENGE,KIYOVU,RUGUNGA,ON GRID,FOUR_G,4G,970,30,105,4a9892e4-1bb2-4521-be1f-a1746f0771ea,G_RWA_01754,-1.961805556,30.06808333,22.99,69.42,7.59
2.61945E+15,-1.9868333,29.3888055,1963,1963,321002,GS BUMBA,GOVERNMENT_AIDED,TVET,RUTSIRO,MUSHUBATI,BUMBA,KARAMBI,ON GRID,FOUR_G,4G,1267,38,,5e0ec0f3-0bdd-4fe9-b8e6-e577a885c434,G_RWA_01963,-1.9868333,29.3888055,30.27,56.22,13.51
2.63543E+15,-2.14033,30.66619,2023,2023,550904,GS RUGARAMA1,PUBLIC,12YBE,KIREHE,MUSHIKIRI,RUGARAMA,CYANJUNA,ON GRID,FOUR_G,4G,1614,20,,c025240f-824b-412b-b595-01d2c12bc43c,G_RWA_02023,-2.14033,30.66619,37.74,50.94,11.32
2.62021E+15,-1.614138889,29.44936111,2187,2187,340110,KORA CATHOLIQUE,GOVERNMENT_AIDED,12YBE,NYABIHU,BIGOGWE,KORA,KAGELI,ON GRID,NONE,None,744,15,,55200656-fd0a-4a4c-9b95-b5869270c95c,G_RWA_02187,-1.614138889,29.44936111,38.16,54.11,7.73
2.62911E+15,-1.73894,30.16089,2424,2424,451804,G S KIRWA,PUBLIC,12YBE,GICUMBI,RUTARE,KIGABIRO,NYAKAVUNGA,ON GRID,WIMAX,3.5G,1598,33,,1668f8e3-3cc7-47c8-a130-b25373b42b36,G_RWA_02424,-1.73894,30.16089,38.55,55.87,5.59
2.6226E+15,-1.50708,29.64022,2552,2552,430805,CEAPS RUHENGERI,GOVERNMENT_AIDED,"""PRE_PRIMARY,PRIMARY""",MUSANZE,MUHOZA,MPENGE,GIKWEGE,ON GRID,USB_MODEM,3G,482,20,,79715560-606b-4fef-b5ba-96581e648533,G_RWA_02552,-1.50708,29.64022,26.38,66.81,6.81
2.62043E+15,-2.69978,29.46722,2579,2579,231001,EP GIHEMVU,GOVERNMENT_AIDED,PRIMARY,NYARUGURU,NYABIMATA,GIHEMVU,BIHEMBE,ON GRID,FOUR_G,4G,454,21,,dc239bc3-4989-47f8-8641-d889ff688f0f,G_RWA_02579,-2.69978,29.46722,33.33,62.22,4.44
2.62301E+15,-2.13208,29.67283,2836,2836,260711,EP Gishweru,GOVERNMENT_AIDED,PRIMARY,RUHANGO,MWENDO,GISHWERU,RUBONA,ON GRID,NONE,None,414,20,,21c7a4d5-3f88-443c-9b6a-711c956065d4,G_RWA_02836,-2.13208,29.67283,23.7,63.7,12.59
2.62889E+15,-2.20622,30.14367,3174,3174,570503,Mayange B,PUBLIC,PRIMARY,BUGESERA,MAYANGE,KAGENGE,KARAMA,ON GRID,NONE,None,677,15,,9506fc59-e3a1-47fe-9b85-de6dbf64b4c6,G_RWA_03174,-2.20622,30.14367,29.67,62.67,7.67
2.62503E+15,-2.143666667,29.83425,3218,3218,260609,EP GISHALI,GOVERNMENT_AIDED,PRIMARY,RUHANGO,MBUYE,GISANGA,GISHARI,OFF GRID,NONE,None,738,16,,866f7afc-857b-48c6-8b9c-67bd688fe35e,G_RWA_03218,-2.143666667,29.83425,29.52,60.52,9.96
2.6303E+15,-1.911805556,30.25630556,3273,3273,121403,EP GICACAII,GOVERNMENT_AIDED,PRIMARY,GASABO,RUSORORO,KINYANA,KINYANA,OFF GRID,NONE,None,829,13,,5c8dc41d-2c01-4449-a2e7-12bd71af03af,G_RWA_03273,-1.911805556,30.25630556,28.07,63.74,8.19
2.62471E+15,-2.32283,29.80925,3548,3548,210502,EP BUTARA,GOVERNMENT_AIDED,PRIMARY,NYANZA,KIGOMA,BUTARA,GASHARU,ON GRID,USB_MODEM,3G,656,17,,bd7cfe21-343a-431e-b22f-42689d742f0d,G_RWA_03548,-2.32283,29.80925,31.65,58.26,10.09
2.62216E+15,-2.4305,29.60538889,4060,4060,250208,TVET Cyanika,PUBLIC,TVET,NYAMAGABE,CYANIKA,KARAMA,KARAMA,OFF GRID,NONE,None,532,11,,ef55f9b2-a38f-4873-803b-511dc51eb3c5,G_RWA_04060,-2.4305,29.60538889,31.34,58.21,10.45
2.62232E+15,-1.471325,29.61765,4170,4170,431201,CBS KINIGI,PRIVATE,TVET,MUSANZE,NYANGE,KABEZA,KIBINGO,ON GRID,WIMAX,3.5G,1157,22,,e1fece9f-18f4-42e6-92f9-0f8a2635b54a,G_RWA_04170,-1.471325,29.61765,39.07,54.88,6.05
2.62277E+15,-1.49058,29.65439,111,111,430207,GS CYUVE,PUBLIC,12YBE,MUSANZE,CYUVE,BURUBA,RUHINDINKA,ON GRID,FOUR_G,4G,1719,34,252,7ac17d24-57e8-4a71-aef3-00d89ce704d9,G_RWA_00111,-1.49058,29.65439,35.38,55.77,8.85
2.62727E+15,-1.959888889,30.01355556,55,55,110205,GS KARAMA,PUBLIC,12 YBE,NYARUGENGE,KIGALI,NYABUGOGO,GAKONI,ON GRID,USB_MODEM,3G,573,10,261,5f322f84-fcb0-40bd-b0f3-c64cd9b3731e,G_RWA_00055,-1.959888889,30.01355556,25.59,68.47,5.94
2.62793E+15,-1.760888889,30.06661111,215,215,411302,GS KAYENZI,PUBLIC,12YBE,RULINDO,NTARABANA,KIYANZA,NOMBE,OFF GRID,NONE,None,623,18,273,e7e23c46-acea-4fd6-8d50-63feeae43a5f,G_RWA_00215,-1.760888889,30.06661111,38.31,55.94,5.75
2.63235E+15,-1.80317,30.41997,284,284,530606,GS GAKENKE,PUBLIC,12YBE,GATSIBO,KIRAMURUZI,GAKENKE,UMUREHE,ON GRID,NONE,None,1233,16,255,308ceda0-16f2-4da1-b006-554abd11304c,G_RWA_00284,-1.80317,30.41997,26.73,65.84,7.43
2.62229E+15,-2.75914,29.61558,394,394,231103,GS MWOYA,GOVERNMENT_AIDED,12YBE,NYARUGURU,NYAGISOZI,NYAGISOZI,NYAGISHAYO,ON GRID,WIMAX,3.5G,752,33,225,0e10b127-999e-41b7-a9b2-7ad871ac29c9,G_RWA_00394,-2.75914,29.61558,36.67,48.33,15
2.62272E+15,-2.2238333,29.65022,441,441,260304,KARAMBI,PUBLIC,12YBE,RUHANGO,KABAGALI,KARAMBI,KASHYAMBA,ON GRID,WIMAX,3.5G,2439,46,277,93a2ea31-7d87-41c5-8f85-e12c6e24e36f,G_RWA_00441,-2.2238333,29.65022,25.2,63.41,11.38
2.63114E+15,-1.9684166,30.32261,450,450,510202,GS GAHENGERI,PUBLIC,12YBE,RWAMAGANA,GAHENGERI,GIHUMUZA,KABEZA,ON GRID,WIMAX,3.5G,2613,48,792,909a1890-4d0e-494c-8830-ff8226f22354,G_RWA_00450,-1.9684166,30.32261,27.17,64.49,8.33
2.62846E+15,-2.1041666,30.1090277,934,934,571015,EP Karambi,GOVERNMENT_AIDED,PRIMARY,BUGESERA,NYAMATA,KAYUMBA,KARAMBI,OFF GRID,NONE,None,230,20,119,f91e426a-8a25-48fc-9818-7f4706574d84,G_RWA_00934,-2.1041666,30.1090277,27,65,8
2.63064E+15,-2.02497,30.283,2633,2633,511018,Doctrina PRIMARY,PRIVATE,PRIMARY,RWAMAGANA,MUYUMBU,MUREHE,BITEGA,ON GRID,FOUR_G,4G,1131,21,,bfbc4626-cbaa-4439-bc29-6455838205df,G_RWA_02633,-2.02497,30.283,33.01,56.94,10.05
2.62616E+15,-2.048555556,29.92486111,2792,2792,280804,MAGU,GOVERNMENT_AIDED,PRIMARY,KAMONYI,NYAMIYAGA,KIDAHWE,MAGU,ON GRID,NONE,None,375,20,,c70e2beb-01a5-4c9b-8844-c94040a772e3,G_RWA_02792,-2.048555556,29.92486111,29.27,61.79,8.94
2.63265E+15,-1.103083333,30.4435,3103,3103,520615,RWENTANGA P/S,PUBLIC,PRIMARY,NYAGATARE,MATIMBA,MATIMBA,UMUDUGUDU WA VII,ON GRID,NONE,None,565,19,,e7376ba3-55b3-4063-bb20-69243596cc11,G_RWA_03103,-1.103083333,30.4435,19.35,67.74,12.9
2.61768E+15,-2.22703,29.24672,3216,3216,370406,GIHOMBO,GOVERNMENT_AIDED,PRIMARY,NYAMASHEKE,GIHOMBO,JARAMA,KADOBOGO,OFF GRID,NONE,None,729,21,,ddc3e094-f033-4c1b-b9dd-2945001ff27f,G_RWA_03216,-2.22703,29.24672,40.19,44.86,14.95
2.6204E+15,-1.620277778,29.46438889,3246,3246,340203,BUKINANYANA ADEPR,GOVERNMENT_AIDED,PRIMARY,NYABIHU,JENDA,BUKINANYANA,NSAKIRA,ON GRID,NONE,None,790,15,,963c4bd4-0d6d-453d-9043-0f3c85b27579,G_RWA_03246,-1.620277778,29.46438889,38.53,53.21,8.26
2.61613E+15,-2.3054722,29.1233333,3370,3370,370512,NTUMBA,GOVERNMENT_AIDED,PRIMARY,NYAMASHEKE,KAGANO,SHARA,KAMINA,ON GRID,NONE,None,1098,13,,9b13d3cc-f79d-4586-9858-539fdd12adaf,G_RWA_03370,-2.3054722,29.1233333,32.74,53.1,14.16
2.62068E+15,-1.892611111,29.48719444,3632,3632,351311,EP NYABIPFURA,PUBLIC,PRIMARY,NGORORERO,SOVU,NYABIPFURA,BUTENGA,ON GRID,USB_MODEM,3G,1058,20,,0021f99c-25b6-4ad0-9120-bf64890f05bd,G_RWA_03632,-1.892611111,29.48719444,30.77,52.31,16.92
2.62384E+15,-2.55172,29.73922,3679,3679,240710,MUTUNDA EAR,GOVERNMENT_AIDED,PRIMARY,HUYE,MBAZI,MUTUNDA,RURYANGO,ON GRID,USB_MODEM,3G,1224,15,,8a4bef4d-b434-435f-98a8-6febe8242365,G_RWA_03679,-2.55172,29.73922,32.37,59.34,8.3
2.62808E+15,-1.965555556,30.07847222,4065,4065,130318,Centre de Formation Microindustriel Ceformi,PRIVATE,TVET,KICUKIRO,GIKONDO,KINUNGA,KIGUGU III,OFF GRID,NONE,None,532,20,,83eededd-113b-4b19-bbe9-8dcad73e22a7,G_RWA_04065,-1.965555556,30.07847222,23.74,68.49,7.76
2.62488E+15,-1.354944444,29.823,936,936,410610,EP KAVUMU,PUBLIC,PRIMARY,BURERA,KINYABABA,RUTOVU,KAVUMU,ON GRID,NONE,None,242,13,234,2b060887-2c65-4c01-bc78-25b6609de762,G_RWA_00936,-1.354944444,29.823,40.91,45.45,13.64
2.62337E+15,-2.20656,29.70183,1114,1114,260111,EP NYARUBUYE,GOVERNMENT_AIDED,PRIMARY,RUHANGO,BWERAMANA,RWINYANA,NYARUBUYE,ON GRID,NONE,None,1640,24,149,b8bcb059-5f6b-45d4-bc47-b0f47002596f,G_RWA_01114,-2.20656,29.70183,27.33,62.79,9.88
2.61999E+15,-2.304888889,29.43188889,1318,1318,251405,EP REMERA,GOVERNMENT_AIDED,PRIMARY,NYAMAGABE,MUSHUBI,BUTETERI,REMERA,ON GRID,USB_MODEM,3G,464,12,119,a5677bf2-8a8e-4a4c-9884-b497ace0b6cc,G_RWA_01318,-2.304888889,29.43188889,23.08,61.54,15.38
2.62308E+15,-2.734694444,29.67908333,1320,1320,571040,EP RUHORORO,PUBLIC,PRIMARY,NYARUGURU,NGOMA,KIYONZA,MUVUMBA,ON GRID,USB_MODEM,3G,475,20,172,e0c87f38-43a3-4212-9da1-9bc8a1778e6f,G_RWA_01320,-2.734694444,29.67908333,30.65,54.84,14.52
2.623E+15,-2.589055556,29.67233333,1359,1359,130722,EP KIBINGO,PUBLIC,PRIMARY,HUYE,KARAMA,KIBINGO,AGASHARU,ON GRID,USB_MODEM,3G,653,27,107,d34f5320-4bf1-40d2-a935-2371d5bc822f,G_RWA_01359,-2.589055556,29.67233333,28.42,64.21,7.37
2.62765E+15,-1.9315,30.04442,1685,1685,120205,EP GATSATA II,PUBLIC,PRIMARY,GASABO,GATSATA,NYAMABUYE,UWAGATOVU,OFF GRID,NONE,None,874,16,,ca9587f6-d26f-4b78-b5b4-72d3967f64ce,G_RWA_01685,-1.9315,30.04442,26.91,66.55,6.54
2.62958E+15,-1.445388889,30.19811111,1786,1786,520804,GS GISHORORO,PUBLIC,12YBE,NYAGATARE,MUKAMA,GISHORORO,KISARO,ON GRID,FOUR_G,4G,2419,63,,cdcdf3ac-a2e9-4655-9d52-3bb7533e71a1,G_RWA_01786,-1.445388889,30.19811111,41.11,54.44,4.44
2.62795E+15,-1.762555556,30.06797222,1891,1891,411301,ES KIYANZA,PUBLIC,SECONDARY,RULINDO,NTARABANA,KIYANZA,NOMBE,ON GRID,FOUR_G,4G,1237,35,,c92cca64-5201-4d6d-9f4e-76bdc88928b2,G_RWA_01891,-1.762555556,30.06797222,38.4,55.89,5.7
2.63198E+15,-1.441722222,30.39019444,3047,3047,520337,KIZIRAKOME ANGELS PS,PRIVATE,PRIMARY,NYAGATARE,KARANGAZI,KIZIRAKOME,KIZIRAKOME,OFF GRID,NONE,None,532,20,,ee3dffd7-cac9-49de-8bcd-7798b53f52eb,G_RWA_03047,-1.441722222,30.39019444,39.71,53.68,6.62
2.62771E+15,-2.21908,30.04919,3279,3279,570609,EP KIGUSA,GOVERNMENT_AIDED,PRIMARY,BUGESERA,MUSENYI,NYAGIHUNIKA,KIGUSA,ON GRID,NONE,None,843,12,,00ee4fa1-0dea-4abe-b026-32f6c196077a,G_RWA_03279,-2.21908,30.04919,31.48,56.48,12.04
2.62815E+15,-1.89903,30.08431,3364,3364,121023,BATSINDA VISION SCHOOL,GOVERNMENT_AIDED,PRIMARY,GASABO,KINYINYA,KAGUGU,NYAKABUNGO,ON GRID,NONE,None,1070,10,,49268f0c-1144-4911-a501-a69f30722024,G_RWA_03364,-1.89903,30.08431,27.02,66.5,6.48
2.62178E+15,-1.52536,29.57492,3549,3549,430502,GATARAGA,PUBLIC,PRIMARY,MUSANZE,GATARAGA,RUBINDI,GATARAGA,ON GRID,USB_MODEM,3G,657,15,,58144f9a-2f9d-4d41-aac5-e4cb57b224a7,G_RWA_03549,-1.52536,29.57492,40.32,52.57,7.11
2.62644E+15,-2.108722222,29.94769444,3780,3780,280514,Mugina Hope PRIMARY school,PRIVATE,PRIMARY,KAMONYI,MUGINA,MBATI,MBATI,ON GRID,WIMAX,3.5G,1374,20,,26223403-f966-47ed-8350-5313e7d4e249,G_RWA_03780,-2.108722222,29.94769444,29.21,61.51,9.28
2.62264E+15,-2.610611111,29.64333333,161,161,240307,Gs Karama,GOVERNMENT_AIDED,12YBE,HUYE,KARAMA,GAHORORO,UMUYANGE,ON GRID,FOUR_G,4G,2985,48,105,1ae8e044-7658-4342-bced-2dd3a09985ed,G_RWA_00161,-2.610611111,29.64333333,29.35,60.87,9.78
2.62493E+15,-2.38875,29.82669,172,172,210803,GS KARAMA,GOVERNMENT_AIDED,12YBE,NYANZA,NTYAZO,CYOTAMAKARA,KANKIMA,ON GRID,NONE,None,187,20,248,467a75fd-081f-497f-b9b0-235f37703fd6,G_RWA_00172,-2.38875,29.82669,34.36,55.38,10.26
2.61543E+15,-2.41675,29.06680556,335,335,230602,GS NYANZA,PUBLIC,12YBE,NYAMASHEKE,BUSHEKERI,NYARUSANGE,NYARUSANGE,ON GRID,USB_MODEM,3G,414,20,235,94143ec8-9f0b-40e2-86ab-d82681484ca5,G_RWA_00335,-2.41675,29.06680556,32.69,57.69,9.62
2.62594E+15,-1.79564,29.90739,413,413,421306,GS RUGANDA,PUBLIC,12YBE,GAKENKE,MUHONDO,RUGANDA,RUGANDA,ON GRID,WIMAX,3.5G,1575,32,257,9c187ab1-b709-4d3f-95ed-f0db2ba698ba,G_RWA_00413,-1.79564,29.90739,36.36,56.13,7.51
2.63033E+15,-1.5375,30.25780556,651,651,521111,EM MURAMA,PUBLIC,"""PRE_PRIMARY,PRIMARY""",GATSIBO,NGARAMA,NYARUBUNGO,MURAMA,ON GRID,USB_MODEM,3G,69,2,115,969b7ba8-1137-408f-89aa-2a3472840131,G_RWA_00651,-1.5375,30.25780556,37.21,57.36,5.43
2.62858E+15,-1.981472222,30.11813889,675,675,120125,EP ST JOSEPH,PUBLIC,"""PRE_PRIMARY,PRIMARY""",KICUKIRO,NIBOYE,GATARE,RUGUNGA,ON GRID,USB_MODEM,3G,104,3,149,71045fdf-a757-4190-bc19-c4a8c97989b2,G_RWA_00675,-1.981472222,30.11813889,22.01,69.66,8.33
2.62824E+15,-1.981166667,30.09147222,682,682,111009,EM MURAMBI,PUBLIC,"""PRE_PRIMARY,PRIMARY""",KICUKIRO,GATENGA,KARAMBO,IHURIRO,ON GRID,USB_MODEM,3G,126,6,102,01adf74a-c1a2-47dc-b799-765af992d46b,G_RWA_00682,-1.981166667,30.09147222,23.56,68.8,7.64
2.62957E+15,-1.713138889,30.19730556,731,731,331218,EM INDATWA,PUBLIC,"""PRE_PRIMARY,PRIMARY""",GICUMBI,MUKO,KIGOMA,RYARWOGA,ON GRID,USB_MODEM,3G,300,15,116,6ce1a018-f440-461d-b781-20714524f383,G_RWA_00731,-1.713138889,30.19730556,40.16,55.91,3.94
2.62827E+15,-2.148694444,30.0935,814,814,521403,EP ST THERESE,PUBLIC,"""PRE_PRIMARY,PRIMARY""",BUGESERA,NYAMATA,NYAMATA VILLE,NYAMATA I,ON GRID,USB_MODEM,3G,900,19,100,a21fa72c-84cd-4bba-bb42-9b823112b24c,G_RWA_00814,-2.148694444,30.0935,27.18,64.48,8.33
2.62337E+15,-2.3735,29.70183333,1230,1230,430209,EP RUNGA,PUBLIC,PRIMARY,NYANZA,RWABICUMA,RUNGA,MURAMBI,ON GRID,USB_MODEM,3G,304,10,212,bc9107a7-6747-4d01-9b51-ad10e88cb09b,G_RWA_01230,-2.3735,29.70183333,35.19,54.94,9.88
2.62277E+15,-2.10508,29.65439,1395,1395,270907,EP NYANZA,GOVERNMENT_AIDED,PRIMARY,MUHANGA,NYARUSANGE,NGARU,KIBIRIZI,ON GRID,USB_MODEM,3G,959,20,50,24f001ad-f286-493a-876d-eb17f216bef9,G_RWA_01395,-2.10508,29.65439,25.55,59.12,15.33
2.62035E+15,-1.891555556,29.46058333,2146,2146,321306,GSMUNGOTI,PUBLIC,12YBE,RUTSIRO,RUSEBEYA,REMERA,KIYANJA,OFF GRID,NONE,None,564,16,,74d59031-65da-4fba-bcca-6ce1e3d15856,G_RWA_02146,-1.891555556,29.46058333,32.14,51.79,16.07
2.62609E+15,-1.823194444,29.91888889,2288,2288,411501,GITANDA,GOVERNMENT_AIDED,12YBE,RULINDO,RUSIGA,TABA,KARAMBI,ON GRID,USB_MODEM,3G,234,20,,27a269dd-ba5a-408c-9b09-01db799ef203,G_RWA_02288,-1.823194444,29.91888889,35.63,57.47,6.9
2.63244E+15,-1.59806,30.42722,2420,2420,530411,Nyabikiri,PUBLIC,12YBE,GATSIBO,KABARORE,NYABIKIRI,NYABIKIRI,ON GRID,WIMAX,3.5G,1358,29,,b62d5c0f-af54-4c87-83ca-d583da2e89dd,G_RWA_02420,-1.59806,30.42722,40.96,48.19,10.84
2.61946E+15,-1.9673888,29.3896111,2449,2449,320203,CONGO NIL,GOVERNMENT_AIDED,12YBE,RUTSIRO,GIHANGO,CONGO-NIL,NDUBA,OFF GRID,WIMAX,3.5G,3107,61,,ce264646-4b1c-481e-b980-5f247f19cb34,G_RWA_02449,-1.9673888,29.3896111,29.07,59.88,11.05
2.62339E+15,-1.510861111,29.70361111,2467,2467,430312,GS SHASHI,GOVERNMENT_AIDED,12YBE,MUSANZE,GACACA,GASAKUZA,KARUSHENYI,ON GRID,NONE,None,1669,21,,652bc4b7-2603-402d-a198-c1aa852da6ad,G_RWA_02467,-1.510861111,29.70361111,34.31,57.35,8.33
2.61617E+15,-2.40486,29.12614,2611,2611,371322,EP GASEBEYA,GOVERNMENT_AIDED,PRIMARY,NYAMASHEKE,RANGIRO,JURWE,GASEBEYA,ON GRID,FOUR_G,4G,855,19,,252671f3-5379-4c67-9fd4-8f48f31832c1,G_RWA_02611,-2.40486,29.12614,29.9,59.79,10.31
2.63224E+15,-1.72828,30.41078,2666,2666,530711,Murambi II PS,GOVERNMENT_AIDED,PRIMARY,GATSIBO,KIZIGURO,NDATEMWA,BIDUDU,ON GRID,NONE,None,201,15,,d7808c7f-fa33-4ca0-8693-40d499cccab4,G_RWA_02666,-1.72828,30.41078,33.76,56.05,10.19
2.62393E+15,-1.42064,29.7463055,2688,2688,441302,BURERA,GOVERNMENT_AIDED,PRIMARY,BURERA,RUGARAMA,RUREMBO,RWINKUBA,OFF GRID,NONE,None,241,20,,cfc81921-dcd5-42f8-8014-bcd425b13554,G_RWA_02688,-1.42064,29.7463055,34.94,53.01,12.05
2.62704E+15,-1.971277778,29.99505556,850,850,341011,GS RUYENZI,PUBLIC,12YBE,KAMONYI,RUNDA,RUYENZI,RUGAZI,ON GRID,USB_MODEM,3G,262,17,261,6f7fef11-4e30-4f53-8410-04d365bf9734,G_RWA_00850,-1.971277778,29.99505556,28.33,65.45,6.23
2.62629E+15,-1.66625,29.93511111,990,990,410703,EP KIGALI,PUBLIC,PRIMARY,RULINDO,KINIHIRA,MAREMBO,CYOGO,ON GRID,NONE,None,498,20,297,69bacc3d-553d-4b5c-b7ca-5bbf49be73fd,G_RWA_00990,-1.66625,29.93511111,32.3,61.06,6.64
2.63096E+15,-1.199333333,30.30825,1492,1492,530421,GS RWEMPASHA,PUBLIC,12 YBE,NYAGATARE,RWEMPASHA,RWEMPASHA,RWAHI,ON GRID,USB_MODEM,3G,1048,24,154,f5baa09c-4692-4055-8f39-d58fd4778310,G_RWA_01492,-1.199333333,30.30825,26.47,64.71,8.82
2.63067E+15,-1.758833333,30.28536111,1965,1965,530815,LYCEE SAINT ALEXANDRE SAULI DE MUHURA,GOVERNMENT_AIDED,TVET,GATSIBO,MUHURA,TABA,KANYINYA,ON GRID,FOUR_G,4G,1787,39,,eee98788-e2e5-495a-9202-12bcc37d6435,G_RWA_01965,-1.758833333,30.28536111,30.68,60.23,9.09
2.62201E+15,-2.3401388,29.5933611,1605,1605,210909,GS RUKAMIRA,GOVERNMENT_AIDED,12YBE,NYANZA,NYAGISOZI,KABUGA,UWAGISOZI,ON GRID,USB_MODEM,3G,1501,26,134,fc6290b4-6f3c-4a84-a26f-653aa6cf9002,G_RWA_01605,-2.3401388,29.5933611,31.25,57.29,11.46
2.61833E+15,-1.7771944,29.2993888,1650,1650,320405,EP MWUFE,PUBLIC,PRIMARY,RUTSIRO,KIVUMU,KABERE,CYATO,ON GRID,NONE,None,512,15,151,523790fa-c026-415e-adaa-7bff3f211eb3,G_RWA_01650,-1.7771944,29.2993888,35.54,53.61,10.84
2.61777E+15,-1.6714722,29.25425,1818,1818,330433,GS UMUBANO II,PUBLIC,12YBE,RUBAVU,GISENYI,MBUGANGARI,UBUREZI,ON GRID,NONE,None,1501,18,,52d3b968-500e-4b00-8bcb-25f94e5f3193,G_RWA_01818,-1.6714722,29.25425,32.05,61.54,6.41
2.61957E+15,-2.22306,29.39811,2126,2126,311314,GS NYARUTAGARA,GOVERNMENT_AIDED,12YBE,KARONGI,TWUMBA,KAVUMU,NYARUTAGARA,OFF GRID,NONE,None,532,20,,a445d104-b8f0-4f64-b40a-5a3e688fdbb6,G_RWA_02126,-2.22306,29.39811,26.19,52.38,21.43
2.61512E+15,-2.70528,29.04214,2143,2143,360113,GS KIBANGIRA,GOVERNMENT_AIDED,12YBE,RUSIZI,BUGARAMA,RYANKANA,GIHIGANO,ON GRID,NONE,None,549,17,,728f3569-f9c9-4337-af27-837395962299,G_RWA_02143,-2.70528,29.04214,42.42,45.45,12.12
2.63047E+15,-1.58667,30.26944,2306,2306,530212,NYABIHEKE/NYABICWAMBA P/S,PUBLIC,12YBE,GATSIBO,GATSIBO,NYABICWAMBA,KIGARAMA,ON GRID,USB_MODEM,3G,504,20,,1662a232-d4c6-4deb-86fc-ae0d2f533df8,G_RWA_02306,-1.58667,30.26944,35.86,59.31,4.83
2.62825E+15,-1.63667,30.09167,2330,2330,450603,G S MUHONDO,PUBLIC,12YBE,GICUMBI,KAGEYO,MUHONDO,KAMANYUNDO,ON GRID,USB_MODEM,3G,769,18,,9c671ca7-29a1-4d52-bb23-6c039b3674ff,G_RWA_02330,-1.63667,30.09167,37.02,56.25,6.73
2.62822E+15,-1.61911,30.08989,2554,2554,450612,SOS KINDERGARTEN BYUMBA,PRIVATE,"""PRE_PRIMARY,PRIMARY""",GICUMBI,KAGEYO,NYAMIYAGA,GATARE,ON GRID,USB_MODEM,3G,547,17,,7d6e474a-f75a-4fd5-84d5-73e7d47e78ce,G_RWA_02554,-1.61911,30.08989,34.16,59.26,6.58
