tile_bigint,clean_lat,clean_lon,uuid,country,source,giga_school_id,source_school_id,name,education_level,lat,lon,hex8,dq_score,source_timestamp,master_timestamp,school_archive,electricity_availability,connectivity_availability,num_students,num_teachers,num_computers,computer_lab,percent_2g,percent_3g,percent_4g
2.09E+15,8.324244,-12.8179,01a7a423-55ce-3a77-98aa-ce8c4e0ce511,Sierra Leone,government,G_SL_008041,331201214,"""HUNTINGDOM PRIMARY SCHOOL  (MASANKA SECTION, MOGBOMOH TOWN (8.324683 ; -12.81756)""",Primary,8.324244,-12.8179,8854cdc2ebfffff,0.94,2020,17:40.1,No,No,No,115,4,,No,11.72,74.22,14.06
2.10E+15,7.154176,-11.75298,d68d5865-b277-3332-88f4-c330c33a0b40,Sierra Leone,government,G_SL_008336,340402101,"""SLC PRE SCHOOL  (SLC PRE SCHOOL SECTION, MANO GBONJEIMA TOWN (7.154095 ; -11.75295)""",Primary,7.154176,-11.75298,8875b22011fffff,1,2020,17:40.1,No,No,No,65,4,,No,11.54,73.85,14.62
2.09E+15,8.345478,-13.03822,df1afe0f-7e4b-39cd-b812-92357c6a635b,Sierra Leone,government,G_SL_008488,410101115,JAMES INTERNATIONAL PRESCHOOL,Primary,8.345478,-13.03822,8854cc36d1fffff,1,2020,17:40.1,No,No,No,30,2,,No,11.81,72.44,15.75
2.09E+15,8.307546,-13.07216,f454e983-8593-37e8-870d-e4efc9dfddf7,Sierra Leone,government,G_SL_008726,410306207,"""DEBRUSAL PRIMARY SCHOOL  (BENGUEMA SECTION, BENGUEMA TOWN (8.30747 ; -13.07212)""",Primary,8.307546,-13.07216,8854cc34ddfffff,1,2020,17:40.1,No,Yes,No,283,8,,No,11.81,72.44,15.75
2.09E+15,8.483487,-13.23356,4c9a9b8e-2e71-3bf0-a44b-2f232b7988dc,Sierra Leone,government,G_SL_009402,420103221,"""TOWER HILL MUNICIPAL JUNIOR PRIMARY SCHOOL  (TOWER HILL SECTION, TOWER HILL TOWN (8.483582 ; -13.23362)""",Primary,8.483487,-13.23356,8854cca9b5fffff,1,2020,17:40.1,No,No,No,592,13,,No,11.02,74.02,14.96
2.09E+15,8.422634,-13.16051,a3ef43df-616d-3248-baea-71dc19f32da0,Sierra Leone,government,G_SL_009800,420520323,"""FAITH IN ACTION INTERNATIONAL JUNIOR SECONDARY SCHOOL  (KOLA TREE, ALLEN TOWN  SECTION, ALLEN TOWN TOWN (8.421827 ; -13.16049)""",Secondary,8.422634,-13.16051,8854cc328bfffff,1,2020,17:40.1,No,Yes,No,42,3,,No,10.94,74.22,14.84
2.09E+15,8.472411,-13.19455,c81e1a4b-ccf9-357e-920a-8717bc53474a,Sierra Leone,government,G_SL_010090,420520208,"""PED ROYAL INT. ACADEMY NUSERY & PRIMARY SCH  (KISSY SECTION, KISSY TOWN (8.471127 ; -13.19538)""",Primary,8.472411,-13.19455,8854cc3247fffff,1,2020,17:40.1,No,Yes,No,116,6,,No,10.94,74.22,14.84
2.09E+15,8.429093,-13.16439,e403f7c4-0cef-31b7-ae23-0b9fbb8c785f,Sierra Leone,government,G_SL_010243,420515217,"""STAR PRIMARY SCHOOL  (MAYENKINEH SECTION, CALABA TOWN TOWN (8.429026 ; -13.1644)""",Primary,8.429093,-13.16439,8854cc3289fffff,1,2020,17:40.1,No,Yes,No,38,3,,No,10.94,74.22,14.84
2.09E+15,8.483482,-13.25344,def42285-4dd8-3e5f-8afa-25ada015477c,Sierra Leone,government,G_SL_010422,420602103,"""STANDARD PREPARATORY SCHOOL  (CONGO TOWN SECTION, CONGO TOWN TOWN (8.483455 ; -13.25342)""",Primary,8.483482,-13.25344,8854cc0693fffff,1,2020,17:40.1,No,Yes,No,414,8,,No,11.02,74.02,14.96
2.10E+15,8.888544,-12.03089,5b62d6c0-d396-307b-bf66-68fadf87625d,Sierra Leone,government,G_SL_000168,,YOUNKA ISLAMIC SENIOR SECONDARY SCHOOL MAKENI,Secondary,8.888544,-12.03089,8854eba56dfffff,0.67,2020,17:40.1,No,No,No,73,7,,No,11.72,73.44,14.84
2.11E+15,9.936476,-11.23749,c7877113-8140-3af1-b8bb-3ba43027d351,Sierra Leone,government,G_SL_000198,,MISSIONARY CHURCH OF AFRICA (M C A )PRIMARY SCHOOL KOINKUDAY,Primary,9.936476,-11.23749,8854ed76b5fffff,0.67,2020,17:40.1,No,No,No,81,2,,No,12.1,73.39,14.52
2.09E+15,8.464674,-13.19289,3afbca84-06fb-3f51-8771-2b93a02d7c70,Sierra Leone,government,G_SL_000477,,QUEEN ELIZABETH HIGH SCHOOL,Secondary,8.464674,-13.19289,8854cc3201fffff,0.67,2020,17:40.1,No,Yes,Yes,48,6,30,Yes,10.94,74.22,14.84
2.12E+15,8.224398,-10.81724,f3db1bd3-d0ab-38fd-98de-20ff4421649c,Sierra Leone,government,G_SL_000735,110701212,"""ANSARUL ISLAMIC PRIMARY SCHOOL  (NGOLAMA SECTION, MADINA TOWN (8.224311 ; -10.81713)""",Primary,8.224398,-10.81724,8875b09a19fffff,1,2020,17:40.1,No,No,No,228,5,,No,11.45,74.05,14.5
2.11E+15,7.880745,-11.18402,abfc81d7-8842-31c5-ad14-b2448a1e55ef,Sierra Leone,government,G_SL_001391,129101226,"""KEMDEC PRIMARY SCHOOL AM)  (GBO KAKAJAMA SECTION, MOIWO STREET TOWN (7.88062 ; -11.18407)""",Primary,7.880745,-11.18402,8875b0560dfffff,1,2020,17:40.1,No,No,No,684,24,,No,11.54,73.85,14.62
2.11E+15,7.855447,-11.1825,9aab1cae-d51f-3925-a9c6-1fb7a5f2b476,Sierra Leone,government,G_SL_001413,129102305,"""LUKE'S COMMERCIAL SECONDARY JSS  (KPETEMA SECTION, KPETEMA TOWN (7.855712 ; -11.18347)""",Secondary,7.855447,-11.1825,8875b0563bfffff,0.94,2020,17:40.1,No,No,No,1653,31,,No,11.63,73.64,14.73
2.11E+15,8.309604,-11.14742,93e990fc-7380-3ba1-b362-17305fb5da36,Sierra Leone,government,G_SL_001618,120803201,"""ROMAN CATHOLIC PRIMARY  SCHOOL  (BONYA SECTION, BAOMA KPATAMA TOWN (8.309581 ; -11.1474)""",Primary,8.309604,-11.14742,8875b6a6d5fffff,1,2020,17:40.1,No,No,No,131,4,,No,11.02,74.02,14.96
2.11E+15,7.918148,-11.15735,e139e502-8f27-34e8-8605-6a0d861b1a86,Sierra Leone,government,G_SL_001755,121202211,"""ROMAN CATHOLIC PRIMARY TISSOR NEW TOWN  (GBOLAMBAYAMA SECTION, TISSOR NEW TOWN TOWN (7.918056 ; -11.15727)""",Primary,7.918148,-11.15735,8875b0cc81fffff,1,2020,17:40.1,No,No,No,204,9,,No,11.45,74.05,14.5
2.11E+15,7.636027,-11.20175,0c86a9f8-26bc-3f54-9cea-af42b1b147ac,Sierra Leone,government,G_SL_001864,121502216,"""AL-QUDUS ISLAMIC PRIMARY SCHOOL  (GIEWOMA SECTION, MADINA TOWN (7.633783 ; -11.20448)""",Primary,7.636027,-11.20175,8875b07145fffff,1,2020,17:40.1,No,No,No,120,3,,No,11.72,73.44,14.84
2.11E+15,8.655303,-10.97799,56c1e37a-1d84-3dfb-b315-566d6b0f6c71,Sierra Leone,government,G_SL_002067,139103311,"""SANT PATRICK BOYS JUNIOR SECONDARY SCHOOL  (MOINDEKOR SECTION, KOIDU CITY TOWN (8.654052 ; -10.97603)""",Secondary,8.655303,-10.97799,8875b44605fffff,1,2020,17:40.1,No,No,No,354,12,,No,11.9,73.81,14.29
2.11E+15,8.59781,-11.15221,7290d64e-1613-3a53-8583-49a61b6f0c18,Sierra Leone,government,G_SL_002218,130904215,"""ALADURA KOMAO  (GBOGBOAWAFEH SECTION, KOMAO TOWN (8.597991 ; -11.15192)""",Primary,8.59781,-11.15221,8875b44f19fffff,1,2020,17:40.1,No,No,No,665,7,,No,11.9,73.81,14.29
2.11E+15,8.63438,-10.98178,2f87e49f-486a-3564-99f2-503828072ed5,Sierra Leone,government,G_SL_002637,131301241,"""SHALOM  (WOAFEH SECTION SECTION, BAKUNDU TOWN (8.634468 ; -10.98186)""",Primary,8.63438,-10.98178,8875b44637fffff,1,2020,17:40.1,No,No,No,85,5,,No,11.9,73.81,14.29
2.09E+15,9.113563,-12.92337,ef1764e3-b5cd-3614-b25c-eba68312e7db,Sierra Leone,government,G_SL_002838,220304201,"""ROMAN CATHOLIC POLICE BARRACKS SENIOR KAMBAI 2  (KAMBIA SECTION, KAMBAI 2 TOWN (9.113463 ; -12.92353)""",Primary,9.113563,-12.92337,8854ea2431fffff,1,2020,17:40.1,No,No,No,600,9,,No,10.94,74.22,14.84
2.09E+15,8.956567,-13.13305,ab089c09-3320-329e-a89d-2b779917e7aa,Sierra Leone,government,G_SL_003016,220604202,"""ROMAN CATHOLIC  PRIMARY SCHOOL  (KAMPUDEE SECTION, KAMPUDEE TOWN (8.95674 ; -13.13299)""",Primary,8.956567,-13.13305,8854cc955dfffff,1,2020,17:40.1,No,No,No,240,4,,No,10.94,74.22,14.84
2.09E+15,8.634441,-13.21912,3f6be916-dd75-3031-b0df-5a9ce216cd5b,Sierra Leone,government,G_SL_003675,240404133,"""PHILADELPHIA INTERNATIONAL PRE-SCHOOL  (FORONKOYA SECTION, BENKEH TOWN (8.634338 ; -13.21906)""",Primary,8.634441,-13.21912,8854cc16d3fffff,1,2020,17:40.1,No,No,No,15,2,,No,11.02,74.02,14.96
2.09E+15,8.445032,-12.87599,6a870d34-dc4f-3006-8bd1-d83ed31efadd,Sierra Leone,government,G_SL_003858,240301101,"""DIVERSITY INTERNATIONAL NURSERY SCHOOL  (MADOMA SECTION SECTION, MAMAMAH TOWN (8.444974 ; -12.87595)""",Primary,8.445032,-12.87599,8854cdd155fffff,0.67,2020,17:40.1,No,No,No,184,6,1,Yes,11.81,72.44,15.75
2.09E+15,8.695099,-12.85152,b1306d99-a039-3ea7-a6c2-7d67cdef1818,Sierra Leone,government,G_SL_004039,240705327,"""AMF JUNIOR SECONDARY  (THONKARA SECTION, MASINEH TOWN (8.695115 ; -12.85166)""",Secondary,8.695099,-12.85152,8854ccb653fffff,1,2020,17:40.1,No,No,No,150,10,,No,10.94,74.22,14.84
2.09E+15,8.596609,-12.76463,c0dd28bb-d3f6-3403-8ca3-fdb6e568c1ff,Sierra Leone,government,G_SL_004160,240801207,"""MADONA COMMUNITY PRIMARY SCHOOL  (PAITFU MADINA SECTION SECTION, PAITFU MADINA TOWN (8.59644 ; -12.76469)""",Primary,8.596609,-12.76463,8854eb6a3bfffff,1,2020,17:40.1,No,No,No,85,3,,No,11.9,73.02,15.08
2.09E+15,8.487332,-12.53538,4cd9b1a1-36fe-3052-b1eb-e1b3d1844f2d,Sierra Leone,government,G_SL_004244,240902201,"""ROMAN CATHOLIC PRIMARY SCHOOL  (BIKIE SECTION, KONTA KUMA TOWN (8.487297 ; -12.53552)""",Primary,8.487332,-12.53538,8854eb64abfffff,1,2020,17:40.1,No,No,No,300,6,,No,11.63,73.64,14.73
2.10E+15,9.109029,-12.20172,1f63b354-94ec-3052-9d0d-176b77dc00fc,Sierra Leone,government,G_SL_004481,210402303,"""GBENDEMBU BAPTIST  JUNIOR  SECONDARY  SCHOOL.  (GBENDEMBU SECTION, GBENDEMBU TOWN (9.108946 ; -12.20179)""",Secondary,9.109029,-12.20172,8854eb8e91fffff,1,2020,17:40.1,No,Yes,No,417,14,,No,12,72.8,15.2
2.10E+15,9.381324,-11.95788,663dc0cf-a29e-33e5-a1f8-f9fa9da9616c,Sierra Leone,government,G_SL_004526,210601244,"""COMMUNITY PRIMARY SCHOOL  (KAWUKULU SECTION, KAWOROKOSONA TOWN (9.381243 ; -11.95806)""",Primary,9.381324,-11.95788,8854e9584dfffff,1,2020,17:40.1,No,No,No,73,2,,No,12,73.6,14.4
2.10E+15,8.879803,-12.03098,5c4b13a4-059f-3cf2-be51-a0aa32ce48c6,Sierra Leone,government,G_SL_004645,219103254,"""COLIGM PREPARATORY PRIMARY SCHOOL  (MOYAMBA SECTION, TEKO ROAD MAKENI TOWN (8.879786 ; -12.03111)""",Primary,8.879803,-12.03098,8854eba565fffff,1,2020,17:40.1,No,No,No,120,5,,No,11.72,73.44,14.84
2.12E+15,9.164027,-10.88065,858396d8-d99e-3b8f-9df0-edd1b8f2df93,Sierra Leone,government,G_SL_005025,230602211,"""MISSIONARY  CHURCH   OF  AFRICA    PRIMARY  SCHOOL  , MARLIYA  (NEYA 2 SECTION, MARLIYA TOWN (9.164047 ; -10.88078)""",Primary,9.164027,-10.88065,8875b4d33bfffff,1,2020,17:40.1,No,No,No,127,2,,No,12,73.6,14.4
2.11E+15,9.755995,-11.03823,55f5ce3d-f36b-3661-9a93-0ee5c19a83ec,Sierra Leone,government,G_SL_005084,230901208,"""DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL  (KAMBAIA SECTION, KALIA TOWN (9.756717 ; -11.03788)""",Primary,9.755995,-11.03823,8854ed2cc3fffff,1,2020,17:40.1,No,No,No,160,4,,No,11.9,73.81,14.29
2.10E+15,9.696731,-11.87627,c7864b6a-824a-3609-911f-8f7c81ad923e,Sierra Leone,government,G_SL_005179,230402231,"""CHRIST STANDARD PRIMARY  SCHOOL  KANATORTOR  (KARASSA SECTION, KANATORTOR TOWN (9.606332 ; -11.96435)""",Primary,9.696731,-11.87627,8854e8ad95fffff,1,2020,17:40.1,No,No,No,75,2,,No,11.29,75,13.71
2.10E+15,8.690681,-11.8721,7f2abc11-a85a-330a-8f0e-559d5b093e11,Sierra Leone,government,G_SL_005566,250503202,"""SEVENTH DAY ADVENTIST PRIMARY SCHOOL  (MAKUMP SECTION, MABEREH NOKOH TOWN (8.690596 ; -11.87216)""",Primary,8.690681,-11.8721,8875b6c223fffff,0.94,2020,17:40.1,No,No,No,122,7,,No,11.72,73.44,14.84
2.11E+15,9.041645,-11.58999,a4dcfa75-936d-3791-b09e-3928f17d07b9,Sierra Leone,government,G_SL_005863,250901202,"""MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL  (DAYIE SECTION, KULIFAGA TOWN (9.041716 ; -11.59013)""",Primary,9.041645,-11.58999,8854e97545fffff,1,2020,17:40.1,No,No,No,290,4,,No,11.81,73.23,14.96
2.11E+15,8.991099,-11.63817,834090cc-5563-3c6f-bbde-b7db9fa8cbff,Sierra Leone,government,G_SL_005878,250901207,"""ROMAN CATHOLIC PRIMARY SCHOOL NUNKIROH  (DAYIE SECTION, NUNKIKOROH TOWN (8.991071 ; -11.63811)""",Primary,8.991099,-11.63817,8854e962edfffff,1,2020,17:40.1,No,No,No,307,7,,No,11.72,73.44,14.84
2.11E+15,9.034944,-11.5532,1e142d5e-038b-358a-9061-4dff0883e4bc,Sierra Leone,government,G_SL_005880,250902208,"""ROMAN CATHOLIC PRIMARY SCHOOL-HEREMAKONO  (DAYIE SECTION, HEREMAKONO TOWN (9.035016 ; -11.55313)""",Primary,9.034944,-11.5532,8854e97465fffff,0.94,2020,17:40.1,No,No,No,97,2,,No,11.72,73.44,14.84
2.10E+15,8.645241,-11.76039,dfba69aa-e095-3e11-ba74-c404e64b7f94,Sierra Leone,government,G_SL_005904,251002206,"""COMMUNITY PRIMARY SCHOOL MATHELEH BANA  (MAKRUGBEH SECTION, MATHELE BANA TOWN (8.64477 ; -11.76136)""",Primary,8.645241,-11.76039,8875b6d597fffff,1,2020,17:40.1,No,Yes,No,315,2,,No,11.9,73.02,15.08
2.11E+15,7.953233,-11.54713,0f297758-ab0b-33ac-8413-ff31c64f1467,Sierra Leone,government,G_SL_006305,310401209,"""ROMAN CATHOLIC PRIMARY SCHOOL  (BAMBAWO SECTION, KWELLU TOWN (7.953154 ; -11.54717)""",Primary,7.953233,-11.54713,8875b62c5dfffff,1,2020,17:40.1,No,No,No,171,3,,No,11.45,74.05,14.5
2.10E+15,7.95676,-11.74695,461a47bd-0175-3e12-b169-02dde275a8c9,Sierra Leone,government,G_SL_006570,319102407,"""UNITED MOTHIODIST SECONDARY SCHOOL  (NJAGBOIMA SECTION, NJAGBOIMA TOWN (7.956843 ; -11.74692)""",Secondary,7.95676,-11.74695,8875b666bbfffff,1,2020,17:40.1,No,Yes,No,650,23,8,Yes,10.85,74.42,14.73
2.11E+15,7.749635,-11.72427,31af2f3a-850a-39df-8d66-1779419b1500,Sierra Leone,government,G_SL_006588,310702204,"""ANSARUL ISLAMIC PRIMARY SCHOOL  (LOWER BAIMBA SECTION, BUMA TOWN (7.749686 ; -11.72421)""",Primary,7.749635,-11.72427,8875b28011fffff,1,2020,17:40.1,No,No,No,237,11,,No,11.28,74.44,14.29
2.10E+15,7.959874,-11.75069,b39b0faf-2ab9-3bd9-8d81-f21d24121033,Sierra Leone,government,G_SL_006841,319102111,"""SIERRA LEONE MUSLIM BROTHERHOOD  PRE-SCHOOL  , BO  (NIKIBU SECTION SECTION, NIKIBU TOWN (7.959702 ; -11.75096)""",Primary,7.959874,-11.75069,8875b666b9fffff,1,2020,17:40.1,No,No,No,71,4,,No,10.85,74.42,14.73
2.10E+15,7.936425,-11.76608,61953ddd-cea8-3c61-83cd-dfa6975a8432,Sierra Leone,government,G_SL_007094,311301105,"""SOS  CHILDREN'S  VILLAGE  KINDERGARTEN  (TINKOKON SECTION, TORWAMA TOWN (7.936545 ; -11.76617)""",Primary,7.936425,-11.76608,8875b664d5fffff,1,2020,17:40.1,No,Yes,No,191,8,,No,10.85,74.42,14.73
2.10E+15,7.414042,-12.01021,e1af2ac8-2524-3b6a-90ba-50b6f24e0cd0,Sierra Leone,government,G_SL_007208,320202206,"""ROMAN CATHOLIC  PRIMARY  SCHOOL  (TORMA SECTION, TORMA BUM TOWN (7.41432 ; -12.01027)""",Primary,7.414042,-12.01021,8875b20ad1fffff,1,2020,17:40.1,No,No,No,318,6,,No,12.12,73.48,14.39
2.10E+15,7.668002,-12.06453,4bebfb17-f96c-3e7e-bfca-c6efc1e76d48,Sierra Leone,government,G_SL_007388,320601202,"""ROMAN CATHOLIC PRIMARY SCHOOL GBONGEH KEMOH  (GBONGE SECTION, GBONGEH TOWN (7.667945 ; -12.0646)""",Primary,7.668002,-12.06453,8875b2c509fffff,1,2020,17:40.1,No,No,No,357,9,,No,11.02,74.02,14.96
2.10E+15,8.02447,-12.49628,df3ccf24-c730-36aa-95ef-134ce35b387a,Sierra Leone,government,G_SL_007495,330101204,"""MOYAMBA DISTRICT EDUCATION COMMITEEE  SCHOOL  (MANI SECTION, JEREHUN TOWN (8.024508 ; -12.49642)""",Primary,8.02447,-12.49628,8854cd14d3fffff,1,2020,17:40.1,No,No,No,164,3,,No,11.72,74.22,14.06
2.10E+15,8.321442,-12.21696,024e83cc-61b9-3fa8-8fa2-4961210c4316,Sierra Leone,government,G_SL_007633,330401101,"""CHRIST  THE KING PRESCHOOL  (TO-DAMBALENGA SECTION, MOYAMBA JUNCTION TOWN (8.321403 ; -12.21683)""",Primary,8.321442,-12.21696,8875b64a35fffff,1,2020,17:40.1,No,No,No,165,4,,No,11.63,74.42,13.95
2.11E+15,7.354049,-11.72328,392e13fb-4bc3-3c46-adb2-e7bcbd87c0ad,Sierra Leone,government,G_SL_008247,340703213,"""SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY  (JAH SECTION, PUJEHUN TOWN TOWN (7.354053 ; -11.72317)""",Primary,7.354049,-11.72328,8875b2326dfffff,1,2020,17:40.1,No,No,No,186,10,,No,11.54,73.85,14.62
2.09E+15,8.399879,-13.11514,755396b1-5360-375b-9455-7f6c0202390f,Sierra Leone,government,G_SL_008567,410303101,"""BENEVOLENT ISLAMIC PRE-PRIMARY SCHOOL  (MOUNTAIN RURAL SECTION, ROGBANGBA TOWN (8.400038 ; -13.11516)""",Primary,8.399879,-13.11514,8854ccadb3fffff,1,2020,17:40.1,No,No,No,119,2,,No,11.72,72.66,15.63
2.09E+15,8.314014,-13.04522,b8dd120f-5714-378a-ba4e-4a8d9c9ef3f9,Sierra Leone,government,G_SL_008667,101,"""BANBURY INTERNATIONAL SCHOOL  (KOYA SECTION, MABUREH TOWN (8.313919 ; -13.0453)""",Primary,8.314014,-13.04522,8854cdcb69fffff,1,2020,17:40.1,No,No,No,50,1,,No,11.81,72.44,15.75
2.09E+15,8.328212,-13.07407,3abd131d-2d87-3b39-93cd-395df2df5211,Sierra Leone,government,G_SL_008669,410304401,"""BARRACK OBAMA COMMUNITY CHANGE SECONDARY SCHOOL  S.S.S.  (WATERLOO SECTION, WATERLOO TOWN (8.328161 ; -13.07384)""",Secondary,8.328212,-13.07407,8854cc36a3fffff,0.67,2020,17:40.1,No,No,No,273,11,,No,11.81,72.44,15.75
2.09E+15,8.337049,-13.06971,158413e6-47ea-3755-a015-996822038e13,Sierra Leone,government,G_SL_008687,410305216,"""BREAD OF LIFE MODEL PRIMARY SCHOOL  (WATERLOO SECTION, WATERLOO TOWN (8.336998 ; -13.06977)""",Primary,8.337049,-13.06971,8854cc3685fffff,1,2020,17:40.1,No,Yes,No,322,7,,No,11.81,72.44,15.75
2.09E+15,8.38215,-13.13396,ebea2e44-44c5-37c8-80bf-2053877dacbc,Sierra Leone,government,G_SL_008704,410302305,"""CHRIST STANDARD J.S.S.  (HASTINGS SECTION, HASTINGS TOWN (8.382171 ; -13.13384)""",Secondary,8.38215,-13.13396,8854cc370bfffff,1,2020,17:40.1,No,Yes,No,126,10,,No,11.63,72.87,15.5
2.09E+15,8.31986,-13.05289,357c0f07-8e60-3f5c-9c59-11f788554d58,Sierra Leone,government,G_SL_008728,420302343,"""DESTINY ISLAMIC PRIMARY SCHOOL.  (MABUREH SECTION, MABUREH TOWN (8.319826 ; -13.05294)""",Primary,8.31986,-13.05289,8854cc36bbfffff,1,2020,17:40.1,No,No,No,206,7,,No,11.81,72.44,15.75
2.09E+15,8.320901,-13.0794,10fb98c1-87e6-313c-ab28-09d632c021ec,Sierra Leone,government,G_SL_008962,420302280,"""NEW  WORLD PRIMARY  SCHOOL  (GRASS  FIELD SECTION, BENGUEMA TOWN (8.320836 ; -13.07944)""",Primary,8.320901,-13.0794,8854cc34c9fffff,0.94,2020,17:40.1,No,Yes,Yes,217,7,3,Yes,11.81,72.44,15.75
2.09E+15,8.488345,-13.22533,d67ee4c5-2be5-3c2b-9010-fc92572ef39e,Sierra Leone,government,G_SL_009531,420406202,"""HOLY TRINITY BOYS PRIMARY SCHOOL  (MAGAZINE SECTION, MAGAZINE TOWN (8.488161 ; -13.22531)""",Primary,8.488345,-13.22533,8854cca9b1fffff,0.67,2020,17:40.1,No,No,No,286,9,,No,11.02,74.02,14.96
2.09E+15,8.4891,-13.22048,b76dd195-5a9b-3109-8a93-af3d432f7f3d,Sierra Leone,government,G_SL_009551,420407126,"""ST. PHILIP'S MOTHERS UNION PRE-SCHOOL  (ST. PHILIP'S MOTHERS UNION PRE-SCHOOL SECTION, MAGAZINE TOWN (8.489001 ; -13.22053)""",Primary,8.4891,-13.22048,8854cca9b9fffff,0.94,2020,17:40.1,No,Yes,No,65,5,,No,11.02,74.02,14.96
2.09E+15,8.470283,-13.23815,926b0363-922d-3f81-a0d3-c8c00ffc2914,Sierra Leone,government,G_SL_009624,420502130,"""ATKINSON PRE-SCHOOL  (KOLA TREE SECTION, ALLEN TOWN TOWN (8.427038 ; -13.16292)""",Primary,8.470283,-13.23815,8854cc3343fffff,1,2020,17:40.1,No,No,No,14,5,,No,11.02,74.02,14.96
2.09E+15,8.338449,-13.06943,55b2fee9-88f9-3664-aa89-7541977c8770,Sierra Leone,government,G_SL_009740,420502244,"""DELE PREPARATORY  (LOWER ALLEN TOWN SECTION, ALLEN TOWN TOWN (8.419375 ; -13.15707)""",Primary,8.338449,-13.06943,8854cc3685fffff,1,2020,17:40.1,No,Yes,Yes,263,13,30,Yes,11.81,72.44,15.75
2.09E+15,8.459863,-13.1739,60349a57-55e5-3982-9ff7-a66eec083792,Sierra Leone,government,G_SL_009831,420520421,"""GENESIS SENIOR SECONDARY SCHOOL  (EAST 111 SECTION, WELLINGTON TOWN (8.459759 ; -13.1743)""",Secondary,8.459863,-13.1739,8854cc3219fffff,0.94,2020,17:40.1,No,Yes,No,30,8,,No,10.94,74.22,14.84
2.09E+15,8.45368,-13.17915,82a56e2d-31e9-34fa-9770-8f538b422fb7,Sierra Leone,government,G_SL_010157,420508106,"""SAINT MICHAEL'S PREPARATORY SCHOOL HILL TOP KUNTOLOH  (WELLINGTON SECTION, WELLINGTON TOWN (8.453523 ; -13.17933)""",Primary,8.45368,-13.17915,8854cc3211fffff,1,2020,17:40.1,No,No,No,72,3,,No,10.94,74.22,14.84
2.09E+15,8.473967,-13.19055,b9c50783-de48-346b-b82f-e1a1ea5fc2ec,Sierra Leone,government,G_SL_010341,420517301,"""ZADET PREPARATORY/INTERNATIONAL J.S.S  (SHELL SECTION, KISSY TOWN (8.474165 ; -13.19057)""",Secondary,8.473967,-13.19055,8854cc3247fffff,1,2020,17:40.1,No,Yes,No,113,6,30,Yes,10.94,74.22,14.84
2.09E+15,8.46726,-13.23804,fb54e449-125a-34a8-a13f-a1eb923adffc,Sierra Leone,government,G_SL_010576,420704209,"""NEW ENGLAND COMMUNITY PRIMARY SCHOOL  (PRIMARY SECTION, NEW ENGLAND VILLE TOWN (8.467155 ; -13.23791)""",Primary,8.46726,-13.23804,8854cc3355fffff,0.67,2020,17:40.1,No,Yes,No,233,7,,No,11.02,74.02,14.96
2.09E+15,8.459398,-13.26997,b6340fa9-1bde-30f0-a212-a3c48fef9085,Sierra Leone,government,G_SL_010633,420807101,"""AUNTY STAR PRE SCHOOL  (WESTERN AREA URBAN SECTION, LUMLEY TOWN (8.459522 ; -13.2704)""",Primary,8.459398,-13.26997,8854cc332dfffff,1,2020,17:40.1,No,Yes,No,56,4,,No,11.02,74.02,14.96
2.09E+15,8.492263,-13.26178,3e138296-27a3-3bfb-a30d-8fab3c6165d5,Sierra Leone,government,G_SL_010778,420808413,"""MURRAY TOWN MUNICIPAL PRE PRIMARY SCHOOL  (MURRAY TOWN SECTION, MURRAY TOWN TOWN (8.492328 ; -13.26161)""",Primary,8.492263,-13.26178,8854cc0691fffff,1,2020,17:40.1,No,Yes,No,80,5,,No,11.02,74.02,14.96
2.09E+15,8.435167,-13.16809,7d4fbb4b-833e-3eed-836c-ca39e78fd46b,Sierra Leone,government,G_SL_000457,420505119,"""KOYA COMMUNITY NURSERY SCHOOL  (EAST SECTION, WELLINGTON TOWN (8.436152 ; -13.17674)""",Primary,8.435167,-13.16809,8854cc32c7fffff,0.67,2020,17:40.1,No,No,No,58,2,,No,10.94,74.22,14.84
2.09E+15,8.431097,-13.15248,99f9637c-e1b3-33d8-9aad-58d2595fad01,Sierra Leone,government,G_SL_000460,,LOVE OF GOD INSTITUTE OF THEOLOGY BUSINESS MANAGEMENT,Secondary,8.431097,-13.15248,8854cc32ddfffff,0.67,2020,17:40.1,No,Yes,No,56,9,3,Yes,10.94,74.22,14.84
2.12E+15,8.276931,-10.39693,6814ace3-18ac-3645-a559-6ab5564e18b9,Sierra Leone,government,G_SL_000669,110403206,"""SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY  (BUMASSADOU SECTION, BAOMA KUKUMA TOWN (8.276957 ; -10.3969)""",Primary,8.276931,-10.39693,8875b5514dfffff,1,2020,17:40.1,No,No,No,134,3,,No,11.11,73.81,15.08
2.12E+15,8.16668,-10.84638,d25e6f0a-30f5-3fb2-ae2a-1063ca14a8e0,Sierra Leone,government,G_SL_000752,110701302,"""SAINT JOHN'S VOCATIONAL SECONDARY SCHOOL.  (PENAYAMA SECTION SECTION, BUNUMBU II TOWN (8.166638 ; -10.84634)""",Secondary,8.16668,-10.84638,8875b098c5fffff,0.67,2020,17:40.1,No,No,No,509,12,,No,11.54,73.85,14.62
