tile_bigint,clean_lat,clean_lon,uuid,country,source,giga_school_id,source_school_id,name,education_level,lat,lon,hex8,dq_score,source_timestamp,master_timestamp,school_archive,electricity_availability,connectivity_availability,num_students,num_teachers,num_computers,computer_lab,percent_2g,percent_3g,percent_4g
2.09E+15,8.972037,-12.91269,9ff31a81-67df-3629-bbcc-2dbc72e93c32,Sierra Leone,government,G_SL_000094,,KDC PRESCHOOL TAINTAFOR,Primary,8.972037,-12.91269,8854eb58cbfffff,0.67,2020,17:40.1,No,No,No,70,1,,No,11.02,74.02,14.96
2.12E+15,8.578695,-10.71954,68f65b94-2664-36b4-ab4c-ce3ce522fd9b,Sierra Leone,government,G_SL_000080,,K.D.E.C PRIMARY SCHOOL WAYIAH,Primary,8.578695,-10.71954,8875b40ea9fffff,0.67,2020,17:40.1,No,No,No,252,3,,No,10.94,74.22,14.84
2.11E+15,7.8626,-11.19196,98968d0a-3a93-36dd-84c0-52382a0f404c,Sierra Leone,government,G_SL_000033,129103102,"""ECHELON PROVIDENCE PRIVATE SCHOOL  (GBOKAKAJAMA SECTION, KENEMA TOWN (7.862557 ; -11.19178)""",Primary,7.8626,-11.19196,8875b0563dfffff,0.61,2020,17:40.1,No,Yes,No,52,2,,No,11.63,73.64,14.73
2.09E+15,9.079919,-12.79178,e20092d2-6df8-3dff-9f15-eca76afad64a,Sierra Leone,government,G_SL_000104,,MARON MUNU COMMUNITY PRIMARY SCHOOL,Primary,9.079919,-12.79178,8854eb5223fffff,0.67,2020,17:40.1,No,No,No,180,6,,No,11.02,74.02,14.96
2.11E+15,8.809905,-11.57226,6fcb9ee4-b825-3c6a-9d2c-c30bcd075e0d,Sierra Leone,government,G_SL_000240,,MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL ROBANG,Primary,8.809905,-11.57226,8875b69a0dfffff,0.67,2020,17:40.1,No,No,No,100,3,,No,12,73.6,14.4
2.11E+15,8.991123,-11.63813,dbb4008b-89e3-3a66-83b6-d84eec27476a,Sierra Leone,government,G_SL_000241,,SAINT JAMES CATHOLIC JUNIOR SECONDARY SCHOOL,Secondary,8.991123,-11.63813,8854e962edfffff,0.67,2020,17:40.1,No,No,No,60,7,,No,11.72,73.44,14.84
2.12E+15,8.097965,-10.6904,c2fb333e-6974-3fa5-8121-2403720d1c0e,Sierra Leone,government,G_SL_001004,111301102,"""KAILAHUN DISTRICT EDUCATION COMMITTEE PRE-SCHOOL  (NYAYAHUN SECTION, PENDEMBU TOWN (8.097809 ; -10.69039)""",Primary,8.097965,-10.6904,8875b08291fffff,0.94,2020,17:40.1,No,No,No,160,3,,No,11.11,73.81,15.08
2.11E+15,8.054656,-11.02295,3473e7e6-1b88-3607-82e5-000045234f1f,Sierra Leone,government,G_SL_001631,120802214,"""SIERRA LEONE CHURCH PRIMARY GAAHUN  (GBO SECTION, GAAHUN TOWN (8.054616 ; -11.02314)""",Primary,8.054656,-11.02295,8875b0c629fffff,1,2020,17:40.1,No,No,No,327,4,,No,11.36,74.24,14.39
2.11E+15,7.84986,-11.26404,fe29e586-7592-3832-a37d-c3fc841360e3,Sierra Leone,government,G_SL_001814,121403216,"""INTEGRATED COMMUNITY PRIMARY SCHOOL  (FALLAY SECTION, WANJAMA TOWN (7.849856 ; -11.26401)""",Primary,7.84986,-11.26404,8875b0554dfffff,1,2020,17:40.1,No,No,No,132,3,,No,11.45,74.05,14.5
2.11E+15,7.851962,-11.28874,b0a683c1-bb15-3db0-8fb7-1efc3a127daa,Sierra Leone,government,G_SL_001846,121403301,SMALL BO COMPREHENSIVE JSS,Secondary,7.851962,-11.28874,8875b050bbfffff,1,2020,17:40.1,No,No,No,123,12,,No,11.45,74.05,14.5
2.11E+15,8.659531,-10.9701,f2f265ed-4c09-38e3-9c37-0e16308a40c2,Sierra Leone,government,G_SL_002050,139103244,"""LUTHERAN MUNICIPAL COMMUNITY PRIMARY SCHOOL SINAH TOWN  (MOINDEKOR SECTION, KOIDU CITY TOWN (8.659543 ; -10.97017)""",Primary,8.659531,-10.9701,8875b44601fffff,0.94,2020,17:40.1,No,No,No,401,8,,No,11.9,73.81,14.29
2.11E+15,8.651181,-10.9526,88c48dd6-77c2-3c99-8cc2-e3bb55078afa,Sierra Leone,government,G_SL_002084,139103141,"""SUCCESS PRE SCHOOL KOEYOR  (MOIDEFEH SECTION, KOIDU CITY TOWN (8.651185 ; -10.95263)""",Primary,8.651181,-10.9526,8875b44619fffff,0.61,2020,17:40.1,No,No,No,118,3,,No,11.9,73.81,14.29
2.11E+15,8.654819,-10.98584,20ba9233-de4b-3e35-adb5-8d2b61314f0e,Sierra Leone,government,G_SL_002335,999999988,"""ROMAN CATHOLIC PRIMARY SCHO BENDU CONDEMA  (BAFINFEH SECTION, CONDAMA TOWN (8.630886 ; -11.20259)""",Primary,8.654819,-10.98584,8875b44629fffff,1,2020,17:40.1,No,No,No,100,6,,No,11.9,73.81,14.29
2.11E+15,8.792337,-11.21554,5e32b10d-8f10-323c-ac54-e5dd4d514b43,Sierra Leone,government,G_SL_002411,131105274,"""KONO DISTRICT EDUCATION COMMITTEE  (YAWANTADA SECTION SECTION, DEIDU TOWN (8.791006 ; -11.21495)""",Primary,8.792337,-11.21554,8875b45845fffff,1,2020,17:40.1,No,No,No,76,2,,No,11.9,73.02,15.08
2.12E+15,8.562954,-10.65229,bcc21480-62e8-3f0c-bd8a-56c3d56cd318,Sierra Leone,government,G_SL_002490,131201211,"""ROMAN CATHOLIC PRIMARY SCHOOL FOIDU MONGOR  (MONGOR SECTION, MONGOR TOWN (8.56289 ; -10.6524)""",Primary,8.562954,-10.65229,8875b405b3fffff,1,2020,17:40.1,No,No,No,158,4,,No,11.63,73.64,14.73
2.09E+15,8.952491,-12.96751,d5fa4079-0e61-31d7-803c-10fe1125f1da,Sierra Leone,government,G_SL_002777,220302301,"""GBONKOMARIA COMMUNITY JUNIOR SECONDARY SCHOOL  (KARGBULOR SECTION, GBONKOMARIA TOWN (8.952571 ; -12.96747)""",Secondary,8.952491,-12.96751,8854eb59d7fffff,1,2020,17:40.1,No,No,No,305,10,,No,11.02,74.02,14.96
2.09E+15,9.370109,-12.56706,fffb2205-b2a0-3284-b4b6-ba7b66f84816,Sierra Leone,government,G_SL_003064,220703203,"""OMAR MOKTAR PRIMARY SCHOOL  (KAMASASSA SECTION, KABASA II TOWN (9.369899 ; -12.56703)""",Primary,9.370109,-12.56706,8854ebd2adfffff,1,2020,17:40.1,No,No,No,250,3,,No,11.11,74.6,14.29
2.10E+15,9.437915,-12.52238,22b7d8ae-b138-3fe8-bd14-fb60839e09d4,Sierra Leone,government,G_SL_003128,220703201,"""WESLEYAN CHURCH OF SIERRA LEONE PRIMARY SCHOOL  (KAMASASSA SECTION, BANEKEH TOWN (9.438029 ; -12.52237)""",Primary,9.437915,-12.52238,8854e86893fffff,1,2020,17:40.1,No,No,No,129,5,,No,11.02,74.8,14.17
2.10E+15,8.987072,-12.36802,4ce0491e-5283-37d3-ae34-50911cf39a35,Sierra Leone,government,G_SL_003199,210501220,"""BOMBALI DISTRICT EDUCATION COMMITTEE  PRIMARY SCHOOL  (MANDAHUWA SECTION, MATOTO TOWN (8.986919 ; -12.36808)""",Primary,8.987072,-12.36802,8854eb150dfffff,1,2020,17:40.1,No,No,No,240,4,,No,12,72.8,15.2
2.10E+15,8.770944,-12.52912,39b00ed9-81cc-37d5-8264-72e74e9f7843,Sierra Leone,government,G_SL_003234,240202226,"""ROBONKA COMMUNITY PRIMARY SCHOOL  (ROKEL SECTION, ROBONKA TOWN (8.770897 ; -12.5292)""",Primary,8.770944,-12.52912,8854eb0de1fffff,1,2020,17:40.1,No,No,No,182,4,,No,12,72.8,15.2
2.10E+15,9.454174,-12.28721,08de78a0-fd6a-3241-8e7f-39da15243773,Sierra Leone,government,G_SL_003372,211204205,"""BOMBALI DISTRICT COUNCIL PRIMARY SCHOOL  (MANONKOH SECTION, KALAYA TOWN (9.454128 ; -12.2872)""",Primary,9.454174,-12.28721,8854e864cdfffff,1,2020,17:40.1,No,No,No,237,8,,No,11.2,73.6,15.2
2.09E+15,8.369996,-12.93579,60365fbe-c098-30cf-ab72-ea0d7100b900,Sierra Leone,government,G_SL_003943,240502401,"""TOMLINSON HIGH SCHOOL  (MATHERIE SECTION, SONGO TOWN (8.369115 ; -12.93476)""",Secondary,8.369996,-12.93579,8854cdd8c9fffff,0.67,2020,17:40.1,No,No,No,335,18,,No,11.81,72.44,15.75
2.09E+15,8.684327,-12.54854,32cd1e93-0208-3a78-afc9-8f35b94b1b9a,Sierra Leone,government,G_SL_004114,240802301,"""A.D WURIE MEMORIAL SECONDARY SCHOOL  (ROBAKA SECTION SECTION, LUNSAR TOWN (8.684394 ; -12.54862)""",Secondary,8.684327,-12.54854,8854eb7559fffff,1,2020,17:40.1,No,Yes,No,556,24,,No,11.9,73.02,15.08
2.10E+15,8.880843,-12.03337,068def21-0b14-3d26-a719-c0b926b2ded5,Sierra Leone,government,G_SL_004641,219103143,"""CHRIST LIFE INTERNATIONAL ACADEMY NUSREY  (TEKO SECTION, MAKENI TOWN (8.880236 ; -12.03503)""",Primary,8.880843,-12.03337,8854eba565fffff,1,2020,17:40.1,No,Yes,No,69,2,3,Yes,11.72,73.44,14.84
2.11E+15,9.853345,-11.31726,129e7fe8-4ccf-3fae-9544-be197af89901,Sierra Leone,government,G_SL_005069,230901205,"""DISTRICT   EDUCATION   COUNCIL    PRIMARY  SCHOOL  (FALABA 1 SECTION, FALABA TOWN (9.853605 ; -11.31751)""",Primary,9.853345,-11.31726,8854ed6627fffff,1,2020,17:40.1,No,No,No,452,16,,No,12.1,73.39,14.52
2.11E+15,8.818385,-11.71946,067106d8-3cab-307c-ab18-bf1963a06af2,Sierra Leone,government,G_SL_005453,250201204,"""SEVENTH DAY ADVENTIST PRIMARY   SCHOOL  (MAKELFA SECTION, KALMAROH CHAINDAREN TOWN (8.818253 ; -11.71941)""",Primary,8.818385,-11.71946,8854e96c35fffff,1,2020,17:40.1,No,No,No,161,4,,No,11.81,74.02,14.17
2.10E+15,8.539877,-12.24947,ea1aeb6b-ec42-3004-8c72-fa2c93f84441,Sierra Leone,government,G_SL_005478,250501221,"""BENEVOLENT PRIMARY SCHOOL  (MARUNIA KORAY SECTION, MABAI TOWN (8.539721 ; -12.2493)""",Primary,8.539877,-12.24947,8854eb2e1bfffff,1,2020,17:40.1,No,No,No,203,7,,No,11.81,73.23,14.96
2.10E+15,7.959464,-11.75255,77eafeaa-6d63-3f62-aab5-1d72e42b72a4,Sierra Leone,government,G_SL_006724,319102208,"""BAPTIST  PRIMARY  SCHOOL, NIKIBU  (NIKIBU SECTION SECTION, NIKIBU TOWN (7.959393 ; -11.7525)""",Primary,7.959464,-11.75255,8875b666b9fffff,1,2020,17:40.1,No,No,No,552,15,,No,10.85,74.42,14.73
2.11E+15,7.953501,-11.72031,dc006349-d622-3d39-bc35-265280c06c12,Sierra Leone,government,G_SL_006739,310802303,"""CENTENARY U.M JUNIOR SECONDARY SCHOOL  (NEW GERIHUN ROAD SECTION, NEW GERIHUN  ROAD TOWN (7.95344 ; -11.72045)""",Secondary,7.953501,-11.72031,8875b29341fffff,1,2020,17:40.1,No,Yes,No,899,29,,No,10.85,74.42,14.73
2.10E+15,7.971241,-11.74008,cf03404a-2232-349b-b79d-c59580438dde,Sierra Leone,government,G_SL_006796,310801113,"""NAMYA ISLAMIC PRE-SCHOOL  (DAMBALA ROAD BO SECTION, DAMBALLA ROAD TOWN (7.971241 ; -11.74016)""",Primary,7.971241,-11.74008,8875b6669dfffff,1,2020,17:40.1,No,Yes,No,124,3,,No,10.85,74.42,14.73
2.11E+15,8.195928,-11.46135,563e5abf-47df-3a2f-9f31-f57a7341e505,Sierra Leone,government,G_SL_006899,310901301,"""NJALA KOMBOYA JUNIOR SEC. SCH.  (SEI SECTION, NJALA KOMBOYA TOWN (8.19549 ; -11.46135)""",Secondary,8.195928,-11.46135,8875b632a1fffff,1,2020,17:40.1,No,Yes,No,355,9,,No,10.85,74.42,14.73
2.11E+15,7.893965,-11.71571,9ab2d899-0167-3cc6-a9ba-4e86362815b6,Sierra Leone,government,G_SL_007089,311301207,"""SLMB PRIMARY SCHOOL  (SEIWA SECTION SECTION, GAULA TOWN (7.893985 ; -11.71554)""",Primary,7.893965,-11.71571,8875b29063fffff,1,2020,17:40.1,No,No,No,270,8,,No,10.94,74.22,14.84
2.11E+15,7.936155,-11.73252,3b0d93a9-d2e1-357d-9dc9-cd64cbec45c1,Sierra Leone,government,G_SL_007111,311301318,"""WORLD OF LIFE JSS  (SAMI 3 SECTION, SAMI 3 TOWN (7.936207 ; -11.73267)""",Secondary,7.936155,-11.73252,8875b2930dfffff,1,2020,17:40.1,No,No,No,157,8,,No,10.94,74.22,14.84
2.10E+15,7.779882,-12.3006,42d68df9-5a0a-3ac6-8eda-fc98a2401f37,Sierra Leone,government,G_SL_007274,320501301,"""LOGOS CHRISTIAN ACADEMY JSS  (BABOM SECTION, MORIBA TOWN TOWN (7.77986 ; -12.3007)""",Secondary,7.779882,-12.3006,8854cd36d5fffff,0.94,2020,17:40.1,No,No,No,236,11,,No,11.81,74.02,14.17
2.09E+15,8.234337,-12.66516,7fc1c3e1-babc-3a05-866c-f3bfd1b4ee8e,Sierra Leone,government,G_SL_007510,330201301,"""AHMADIYA MUSLIM JUNIOR SECONDARY SCHOOL  (GREEMA SECTION, MOMANKENEH TOWN (8.234407 ; -12.66508)""",Secondary,8.234337,-12.66516,8854cd89e7fffff,1,2020,17:40.1,No,No,No,203,10,,No,11.81,74.02,14.17
2.10E+15,8.238189,-12.02764,e7e87e75-1c27-3313-a181-402c93facd57,Sierra Leone,government,G_SL_007856,330901231,"""MDEC PRIMARY  (WAIMA SECTION SECTION, WAIMA TOWN (8.238153 ; -12.02776)""",Primary,8.238189,-12.02764,8875b645e9fffff,1,2020,17:40.1,No,No,No,183,5,,No,12.4,73.64,13.95
2.11E+15,7.058114,-11.51112,b06fcc26-e51c-3442-a575-7e694d85c620,Sierra Leone,government,G_SL_008403,341001214,"""SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL  (MOIWEBU SECTION, TINDOR TOWN (7.058082 ; -11.51086)""",Primary,7.058114,-11.51112,8875b35251fffff,1,2020,17:40.1,No,No,No,400,6,,No,14.39,71.21,14.39
2.09E+15,8.31898,-13.03028,43ed6205-c70f-35a7-bdb7-ad68430c7f55,Sierra Leone,government,G_SL_008539,410101204,"""SAINT JOSEPH PRIMARY SCHOOL  (MALAMBAY SECTION, JOE TOWN TOWN (8.318959 ; -13.03018)""",Primary,8.31898,-13.03028,8854cdcb4dfffff,1,2020,17:40.1,No,No,No,225,8,,No,11.81,72.44,15.75
2.09E+15,8.374347,-13.0994,93c272d8-0adb-36e9-8afe-6ee8742258b8,Sierra Leone,government,G_SL_008653,410309422,"""ANSARUL ISLAMIC SENIOR SECONDARY SCHOOL, ROKEL  (ROKEL SECTION, ROKEL VILLAGE TOWN (8.374304 ; -13.0993)""",Secondary,8.374347,-13.0994,8854cc362bfffff,0.61,2020,17:40.1,No,No,No,437,19,,No,11.72,72.66,15.63
2.09E+15,8.389592,-13.13773,215384c7-e8b9-3955-adcf-7cf6343236cd,Sierra Leone,government,G_SL_008865,410302105,"""JOHN TOMA NURSERY AND PREPARATORY SCHOOL  (112 SECTION, KOBBA FARM JUI TOWN (8.389547 ; -13.13769)""",Primary,8.389592,-13.13773,8854cc3747fffff,1,2020,17:40.1,No,No,No,25,3,,No,11.54,73.08,15.38
2.09E+15,8.330757,-13.07904,5f832b00-1930-3c24-a2ee-e5aff669b184,Sierra Leone,government,G_SL_008961,410304404,"""NELSON MANDELA SENIOR SECONDARY SCHOOL  (YORK ROAD SECTION, BENGUEMA TOWN (8.330693 ; -13.07915)""",Secondary,8.330757,-13.07904,8854cc36a1fffff,0.67,2020,17:40.1,No,No,No,44,10,,No,11.81,72.44,15.75
2.09E+15,8.429047,-13.27035,02a420c9-c5d7-3d4b-af36-b15eb398c207,Sierra Leone,government,G_SL_009121,410403103,"""CHILDREN OF PURPOSE PREPARATORY SCHOOL  (GODERICH SECTION, GODERICH TOWN (8.428716 ; -13.26938)""",Primary,8.429047,-13.27035,8854cc3143fffff,1,2020,17:40.1,No,Yes,No,31,3,,No,11.02,74.02,14.96
2.09E+15,8.218426,-13.09993,a6b3a433-4127-3dc8-92a2-2f956da70c7f,Sierra Leone,government,G_SL_009262,410307202,"""ST. PETER THE FISHERMAN CATHOLIC PRIMARY SCHOOL  (TOMBO SECTION, TOMBO TOWN (8.218538 ; -13.09963)""",Primary,8.218426,-13.09993,8854cc26ebfffff,0.67,2020,17:40.1,No,No,No,304,8,,No,12,73.6,14.4
2.09E+15,8.481064,-13.23191,867d8212-bd74-3f38-80fa-d9f982028ff3,Sierra Leone,government,G_SL_009319,420703243,"""EL-SHADDAI CHARISMATIC PRIMARY SCHOOL  (CENTRAL L SECTION, TOWER HILL TOWN (8.481274 ; -13.23168)""",Primary,8.481064,-13.23191,8854cca9b7fffff,0.67,2020,17:40.1,No,Yes,No,26,3,,No,11.02,74.02,14.96
2.09E+15,8.48293,-13.22753,4d22c86b-9986-39c5-833d-d44485938c5b,Sierra Leone,government,G_SL_009506,420102101,"""ALUMAINA PRE-PRIMARY SCHOOL  (FULLAH TOWN, MOUNTAIN CUT, HOPE ST SECTION, FOULLAH TOWN TOWN (8.483422 ; -13.22796)""",Primary,8.48293,-13.22753,8854cca9b1fffff,1,2020,17:40.1,No,No,No,52,3,,No,11.02,74.02,14.96
2.09E+15,8.490849,-13.2263,ecac050c-3181-311a-a12d-b52e9bba05ad,Sierra Leone,government,G_SL_009542,420407206,"""MABELLA MUNICIPAL PRIMARY SCHOOL  (SUSAN BAY SECTION, SUSAN BAY TOWN (8.490768 ; -13.22627)""",Primary,8.490849,-13.2263,8854cca9bdfffff,0.94,2020,17:40.1,No,Yes,No,590,14,,No,11.02,74.02,14.96
2.09E+15,8.479198,-13.19715,d2eb93c1-318c-3ea3-bee5-8ae8e1f55e43,Sierra Leone,government,G_SL_009613,420516116,"""ANSARUL ISHMAIL PRE SCHOOL  (KISSY SECTION, KISSY TOWN (8.478992 ; -13.19726)""",Primary,8.479198,-13.19715,8854cc3245fffff,1,2020,17:40.1,No,Yes,No,100,3,,No,10.94,74.22,14.84
2.09E+15,8.442841,-13.17709,674a4535-d7eb-3fb5-aded-7974f959c4c1,Sierra Leone,government,G_SL_009668,420505313,"""CALVARY JUNIOR SECONDARY SCHOOL  (PEACOCK FARM SECTION, WELLINGTON TOWN (8.442867 ; -13.17725)""",Secondary,8.442841,-13.17709,8854cc3213fffff,1,2020,17:40.1,No,No,No,105,11,,No,10.94,74.22,14.84
2.09E+15,8.471887,-13.179,f9ca7dfc-a9f9-3a9b-9763-6dbf28153de6,Sierra Leone,government,G_SL_009791,420515110,"""FAITH BAPTIST MISSION PRE SCHOOL  (EASTERN KISSY SECTION, FREETOWN TOWN (8.468265 ; -13.19501)""",Primary,8.471887,-13.179,8854cc3255fffff,0.89,2020,17:40.1,No,No,No,49,2,,No,10.94,74.22,14.84
2.09E+15,8.441483,-13.16536,bc994b45-4bcc-32c6-96ef-d2d24ff933e5,Sierra Leone,government,G_SL_009834,999999988,"""GEORGE WASHINGTON INTERNATIONAL ACADEMY S.S.S.  (PEACOCK FARM SECTION, WELLINGTON TOWN (8.443025 ; -13.17409)""",Secondary,8.441483,-13.16536,8854cc32c1fffff,1,2020,17:40.1,No,Yes,No,330,14,,No,10.94,74.22,14.84
2.09E+15,8.447391,-13.17527,3aed3102-c339-35e9-8295-616c656be6cf,Sierra Leone,government,G_SL_010052,420507107,"""NEW HOPE PREPARATORY SCHOOL  (WELLINGTON SECTION, WELLINGTON TOWN (8.447167 ; -13.17507)""",Primary,8.447391,-13.17527,8854cc3213fffff,1,2020,17:40.1,No,No,No,20,3,,No,10.94,74.22,14.84
2.09E+15,8.43737,-13.16147,6833ec60-6dcc-3432-8790-b6e69bbb8426,Sierra Leone,government,G_SL_010194,420504409,"""SIERRA LEONE MUSLIM BROTHER HOOD SENIOR SEC SCHOOL  (EAST LLL SECTION, CALABA TOWN TOWN (8.437235 ; -13.1615)""",Secondary,8.43737,-13.16147,8854cc32c1fffff,1,2020,17:40.1,No,Yes,No,825,19,,No,11.02,74.02,14.96
2.09E+15,8.454944,-13.17934,cda68fe4-a959-37ea-a3cc-d442bc3ba379,Sierra Leone,government,G_SL_010227,420508113,"""SLMB APPROVED SCHOOL KUNTOLOH  (WELLINGTON SECTION, WELLINGTON TOWN (8.456866 ; -13.18174)""",Primary,8.454944,-13.17934,8854cc321dfffff,1,2020,17:40.1,No,No,No,31,2,,No,10.94,74.22,14.84
2.09E+15,8.483337,-13.25714,d3060193-0290-3001-a97b-aa520ca3848c,Sierra Leone,government,G_SL_010450,420702206,"""BAVIA PREPARATORY SCHOOL  (CONGO CROSS SECTION, CONGO CROSS TOWN (8.483516 ; -13.25718)""",Primary,8.483337,-13.25714,8854cc0693fffff,0.67,2020,17:40.1,No,Yes,No,106,6,,No,11.02,74.02,14.96
2.09E+15,8.471851,-13.24277,3fe02766-9d29-3144-9e8a-54447eb1968c,Sierra Leone,government,G_SL_010586,420707213,"""PRISON'S PRIMARY SCHOOL  (BROOKFIELDS SECTION, BROOKFIELDS TOWN (8.471928 ; -13.24293)""",Primary,8.471851,-13.24277,8854cc3343fffff,1,2020,17:40.1,No,Yes,No,153,8,,No,11.02,74.02,14.96
2.10E+15,8.169324,-12.42161,8689a47c-0663-30ac-adf1-3f3d8bdfc374,Sierra Leone,government,G_SL_000305,,ST MARTIN'S PRIMARY SCHOOL,Primary,8.169324,-12.42161,8854cdbb43fffff,0.67,2020,17:40.1,No,Yes,No,50,5,,No,11.63,74.42,13.95
2.11E+15,9.036297,-11.57742,778d63d4-1597-3475-ba30-ed7020d64f14,Sierra Leone,government,G_SL_000242,,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,Primary,9.036297,-11.57742,8854e97543fffff,0.67,2020,17:40.1,No,No,No,110,2,,No,11.81,73.23,14.96
2.11E+15,8.308661,-11.57667,df86ed30-901e-369e-a6d2-4064f343113c,Sierra Leone,government,G_SL_000285,,COMMUNITY PRIMARY SCHOOL KANJALU,Primary,8.308661,-11.57667,8875b60631fffff,0.67,2020,17:40.1,No,No,No,120,4,,No,11.72,74.22,14.06
2.09E+15,7.616945,-12.86885,62afa5da-49a3-3b34-b728-7dd083fdef33,Sierra Leone,government,G_SL_000292,,D E C PRIMARY SCHOOL  MOYEAMA,Primary,7.616945,-12.86885,8854cd6e53fffff,0.67,2020,17:40.1,No,No,No,57,2,,No,12.21,74.05,13.74
2.11E+15,7.81943,-10.98097,f6b2e507-a4ae-3764-a9de-62845ccd94ac,Sierra Leone,government,G_SL_000571,110203205,"""KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL  (LOWER LUYENGEH SECTION, NGIEYA/KPENDELLA TOWN (7.81938 ; -10.98112)""",Primary,7.81943,-10.98097,8875b00069fffff,1,2020,17:40.1,No,No,No,228,4,,No,11.02,74.02,14.96
2.12E+15,8.013228,-10.63004,05b857b5-fe2b-3e4e-807d-124b18100447,Sierra Leone,government,G_SL_001023,111302202,"""ROMAN CATHOLIC PRIMARY SCHOOL  (GOMA SECTION, BOMARU TOWN (8.01324 ; -10.63002)""",Primary,8.013228,-10.63004,8875b084cdfffff,1,2020,17:40.1,No,No,No,300,6,,No,11.02,74.02,14.96
2.11E+15,8.144384,-11.17836,2269485f-31a8-35bc-b4be-bc47e8b2e904,Sierra Leone,government,G_SL_001097,120201301,"""GOVERNMENT JUNIOR SECONDARY DODO  (BONYA SECTION SECTION, DODO TOWN (8.14428 ; -11.17842)""",Secondary,8.144384,-11.17836,8875b0c36bfffff,1,2020,17:40.1,No,No,No,315,9,,No,11.45,74.05,14.5
2.11E+15,7.877855,-11.16698,c01463cc-571d-3cee-8abb-cc187df83deb,Sierra Leone,government,G_SL_001305,129101119,"""EASTERN PRIVATE SCHOOL  (KENEMA CITY SECTION, COMBEMA ROAD TOWN (7.877867 ; -11.16706)""",Primary,7.877855,-11.16698,8875b05657fffff,1,2020,17:40.1,No,No,No,6,1,,No,11.63,73.64,14.73
2.11E+15,7.860741,-11.19628,e40e173d-4fea-3246-a5a0-bae03a66a89c,Sierra Leone,government,G_SL_001365,129103403,"""ISLAMIC SECONDARY SSS)  (GBOKAKAJAMA SECTION, HOTAGUAH STRRET TOWN (7.86083 ; -11.19636)""",Secondary,7.860741,-11.19628,8875b0563dfffff,1,2020,17:40.1,No,Yes,Yes,2630,43,,No,11.63,73.64,14.73
2.11E+15,8.645796,-10.95862,d7aa86aa-0394-3215-a8ab-8dee9a48daa2,Sierra Leone,government,G_SL_002021,139103323,"""IAMTECH SECONDARY SCHOOL  (MOINDEFEH SECTION SECTION, KOIDU CITY TOWN (8.645736 ; -10.95867)""",Secondary,8.645796,-10.95862,8875b44611fffff,0.67,2020,17:40.1,No,Yes,No,322,10,,No,11.9,73.81,14.29
2.11E+15,8.66291,-10.98047,d4ea4085-1942-3bd4-a039-5f270cff3dfb,Sierra Leone,government,G_SL_002023,130401106,"""ISLAMIC DAHAWA PRE PRIMARY SCHOOL  (GBEKOR SECTION, GBEKOR TOWN (8.662923 ; -10.98033)""",Primary,8.66291,-10.98047,8875b4460dfffff,1,2020,17:40.1,No,No,No,130,3,,No,11.9,73.81,14.29
2.11E+15,8.659285,-10.97068,12217e27-5c27-3796-bbb3-26cf360db9e9,Sierra Leone,government,G_SL_002154,139103221,"""ISLAMIC EDUCATION CENTER  (MONDEHKOR SECTION, SINNAH TOWN TOWN (8.659401 ; -10.97033)""",Primary,8.659285,-10.97068,8875b44601fffff,1,2020,17:40.1,No,No,No,341,7,,No,11.9,73.81,14.29
2.11E+15,8.647313,-11.171,45643ea7-3084-3823-b837-2bae2fb66909,Sierra Leone,government,G_SL_002220,130904204,"""ALADURA PRIMARY SCHOOL.  (GBOGBOAWAFEH SECTION, MAMBODU TOWN (8.647225 ; -11.17099)""",Primary,8.647313,-11.171,8875b44ad3fffff,0.89,2020,17:40.1,No,No,No,155,3,,No,11.9,73.81,14.29
2.11E+15,8.743578,-11.1042,18c0af77-963c-3e06-b276-435b80f71248,Sierra Leone,government,G_SL_002359,131103101,"""AFRICA COMMUNITY EMPOWERMENT DEVELOPMENT ORGANISATION  (BANFIFFEH SECTION, YORMANDU TOWN (8.745625 ; -11.10482)""",Primary,8.743578,-11.1042,8875b4435bfffff,0.61,2020,17:40.1,No,No,No,105,3,,No,11.81,74.02,14.17
2.12E+15,8.617129,-10.72265,0acc367e-649e-3455-88ef-9ad9ee0fb77f,Sierra Leone,government,G_SL_002463,131201102,"""GOSPEL  HARMONY PRE-PRIMARY SCHOOL  (KOOKONGOKUMA SECTION, KAINKORDU TOWN (8.617154 ; -10.72271)""",Primary,8.617129,-10.72265,8875b40e03fffff,1,2020,17:40.1,No,No,No,101,7,,No,11.02,74.02,14.96
2.11E+15,8.637686,-10.95979,c5316cbd-7386-3f96-9955-a1af88722f38,Sierra Leone,government,G_SL_002570,139102213,"""FREE THE CHILDREN PRIMARY SCHOOL  (TANKORO SECTION, BONGALU TOWN (8.637759 ; -10.95982)""",Primary,8.637686,-10.95979,8875b44617fffff,0.67,2020,17:40.1,No,Yes,No,572,20,4,Yes,11.9,73.81,14.29
