,uuid,country,source,giga_school_id,source_school_id,school_name,education_level,latitude,longitude,hex8,dq_score,source_timestamp,master_timestamp,school_archive,electricity_availability,internet_availability,number_of_students,number_of_teachers,computers,connectivity_type,coverage,coverage_type,2G_coverage,3G_coverage,4G_coverage
1517,4b2c5bb8-1c3d-4d7a-b76e-de878eefae5c,Rwanda,government,G_RWA_01528,570606.0,GS Nyagihunika,Secondary,-2.205194444,30.07019444,886ad818b5fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,537,11,125.0,None,YES,4G,YES,YES,YES
1518,d2885334-f6bf-4d64-b924-4ddbdad9c8c9,Rwanda,government,G_RWA_01529,410403.0,GS BUYOGA,Secondary,-1.696,30.00177778,886ad89a83fffff,1.0,2020,00:52.6,No,ON GRID,NONE,599,13,148.0,None,YES,4G,YES,YES,YES
1519,0c1d208a-9356-4762-9449-973358dcba1a,Rwanda,government,G_RWA_01530,260412.0,RUTABO B,Secondary,-2.21925,29.9613888,886ad81935fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,637,18,138.0,None,YES,4G,YES,YES,YES
1520,025a9d79-9593-4c47-8697-fe5ad1802dc7,Rwanda,government,G_RWA_01531,350606.0,GS GITWA,Secondary,-1.832888889,29.58019444,886adea6b1fffff,1.0,2020,00:52.6,No,ON GRID,NONE,656,23,128.0,None,YES,4G,YES,YES,YES
1521,d96d3656-09ca-481f-be2e-64fd008620b3,Rwanda,government,G_RWA_01532,561007.0,GS KIBAYA,Secondary,-2.143361111,30.59294444,886ad83745fffff,1.0,2020,00:52.6,No,ON GRID,NONE,662,19,118.0,None,YES,4G,YES,YES,YES
1522,4db26417-5b85-4aa7-ad82-46624963bc7f,Rwanda,government,G_RWA_01533,251004.0,GS MBAZI,Secondary,-2.36825,29.59803,886ad85b4bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,681,13,239.0,None,YES,4G,YES,NO,YES
1523,b6e429fb-120a-4bb1-89e8-1b85422da662,Rwanda,government,G_RWA_01534,410605.0,GS GITARE,Secondary,-1.605222222,29.92905556,886adc6481fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,708,13,131.0,None,YES,4G,YES,YES,YES
1524,6fc6fa67-2972-4859-9759-d315a0d6076b,Rwanda,government,G_RWA_01535,351002.0,GS KIBANDA,Secondary,-2.011333333,29.57505556,886ad8d82dfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,709,12,185.0,None,YES,4G,YES,YES,YES
1525,69942fca-6043-4297-b9b7-4f3c62d9868f,Rwanda,government,G_RWA_01536,360606.0,GS KAMEMBE PRESBYTERIEN,Secondary,-2.46386,28.90508,886ade7a03fffff,1.0,2020,00:52.6,No,ON GRID,NONE,721,12,163.0,None,YES,4G,YES,YES,YES
1526,dc897493-85da-46bd-bc63-a7c5bdd46b26,Rwanda,government,G_RWA_01537,571009.0,GS MARANYUNDO,Secondary,-2.163388889,30.10352778,886ad80327fffff,1.0,2020,00:52.6,No,ON GRID,NONE,723,12,129.0,None,YES,4G,YES,YES,YES
1527,f0f5752e-3098-40ef-8e01-decf3da597b3,Rwanda,government,G_RWA_01538,260302.0,GS MUNANIRA,Secondary,-2.21578,29.60711,886ade2613fffff,1.0,2020,00:52.6,No,ON GRID,NONE,729,14,163.0,None,YES,4G,YES,YES,YES
1528,e6b4416f-c686-4550-bfcd-8397cbee5b53,Rwanda,government,G_RWA_01539,240705.0,GS Mutunda,Secondary,-2.53708,29.72147,886ad8484dfffff,1.0,2020,00:52.6,No,ON GRID,NONE,736,14,161.0,None,YES,4G,YES,YES,YES
1529,06f5fe19-3393-47c6-8cf5-c738e83a792e,Rwanda,government,G_RWA_01540,361411.0,GS MATARE,Secondary,-2.512694444,28.97722222,886ade78d9fffff,1.0,2020,00:52.6,No,ON GRID,NONE,740,12,123.0,None,YES,4G,YES,YES,YES
1530,56bcf68b-4184-4e59-b08b-0f880aa6f4fa,Rwanda,government,G_RWA_01541,440605.0,GS RWASA,Secondary,-1.52172,29.92406,886adc66ddfffff,1.0,2020,00:52.6,No,ON GRID,NONE,748,23,131.0,None,YES,4G,YES,YES,YES
1531,f45f6ce0-5a07-435f-8b0c-12409908ccb4,Rwanda,government,G_RWA_01542,350602.0,GS KAVUMU A,Secondary,-1.828,29.5465833,886adea453fffff,0.89,2020,00:52.6,No,OFF GRID,NONE,756,12,150.0,None,YES,4G,YES,NO,YES
1532,049efe78-914d-4afa-82d6-b67e5c1e3bed,Rwanda,government,G_RWA_01543,370521.0,GS GITWA B,Secondary,-2.3702222,29.1316111,886ade7711fffff,1.0,2020,00:52.6,No,ON GRID,NONE,762,13,191.0,None,YES,4G,YES,YES,YES
1533,e7101887-da28-4aef-be2f-1ec363d34ae4,Rwanda,government,G_RWA_01544,451301.0,GS KAGAMBA,Secondary,-1.66961,30.16361,886ad89537fffff,1.0,2020,00:52.6,No,ON GRID,NONE,767,15,146.0,None,YES,4G,YES,YES,YES
1534,0279f9f7-00b4-46ff-9160-a3e95422bf07,Rwanda,government,G_RWA_01545,250406.0,GS NYARWUNGO,Secondary,-2.35567,29.42433,886ade2f49fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,768,14,130.0,None,YES,4G,YES,YES,YES
1535,c469c744-b0e2-4dd8-bacc-63dc81af391f,Rwanda,government,G_RWA_01546,320706.0,GS Bwiza,Secondary,-1.890333333,29.44047222,886adea565fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,789,16,150.0,None,YES,4G,YES,NO,YES
1536,194ff516-2017-4173-9e15-a6d79e0794a1,Rwanda,government,G_RWA_01547,130805.0,GS MASAKA 1,Secondary,-2.00225,30.21141667,886ad81703fffff,1.0,2020,00:52.6,No,ON GRID,NONE,801,18,197.0,None,YES,4G,YES,YES,YES
1537,4ec863a1-1bdd-4f59-acbc-9fea12411c84,Rwanda,government,G_RWA_01548,251101.0,GS Turyango,Secondary,-2.252777778,29.51430556,886ade2763fffff,1.0,2020,00:52.6,No,ON GRID,NONE,825,12,175.0,None,YES,4G,YES,YES,YES
1538,08711be9-0c19-4448-bcf7-1c9629f805ff,Rwanda,government,G_RWA_01549,530203.0,GS Mugera,Secondary,-1.60325,30.26286111,886ad894ddfffff,1.0,2020,00:52.6,No,ON GRID,NONE,853,16,194.0,None,YES,4G,YES,YES,YES
1539,db8f8cbf-6e44-4c9c-b444-a80bcb50ad83,Rwanda,government,G_RWA_01550,220103.0,GS GASAGARA,Secondary,-2.50894,29.81961,886ad841a1fffff,1.0,2020,00:52.6,No,ON GRID,NONE,861,16,114.0,None,YES,4G,YES,YES,YES
1540,9d168b88-1502-46b1-84d8-27981c60e185,Rwanda,government,G_RWA_01551,310408.0,EP GITESI,Secondary,-2.11722,29.40389,886ade30ddfffff,1.0,2020,00:52.6,No,ON GRID,NONE,874,12,110.0,None,YES,4G,YES,YES,YES
1541,c1ba45f8-5d73-4f6b-a0b2-bc8dca8488bc,Rwanda,government,G_RWA_01552,410905.0,GS MASORO,Secondary,-1.842722222,30.05569444,886ad88aa9fffff,1.0,2020,00:52.6,No,ON GRID,NONE,904,18,183.0,None,YES,4G,YES,YES,YES
1542,6353cb74-23a0-4516-bc05-dc2b4b79bba4,Rwanda,government,G_RWA_01553,260804.0,GS NTONGWE,Secondary,-2.23142,29.85403,886ad8cdb5fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,913,13,196.0,None,YES,4G,YES,YES,YES
1543,72a2982a-917e-4cbd-a87c-eddf1479b281,Rwanda,government,G_RWA_01554,110506.0,GS NYARUFUNZO,Secondary,-2.01211,30.046,886ad81331fffff,0.92,2020,00:52.6,No,ON GRID,NONE,919,27,162.0,None,YES,4G,YES,YES,YES
1544,38b6e687-3b72-4f2c-989b-9dd33859805a,Rwanda,government,G_RWA_01555,571203.0,GS NYABAGENDWA,Secondary,-2.199527778,30.20536111,886ad800adfffff,1.0,2020,00:52.6,No,ON GRID,NONE,934,15,154.0,None,YES,4G,YES,YES,YES
1545,f3a66830-a568-4749-b7c8-fcaf7d8a1e17,Rwanda,government,G_RWA_01556,540108.0,GS JURU,Secondary,-1.80925,30.5623333,886ad8b539fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,948,14,126.0,None,YES,4G,YES,YES,YES
1546,791655b3-c9a8-4422-9758-32b2fcded700,Rwanda,government,G_RWA_01557,251401.0,BUTETERI,Secondary,-2.293694444,29.447,886ade20e5fffff,0.92,2020,00:52.6,No,ON GRID,NONE,962,23,151.0,None,YES,4G,YES,YES,YES
1547,2bf76a92-891f-4314-905f-7bce369cf3c6,Rwanda,government,G_RWA_01558,350601.0,GS BAYI,Secondary,-1.85925,29.51225,886adea429fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,988,14,153.0,None,YES,4G,YES,YES,YES
1548,3daef606-04d8-4b22-baed-f85afcf1361a,Rwanda,government,G_RWA_01559,520204.0,GS NDEGO,Secondary,-1.364835,30.151958,886adc2505fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,1100,13,133.0,None,YES,4G,YES,YES,YES
1549,ce025da4-356d-48b4-84a6-0e8927a89c99,Rwanda,government,G_RWA_01560,520805.0,GS HUNGA,Secondary,-1.480166667,30.15616667,886adc2ce1fffff,1.0,2020,00:52.6,No,ON GRID,NONE,1105,14,123.0,None,YES,4G,YES,YES,NO
1550,6b1c65ce-8a6f-45f9-b0d0-cb92e5cc30ce,Rwanda,government,G_RWA_01561,320610.0,GS Rwingongo,Secondary,-2.009055556,29.46436111,886adeace5fffff,1.0,2020,00:52.6,No,ON GRID,NONE,1220,15,169.0,None,YES,4G,YES,YES,YES
1551,ca78ab83-dd84-42f7-a766-40b084eea596,Rwanda,government,G_RWA_01562,551203.0,GS NYAMATEKE,Secondary,-2.22,30.72264,886ad834abfffff,0.83,2020,00:52.6,No,ON GRID,NONE,1239,26,164.0,None,YES,4G,YES,YES,YES
1552,55f717f3-1520-4342-a755-6012a514c169,Rwanda,government,G_RWA_01563,371307.0,GS BANDA,Secondary,-2.43914,29.19831,886ade74a5fffff,1.0,2020,00:52.6,No,ON GRID,NONE,1265,23,191.0,None,YES,3G,YES,YES,NO
1553,d1fe795b-b2eb-4e1f-93ae-78e5b9a5108a,Rwanda,government,G_RWA_01564,330402.0,GS AMAHORO,Secondary,-1.693638889,29.26233333,886adeb061fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,1277,18,129.0,None,YES,4G,YES,YES,YES
1554,44b043fb-36a1-4958-8a0b-51fa6daed644,Rwanda,government,G_RWA_01565,260501.0,GS BWERAMVURA,Secondary,-2.15244,29.61233,886ad8c941fffff,1.0,2020,00:52.6,No,ON GRID,NONE,1350,32,158.0,None,YES,4G,YES,YES,YES
1555,162f8089-c9a5-4375-b24c-953bb2b8151f,Rwanda,government,G_RWA_01566,411403.0,GS RUKOZO,Secondary,-1.626944444,29.94722222,886adc64b3fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,1402,18,392.0,None,YES,4G,YES,YES,YES
1556,db9d0f7c-bb39-4752-a312-0b2be0baa973,Rwanda,government,G_RWA_01567,540907.0,GS GIKAYA,Secondary,-1.9296388,30.5247222,886ad8a037fffff,1.0,2020,00:52.6,No,ON GRID,NONE,1450,16,121.0,None,YES,4G,YES,YES,YES
1557,a19052fa-4ace-4218-adc1-7c0c35fbe8c9,Rwanda,government,G_RWA_01568,330903.0,GS BWITEREKE,Secondary,-1.7255,29.28236111,886adeb1c9fffff,0.94,2020,00:52.6,No,ON GRID,NONE,1473,17,155.0,None,YES,4G,YES,YES,YES
1558,9b65edc3-013b-4272-96c5-777c6c9b7b81,Rwanda,government,G_RWA_01569,311206.0,GS MUSANGO,Secondary,-2.1735,29.43483,886ade3567fffff,0.94,2020,00:52.6,No,OFF GRID,NONE,1889,42,164.0,None,YES,4G,YES,YES,YES
1559,9df11321-3f1d-44d9-8e27-d25a2a78a9b5,Rwanda,government,G_RWA_01570,550205.0,GS RWANTONDE,Secondary,-2.36775,30.56711111,886ad821c5fffff,1.0,2020,00:52.6,No,ON GRID,NONE,1891,39,150.0,None,YES,4G,YES,YES,YES
1560,7f590c1e-92a7-4527-8791-0cb9431558e5,Rwanda,government,G_RWA_01571,340206.0,GS REGA ADEPR,Secondary,-1.592166667,29.45041667,886adc4c97fffff,1.0,2020,00:52.6,No,ON GRID,NONE,2244,45,155.0,None,YES,4G,YES,YES,YES
1561,8be8fc09-8dba-4ca1-bf51-8f194f7df48e,Rwanda,government,G_RWA_01572,370306.0,GS YOVE,Secondary,-2.40628,29.19761,886ade74e9fffff,1.0,2020,00:52.6,No,ON GRID,NONE,2903,46,142.0,None,YES,3G,YES,YES,NO
1562,badeac8d-d5f9-449d-8d29-76f1c75d40e5,Rwanda,government,G_RWA_01573,540805.0,GS NDEGO II,Secondary,-1.9835,30.75052778,886ad9da0bfffff,0.94,2020,00:52.6,No,ON GRID,USB_MODEM,186,16,145.0,3G,YES,4G,YES,YES,YES
1563,4c0fa03a-6c0b-4466-b369-032ffb817c84,Rwanda,government,G_RWA_01574,540207.0,GS KIBURARA,Secondary,-1.983972222,30.65263889,886ad8aed1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,343,15,219.0,3G,YES,4G,YES,YES,YES
1564,f18822fa-3ea4-4453-a58c-45144373d107,Rwanda,government,G_RWA_01575,550505.0,GS NYABIGEGA,Secondary,-2.25444,30.61339,886ad822c9fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,381,26,231.0,3G,YES,4G,YES,YES,YES
1565,ed530218-71f4-449b-a07a-d86a672f544a,Rwanda,government,G_RWA_01576,430504.0,GS RWINZOVU,Secondary,-1.53219,29.53111,886adc7a35fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,390,14,126.0,3G,YES,4G,YES,YES,YES
1566,c8e2ceb5-dc57-456b-913f-6481351c26a6,Rwanda,government,G_RWA_01577,350703.0,GS KAVUMU B,Secondary,-1.7549722,29.6383055,886adc69d1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,507,16,139.0,3G,YES,2G,YES,YES,NO
1567,4693a1b2-e8c6-45e8-89ff-0ff51818a3cf,Rwanda,government,G_RWA_01578,351309.0,GS MAHEMBE,Secondary,-1.8990833,29.5345555,886adea589fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,532,11,125.0,3G,YES,4G,YES,YES,YES
1568,b918156c-0e56-4a28-b91a-f7ab41fd258f,Rwanda,government,G_RWA_01579,560905.0,GS NDEKWE,Secondary,-2.080277778,30.50783333,886ad8a8b3fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,592,15,141.0,3G,YES,4G,YES,YES,YES
1569,83c0e336-a4c4-4e5a-a8cb-ee8b01320e5b,Rwanda,government,G_RWA_01580,280903.0,GS NYARUBAKA,Secondary,-2.096972222,29.84247222,886ad8ce39fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,622,12,337.0,3G,YES,4G,YES,YES,YES
1570,6d1f9b9b-ddb5-4d82-8946-319f3bd63014,Rwanda,government,G_RWA_01581,371508.0,GS SHANGI,Secondary,-2.41011,29.00644,886ade7037fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,623,51,268.0,3G,YES,4G,YES,YES,YES
1571,7aef130c-2ba1-46ee-a207-bbaa2806601c,Rwanda,government,G_RWA_01583,530901.0,GS Rwimitereri,Secondary,-1.8171944,30.3490833,886ad8ba55fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,724,15,233.0,3G,YES,4G,YES,YES,YES
1572,e6907acc-8dc1-48be-9743-0b30425d08fa,Rwanda,government,G_RWA_01584,550402.0,GS GATARAMA,Secondary,-2.28925,30.73217,886ad82623fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,741,27,134.0,3G,YES,4G,YES,YES,YES
1573,a4808237-f6a3-43d5-bc7e-21983c311f1c,Rwanda,government,G_RWA_01585,371407.0,GS BIGUTU,Secondary,-2.492611111,28.98655556,886ade7a97fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,751,25,297.0,3G,YES,4G,YES,YES,YES
1574,f8100df1-fb03-49d5-8ade-9aa46265b5ce,Rwanda,government,G_RWA_01586,210905.0,EP MUSASA,Secondary,-2.38294,29.63233,886ad85a25fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,773,15,182.0,3G,YES,4G,YES,YES,YES
1575,59e33d01-7cb1-459d-97fe-b44ec7fd33ad,Rwanda,government,G_RWA_01587,561305.0,GS Kanazi,Secondary,-2.208611111,30.40888889,886ad804bbfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,884,13,80.0,3G,YES,4G,YES,YES,YES
1576,a5b0944b-b040-4418-840e-641cc4a776b9,Rwanda,government,G_RWA_01588,510603.0,GS KITAZIGURWA,Secondary,-1.874277778,30.47625,886ad8a31dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,901,25,121.0,3G,YES,4G,YES,YES,YES
1577,a27727f6-4b44-40d2-8d5c-8dc41aff4114,Rwanda,government,G_RWA_01589,351004.0,GS RUSEBEYA,Secondary,-1.959944444,29.58097222,886ad8da27fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,934,16,140.0,3G,YES,4G,YES,YES,YES
1578,c1f3adc1-da7e-4114-86f3-39a2b000f297,Rwanda,government,G_RWA_01590,110505.0,GS BUTAMWA,Secondary,-2.02683,30.025,886ad8114dfffff,0.92,2020,00:52.6,No,ON GRID,USB_MODEM,969,16,133.0,3G,YES,4G,YES,YES,YES
1579,eec9c383-9c69-4f63-957a-c86534a94a5d,Rwanda,government,G_RWA_01591,110202.0,GS NZOVE,Secondary,-1.944222222,30.00591667,886ad889e7fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1018,16,204.0,3G,YES,4G,YES,YES,YES
1580,b61e42af-eb6c-4e53-bf5e-13ed7426d0eb,Rwanda,government,G_RWA_01592,361808.0,GS MUHEHWE,Secondary,-2.63078,28.97731,886ade6a35fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1038,14,248.0,3G,YES,4G,YES,YES,YES
1581,71721f97-af02-41a7-ac1c-2e30e242bd0f,Rwanda,government,G_RWA_01593,450909.0,GS RUMULI,Secondary,-1.63556,30.00542,886ad89117fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1041,15,135.0,3G,YES,4G,YES,YES,YES
1582,4e089c5d-6cc5-4232-858a-bf260d45220d,Rwanda,government,G_RWA_01594,550705.0,GS KANKOBWA,Secondary,-2.1720277,30.8019444,886ad9cb11fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1104,28,163.0,3G,YES,3G,YES,YES,NO
1583,19ec316e-38f8-4a95-a3b5-6051be0d93a7,Rwanda,government,G_RWA_01595,120506.0,GS RWANYANZA,Secondary,-1.83247,30.06053,886ad88a8dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1139,24,129.0,3G,YES,4G,YES,YES,YES
1584,a5f9e1f7-d77f-4161-ae50-4d71374af5ac,Rwanda,government,G_RWA_01596,251605.0,GS NKUMBURE,Secondary,-2.54275,29.48358,886ada90dbfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1167,24,122.0,3G,YES,4G,YES,YES,YES
1585,2c1c6220-86f2-492c-89a3-145c3027366f,Rwanda,government,G_RWA_01597,560201.0,GS JARAMA,Secondary,-2.28025,30.38044444,886ad83a25fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1180,18,132.0,3G,YES,4G,YES,YES,YES
1586,f85aa0f4-1eb2-4390-b25e-d90bfbcb5b4d,Rwanda,government,G_RWA_01598,310306.0,GS GISHYITA,Secondary,-2.15656,29.29386,886ade3101fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1182,28,203.0,3G,YES,4G,YES,YES,YES
1587,fe1398ba-7cde-4325-b28b-6eac432d0ccc,Rwanda,government,G_RWA_01599,510807.0,GS NYARUBUYE Adventiste,Secondary,-1.8844,30.3718,886ad8b819fffff,0.9,2020,00:52.6,No,ON GRID,USB_MODEM,1241,16,274.0,3G,YES,4G,YES,YES,YES
1588,9eaae60f-bfba-4ae4-81ac-a4388ee27d8a,Rwanda,government,G_RWA_01600,330209.0,GS BUHENGERI,Secondary,-1.565027778,29.35038889,886adc4c67fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1265,32,249.0,3G,YES,4G,YES,YES,YES
1589,58be17dc-5674-4b03-8ddf-4c67c858cbbf,Rwanda,government,G_RWA_01601,561403.0,GS SANGAZA,Secondary,-2.187777778,30.40027778,886ad8048bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1362,24,196.0,3G,YES,4G,YES,YES,YES
1590,14dcc47e-9a18-4260-ac10-23174b3190fc,Rwanda,government,G_RWA_01602,550103.0,GS GAHARA,Secondary,-2.33428,30.50475,886ad8389bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1362,24,213.0,3G,YES,4G,YES,YES,YES
1591,df56e515-b9d4-43cd-82ba-7e22b94237e7,Rwanda,government,G_RWA_01603,231004.0,GS MUYIRA,Secondary,-2.72375,29.44428,886ada811dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1426,23,212.0,3G,YES,4G,YES,YES,YES
1592,276515d0-777f-45fa-a5bd-d3445e0b64cf,Rwanda,government,G_RWA_01604,210116.0,GS NYANZA B,Secondary,-2.35036,29.74592,886ad851a9fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1488,27,160.0,3G,YES,4G,YES,YES,YES
1593,fc6290b4-6f3c-4a84-a26f-653aa6cf9002,Rwanda,government,G_RWA_01605,210909.0,GS RUKAMIRA,Secondary,-2.3401388,29.5933611,886ade2587fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1501,26,134.0,3G,YES,4G,YES,YES,YES
1594,dd967d21-a399-42b9-9c29-5d56cf92c803,Rwanda,government,G_RWA_01606,251604.0,GS NGORORERO,Secondary,-2.502138889,29.51119444,886ada974bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1550,27,224.0,3G,YES,4G,YES,YES,YES
1595,dc9ea216-f54d-4467-8548-52c3494a62e5,Rwanda,government,G_RWA_01607,230402.0,GS RUSUZUMIRO,Secondary,-2.62425,29.48669,886ada821dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1622,26,186.0,3G,YES,3G,YES,YES,NO
1596,dc06e5a4-ffd3-4b55-a804-64a37a9d04cb,Rwanda,government,G_RWA_01608,511203.0,GS GISHORE,Secondary,-2.0016388,30.2376388,886ad8144dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1811,27,164.0,3G,YES,4G,YES,YES,YES
1597,3d4329e8-d454-4b0c-a6ef-8797f0d42adc,Rwanda,government,G_RWA_01609,430403.0,GS MUSEKERA,Secondary,-1.49581,29.74614,886adc753dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1933,25,182.0,3G,YES,4G,YES,YES,YES
1598,9aaec71e-8d09-4494-a768-6b5210e333ba,Rwanda,government,G_RWA_01610,210907.0,GS MWEYA,Secondary,-2.3314722,29.64175,886ad85a49fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,1977,25,185.0,3G,YES,4G,YES,NO,YES
1599,fac6ee46-54df-47cd-aa35-c135d6b8b06c,Rwanda,government,G_RWA_01611,511408.0,GS NAWE,Secondary,-2.0085,30.39308333,886ad8ab11fffff,0.94,2020,00:52.6,No,ON GRID,USB_MODEM,2624,24,211.0,3G,YES,4G,YES,YES,YES
1600,8e86db95-dac7-48b7-ba31-3702cd26cfea,Rwanda,government,G_RWA_01612,250311.0,GS GIKONGORO,Secondary,-2.46983,29.56683,886ada965dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,2884,55,159.0,3G,YES,4G,YES,YES,YES
1601,134fd8d8-6263-4ed2-ab65-e0e47fe82f59,Rwanda,government,G_RWA_01613,511101.0,GS BICUMBI,Secondary,-1.9932,30.3646,886ad8ab43fffff,0.9,2020,00:52.6,No,ON GRID,WIMAX,886,27,260.0,3.5G,YES,4G,YES,YES,YES
1602,769c129d-9b3a-4cb5-a9cb-ce2ac3e2c4f7,Rwanda,government,G_RWA_01614,350408.0,GS KAGESHI,Secondary,-1.7515,29.56191667,886adc6901fffff,0.94,2020,00:52.6,No,ON GRID,WIMAX,894,15,100.0,3.5G,YES,3G,YES,YES,NO
1603,032ab906-14e9-4084-8cf5-76c839eb231b,Rwanda,government,G_RWA_01615,120504.0,GS JABANA,Secondary,-1.86247,30.07061,886ad88ab5fffff,1.0,2020,00:52.6,No,ON GRID,WIMAX,990,23,138.0,3.5G,YES,4G,YES,YES,YES
1604,df2aa12a-6385-4b62-aee5-be52c3b7d432,Rwanda,government,G_RWA_01616,361105.0,GS MUTONGO,Secondary,-2.52989,28.87794,886ade795bfffff,1.0,2020,00:52.6,No,ON GRID,WIMAX,1380,34,274.0,3.5G,YES,4G,YES,YES,YES
1605,3e88e0b9-3bd0-4a14-8e35-90cda0dc2fb8,Rwanda,government,G_RWA_01617,521207.0,GS KABARE I,Secondary,-1.239361111,30.3535,886add5249fffff,0.96,2020,00:52.6,No,ON GRID,WIMAX,1561,32,113.0,3.5G,YES,4G,YES,YES,YES
1606,9e9fd124-0564-4572-b01a-648e92c76569,Rwanda,government,G_RWA_01618,221002.0,GS ZIVU,Secondary,-2.53989,29.80817,886ad84abbfffff,1.0,2020,00:52.6,No,ON GRID,WIMAX,2160,25,194.0,3.5G,YES,4G,YES,YES,YES
1607,eaf1187f-bf0b-48b8-98a7-3add8edde893,Rwanda,government,G_RWA_01619,260209.0,GS BUKOMERO,Secondary,-2.14653,29.74256,886ad8c8d5fffff,1.0,2020,00:52.6,No,ON GRID,WIMAX,2515,50,116.0,3.5G,YES,4G,YES,YES,YES
1608,b2c2dd52-1899-41e1-86ba-36331fe60b79,Rwanda,government,G_RWA_01620,320805.0,GS SYIKI,Secondary,-1.923138889,29.33741667,886adeaad3fffff,1.0,2020,00:52.6,No,ON GRID,WIMAX,3032,48,171.0,3.5G,YES,4G,YES,YES,YES
1609,3e4605af-389b-42c1-aa5d-2ab1ff972c33,Rwanda,government,G_RWA_01621,520305.0,EP RULINDO,Primary,-2.15575,30.00858333,886ad81801fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,845,16,50.0,3G,YES,4G,YES,YES,YES
1610,66e47639-a232-4e53-b6be-67bff90d7d4c,Rwanda,government,G_RWA_01622,120508.0,EP NGIRYI,Primary,-1.84714,30.07844,886ad88ab9fffff,1.0,2020,00:52.6,No,ON GRID,FOUR_G,437,14,159.0,4G,YES,4G,YES,YES,YES
1611,4a5bc368-4f9e-4a89-a8a2-feff20ad588f,Rwanda,government,G_RWA_01623,561003.0,EP GAHUSHYI,Primary,-2.126472222,30.60944444,886ad8adb1fffff,1.0,2020,00:52.6,No,ON GRID,FOUR_G,453,25,120.0,4G,YES,4G,YES,YES,YES
1612,bc901450-eaff-4f77-8dd5-c0455a6867c2,Rwanda,government,G_RWA_01624,120503.0,EP NYACYONGA,Primary,-1.86836,30.08125,886ad888ddfffff,1.0,2020,00:52.6,No,ON GRID,FOUR_G,589,15,260.0,4G,YES,4G,YES,YES,YES
1613,a6175d2c-1d77-4917-922c-e973fb174a63,Rwanda,government,G_RWA_01625,210204.0,EP RUSHOKA,Primary,-2.24569,29.95308,886ad856ebfffff,1.0,2020,00:52.6,No,ON GRID,FOUR_G,717,15,274.0,4G,YES,4G,YES,YES,YES
1614,39f9eede-2009-4594-87ae-781e7ad5187e,Rwanda,government,G_RWA_01626,210706.0,EP KABUYE,Primary,-2.3355555,29.8506666,886ad85529fffff,1.0,2020,00:52.6,No,ON GRID,FOUR_G,796,27,262.0,4G,YES,4G,YES,YES,YES
