,uuid,country,source,giga_school_id,source_school_id,school_name,education_level,latitude,longitude,hex8,dq_score,source_timestamp,master_timestamp,school_archive,electricity_availability,internet_availability,number_of_students,number_of_teachers,computers,connectivity_type,coverage,coverage_type,2G_coverage,3G_coverage,4G_coverage
1050,d72420c1-eb54-4679-8389-5c87bc7f69c2,Rwanda,government,G_RWA_00665,131024.0,EM AMIZERO,Primary,-2.009305556,30.39308333,886ad8ab11fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,89,4,108.0,3G,YES,4G,YES,YES,YES
1051,d2eef2fc-69ef-4576-ba91-757a14b662e4,Rwanda,government,G_RWA_00666,331104.0,EM CEAPS,Primary,-1.507083333,29.64022222,886adc71bdfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,89,4,172.0,3G,YES,4G,YES,YES,YES
1052,680b23ab-88ed-4d30-8cf0-a6a48c267d02,Rwanda,government,G_RWA_00667,280113.0,EM MUHORORO,Primary,-1.575527778,29.70075,886adc6001fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,90,2,148.0,3G,YES,4G,YES,YES,YES
1053,22b8171d-5b83-4fff-9e6e-238d8e0f31f4,Rwanda,government,G_RWA_00668,280314.0,EP NYENYERI,Primary,-1.651527778,29.85833333,886adc65e7fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,90,7,134.0,3G,YES,4G,YES,YES,YES
1054,7f6321f1-c646-4724-b2d7-0b858ce3f605,Rwanda,government,G_RWA_00670,311035.0,EP RUSASA,Primary,-1.639666667,29.66425,886adc6137fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,94,4,155.0,3G,YES,4G,YES,YES,YES
1055,f8a34ba4-613f-4682-8117-a212f9f397b5,Rwanda,government,G_RWA_00671,110922.0,EM BLESSING,Primary,-1.933,30.23291667,886ad88ca7fffff,0.89,2020,00:52.6,No,ON GRID,USB_MODEM,100,1,166.0,3G,YES,4G,YES,YES,YES
1056,2b2f90c5-9d2d-45c0-aaf3-d463c6775054,Rwanda,government,G_RWA_00672,520307.0,EP GASURA,Primary,-2.076583333,29.33172222,886ade322bfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,101,5,126.0,3G,YES,4G,YES,YES,YES
1057,d33d5fa2-d713-40b9-af25-ff8157272e51,Rwanda,government,G_RWA_00673,120443.0,EP LA FRATERNITE,Primary,-2.195194444,29.90630556,886ad8ccb7fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,102,3,100.0,3G,YES,4G,YES,YES,YES
1058,c557d172-d355-4cd5-bc8a-57665f2b5746,Rwanda,government,G_RWA_00674,240920.0,EP CYARWA,Primary,-2.626305556,29.75572222,886ad84983fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,103,1,242.0,3G,YES,4G,YES,YES,YES
1059,4adae6a5-fbbd-49bc-8f52-9ac0c92e83b7,Rwanda,government,G_RWA_00677,121211.0,EP RUGARAGARA,Primary,-2.406416667,28.94466667,886ade7143fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,109,3,145.0,3G,YES,4G,YES,YES,YES
1060,b8279270-a46a-44c7-ad44-540ec89dc956,Rwanda,government,G_RWA_00678,110415.0,EM URUMURI,Primary,-1.898555556,30.12169444,886ad88d41fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,110,4,124.0,3G,YES,4G,YES,YES,YES
1061,888cd090-7659-4085-8e3c-bc339b55a5bb,Rwanda,government,G_RWA_00679,110825.0,EM LIGHT,Primary,-1.939444444,30.07202778,886ad81245fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,114,2,248.0,3G,YES,4G,YES,YES,YES
1062,58af9f74-2aaa-4976-8f11-9dbd2ed543f3,Rwanda,government,G_RWA_00680,110831.0,EP LA FRATERNITE,Primary,-1.961388889,30.18788889,886ad88da3fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,120,5,137.0,3G,YES,4G,YES,YES,YES
1063,20fb0879-614f-4e28-a39a-34ec1f81e98e,Rwanda,government,G_RWA_00681,350704.0,EM KIGABIRO,Primary,-1.744611111,30.15325,886ad880c5fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,121,6,142.0,3G,YES,4G,YES,YES,YES
1064,01adf74a-c1a2-47dc-b799-765af992d46b,Rwanda,government,G_RWA_00682,111009.0,EM MURAMBI,Primary,-1.981166667,30.09147222,886ad81235fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,126,6,102.0,3G,YES,4G,YES,YES,YES
1065,b55f9241-80f9-497d-bf6c-339b9037d28b,Rwanda,government,G_RWA_00683,130726.0,EP MBOGO,Primary,-2.45925,29.66233333,886ad859c1fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,130,5,241.0,3G,YES,4G,YES,YES,YES
1066,dde9f780-e6d5-4167-8fae-2bebc32ee8c7,Rwanda,government,G_RWA_00685,521108.0,EM GITWA,Primary,-2.109055556,29.49352778,886ade3445fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,134,6,152.0,3G,YES,4G,YES,YES,YES
1067,ae339d64-4d4f-46f5-99e0-c3aac45eab8a,Rwanda,government,G_RWA_00686,521038.0,EP NYAGISOZI,Primary,-1.66475,30.26797222,886ad8865dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,134,6,144.0,3G,YES,4G,YES,YES,YES
1068,f74ebd14-7b40-44b6-b0b2-4f3ac924040d,Rwanda,government,G_RWA_00687,121045.0,EM INKURUNZIZA,Primary,-2.702083333,29.02213889,886ade68adfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,146,3,216.0,3G,YES,4G,YES,YES,YES
1069,c96aa637-d879-43b7-a69e-a73cc98f8fff,Rwanda,government,G_RWA_00689,281118.0,EP MUGERA,Primary,-1.698944444,29.87666667,886ad89b0dfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,151,3,167.0,3G,YES,4G,YES,YES,YES
1070,06d15c03-e3e2-46e7-94a0-63937e872b1c,Rwanda,government,G_RWA_00690,120428.0,EM TUBARERE,Primary,-2.144166667,29.74355556,886ad8c8d1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,152,4,137.0,3G,YES,4G,YES,YES,YES
1071,34eefa12-627e-4f2e-90ab-85c5d5772f2f,Rwanda,government,G_RWA_00691,311214.0,EP NYANGE,Primary,-1.638694444,29.63477778,886adc6125fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,152,8,140.0,3G,YES,4G,YES,YES,YES
1072,36d26f91-0bb3-4b57-a464-465ea5f9c95d,Rwanda,government,G_RWA_00693,521043.0,EM KIGARAMA,Primary,-1.751666667,30.38241667,886ad8b335fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,167,9,125.0,3G,YES,4G,YES,YES,YES
1073,f5d45f7b-d43c-4341-9e00-221047fa440c,Rwanda,government,G_RWA_00694,280210.0,EM HOPE,Primary,-1.584444444,29.68347222,886adc6067fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,170,5,245.0,3G,YES,4G,YES,YES,YES
1074,8ddf9364-5d1d-4ab3-ade4-285512cddf77,Rwanda,government,G_RWA_00695,281115.0,EP MURAMBI,Primary,-1.763194444,29.78522222,886adc6dc3fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,174,6,215.0,3G,YES,3G,YES,YES,NO
1075,3c90037f-4aa8-4cd9-a5db-52983adf4236,Rwanda,government,G_RWA_00697,110419.0,EM IDEMBE,Primary,-1.929138889,30.06236111,886ad8899bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,174,8,109.0,3G,YES,4G,YES,YES,YES
1076,91311414-7d56-4c34-981a-ed2dbc9f3d63,Rwanda,government,G_RWA_00698,120518.0,EP GISEKE,Primary,-2.127361111,29.68913889,886ad8c857fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,180,4,194.0,3G,YES,4G,YES,YES,YES
1077,ee63bf7f-c898-4b6a-b59e-1dcb4ca447b2,Rwanda,government,G_RWA_00700,520105.0,EP KADUHA,Primary,-2.122027778,29.51744444,886ade340bfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,184,6,125.0,3G,YES,4G,YES,YES,YES
1078,48a7fbea-002c-48d9-914e-5bf082f83edf,Rwanda,government,G_RWA_00701,520952.0,EM RUGARAMA,Primary,-1.639444444,30.31886111,886add490bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,194,7,195.0,3G,YES,3G,YES,YES,NO
1079,949272b6-4b50-4f19-998d-f2834607d023,Rwanda,government,G_RWA_00702,331021.0,EM MUBUGA,Primary,-1.504166667,30.00666667,886ad8924dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,198,5,102.0,3G,YES,4G,YES,YES,YES
1080,e8233387-f3dd-4ac2-8614-b29632f0de07,Rwanda,government,G_RWA_00703,210131.0,EP NEW VISION,Primary,-2.597111111,29.73619444,886ad849c9fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,199,4,124.0,3G,YES,4G,YES,YES,YES
1081,36208ef8-b38c-4334-ae63-d5532fa9fbde,Rwanda,government,G_RWA_00704,120429.0,EP KAGEYO,Primary,-2.155361111,29.78819444,886ad8cd4bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,200,5,164.0,3G,YES,4G,YES,YES,YES
1082,21523f6a-2725-470e-8340-b13fa81bab55,Rwanda,government,G_RWA_00705,130727.0,EP MUBUGA,Primary,-2.433277778,29.65263889,886ad8582bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,203,8,299.0,3G,YES,4G,YES,YES,YES
1083,719db262-4942-4214-a9e5-4d36cf8d9cba,Rwanda,government,G_RWA_00706,521045.0,EM MATABA,Primary,-1.73925,30.41669444,886ad8b069fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,204,10,115.0,3G,YES,4G,YES,YES,YES
1084,f9e1523e-54ce-40ca-9cb8-d3da354a0b83,Rwanda,government,G_RWA_00710,271216.0,EP COKO,Primary,-1.763916667,29.81316667,886adc6ca5fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,220,5,149.0,3G,YES,4G,YES,YES,YES
1085,7873397d-450d-4994-a193-19d6f68492be,Rwanda,government,G_RWA_00711,121128.0,EM KABUGA,Primary,-2.574027778,29.07011111,886ade61c1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,226,3,123.0,3G,YES,4G,YES,YES,YES
1086,9d4cec82-9ac5-433e-8beb-9a513dd46cfb,Rwanda,government,G_RWA_00712,120444.0,EP KARAMA,Primary,-2.179083333,29.92413889,886ad8cc97fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,230,4,83.0,3G,YES,4G,YES,YES,YES
1087,449d0fa0-3cc1-4179-9b0f-9eac1ba1e074,Rwanda,government,G_RWA_00713,331225.0,EM GATABA,Primary,-1.727666667,30.10816667,886ad88009fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,230,10,137.0,3G,YES,4G,YES,YES,YES
1088,80dd534e-202e-480b-9079-153fad868dd9,Rwanda,government,G_RWA_00714,120450.0,EM KIRWA,Primary,-2.18925,29.65047222,886ad8c9edfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,233,8,128.0,3G,YES,4G,YES,YES,YES
1089,d3360d8f-0bd3-4b67-8322-b2432ca32de5,Rwanda,government,G_RWA_00715,420602.0,EP GITOVU,Primary,-1.585194444,29.915,886adc64c1fffff,0.58,2020,00:52.6,No,ON GRID,USB_MODEM,237,20,126.0,3G,YES,4G,YES,YES,YES
1090,d7dd40eb-9a91-4861-bcd5-28f985dd123d,Rwanda,government,G_RWA_00720,120409.0,EP GITWE,Primary,-2.234527778,29.68508333,886ad8534bfffff,1.0,2020,00:52.6,No,OFF GRID,USB_MODEM,258,1,151.0,3G,YES,4G,YES,YES,YES
1091,ba5b2fb7-cf17-48e0-aeb8-4f0d836b5ef1,Rwanda,government,G_RWA_00721,110912.0,EM UTUNYANGE,Primary,-1.866694444,30.12594444,886ad88f07fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,260,5,103.0,3G,YES,4G,YES,YES,YES
1092,a5430756-13bb-4f25-87ce-43c116788e60,Rwanda,government,G_RWA_00723,110511.0,EM AMIZERO,Primary,-1.946305556,30.08691667,886ad81209fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,270,12,144.0,3G,YES,4G,YES,YES,YES
1093,7bdb5f8b-eb4a-4a8b-b6e4-1631269b9ef4,Rwanda,government,G_RWA_00725,540419.0,EP RUTOBWE,Primary,-1.977,29.80841667,886ad8c2abfffff,0.89,2020,00:52.6,No,ON GRID,USB_MODEM,280,10,100.0,3G,YES,4G,YES,YES,YES
1094,54bb790f-bf6c-4333-aa1f-acf0a2b25658,Rwanda,government,G_RWA_00726,210137.0,EP RUNGA,Primary,-2.59875,29.71233333,886ad84911fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,283,7,127.0,3G,YES,4G,YES,YES,YES
1095,7d679108-377c-4b97-865b-1948387e1ab1,Rwanda,government,G_RWA_00727,120808.0,EP LE PIGEONNIER,Primary,-1.954194444,30.44136111,886ad8aa53fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,284,20,158.0,3G,YES,4G,YES,YES,YES
1096,7485c4ec-e77d-4e65-8b79-23dc2bae611d,Rwanda,government,G_RWA_00728,120510.0,EP KABILIZI,Primary,-2.197972222,29.66311111,886ad8c9e1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,288,5,275.0,3G,YES,4G,YES,YES,YES
1097,6ce1a018-f440-461d-b781-20714524f383,Rwanda,government,G_RWA_00731,331218.0,EM INDATWA,Primary,-1.713138889,30.19730556,886ad8876bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,300,15,116.0,3G,YES,4G,YES,YES,YES
1098,4978436e-7903-4e33-be00-03046c1de424,Rwanda,government,G_RWA_00732,430223.0,EM RUGARAMA,Primary,-1.888888889,29.30516667,886adea12bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,312,10,121.0,3G,YES,4G,YES,YES,YES
1099,0866a178-e74a-4040-b89d-83d237225b56,Rwanda,government,G_RWA_00734,450911.0,EM LIGHT,Primary,-2.108944444,30.47177778,886ad83269fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,317,20,133.0,3G,YES,4G,YES,YES,YES
1100,60ffae3b-cb3d-401a-8ef3-4a5d68f6b35c,Rwanda,government,G_RWA_00735,310928.0,EP NTONDE,Primary,-1.609222222,29.6425,886adc610dfffff,0.96,2020,00:52.6,No,ON GRID,USB_MODEM,319,8,140.0,3G,YES,4G,YES,YES,YES
1101,5c2ded6c-7b19-4bcd-b112-1936a1e8b416,Rwanda,government,G_RWA_00738,441001.0,EM HOPE,Primary,-2.122472222,30.49388889,886ad83207fffff,1.0,2020,00:52.6,No,ON GRID,usB_MODEM,325,20,235.0,3G,YES,4G,YES,YES,YES
1102,85b4829e-c4b5-48ab-a83f-28158a8d087c,Rwanda,government,G_RWA_00739,130815.0,EP BITARE,Primary,-2.454111111,29.67669444,886ad859ddfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,326,8,276.0,3G,YES,4G,YES,YES,YES
1103,0a679157-8a2a-46a9-b89a-65470d998380,Rwanda,government,G_RWA_00741,361252.0,EP GISUNZU,Primary,-2.795833333,29.722,886adaba39fffff,0.92,2020,00:52.6,No,ON GRID,USB_MODEM,342,13,151.0,3G,YES,4G,YES,YES,YES
1104,2de12d7b-1fc9-405e-8414-ca20e78a5717,Rwanda,government,G_RWA_00742,520904.0,EP NEMBA,Primary,-2.093222222,29.3865,886ade32abfffff,0.62,2020,00:52.6,No,ON GRID,USB_MODEM,345,16,130.0,3G,YES,4G,YES,YES,YES
1105,4a830af1-7306-4604-8684-f69cdd208361,Rwanda,government,G_RWA_00743,351313.0,EP GITWA,Primary,-2.763555556,29.82747222,886adab18bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,345,20,151.0,3G,YES,4G,YES,YES,YES
1106,cb297461-f0f3-4301-8082-697526d3c050,Rwanda,government,G_RWA_00744,341004.0,EP NYARUBUYE,Primary,-1.545166667,29.65952778,886adc6357fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,365,16,107.0,3G,YES,4G,YES,YES,YES
1107,645647cd-4172-45e2-bf74-77500d3f3cd6,Rwanda,government,G_RWA_00745,341002.0,EM MURAMBI,Primary,-1.549305556,29.69252778,886adc6049fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,366,20,113.0,3G,YES,4G,YES,YES,YES
1108,fbc426dd-ba1e-4bd2-98e5-dfa412a0752a,Rwanda,government,G_RWA_00746,340604.0,EP NYAGISOZI,Primary,-1.542861111,29.67519444,886adc6225fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,367,20,222.0,3G,YES,4G,YES,YES,YES
1109,2c423e79-5651-49dc-b039-37088b951516,Rwanda,government,G_RWA_00747,340802.0,EM KABUGA,Primary,-1.549416667,29.69258333,886adc6049fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,367,20,337.0,3G,YES,4G,YES,YES,YES
1110,0b373aeb-d10e-4f9f-b9a0-f6b1bbba6418,Rwanda,government,G_RWA_00748,420312.0,EP NYAKABUYE,Primary,-2.327083333,29.73116667,886ad85113fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,368,9,117.0,3G,YES,4G,YES,YES,YES
1111,7ec08d0a-d674-4fe6-83dc-36a8354c38a0,Rwanda,government,G_RWA_00749,331125.0,EM KIBUYE,Primary,-1.543055556,29.62111111,886adc6369fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,376,20,350.0,3G,YES,4G,YES,YES,YES
1112,5087d3ff-7e5e-4ebe-b9d0-d41c6349c7a0,Rwanda,government,G_RWA_00750,131009.0,EM GITWA,Primary,-2.521361111,29.59727778,886ada96e7fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,377,16,145.0,3G,YES,4G,YES,YES,YES
1113,6ea13256-43b2-4543-bacc-e9caa0e3a29a,Rwanda,government,G_RWA_00751,410310.0,EP ST JOSEPH,Primary,-2.350583333,29.74672222,886ad851a9fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,378,18,67.0,3G,YES,4G,YES,YES,YES
1114,730f0ca1-6fbe-420c-9a9a-854a1e9e0b1b,Rwanda,government,G_RWA_00752,331101.0,EP KIVUMU,Primary,-1.498361111,29.59255556,886adc7137fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,379,20,254.0,3G,YES,4G,YES,YES,YES
1115,35de9c22-8d32-4626-a182-43ff9d37f4a1,Rwanda,government,G_RWA_00753,331022.0,EP RUSAMBU,Primary,-1.539694444,29.54486111,886adc7859fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,380,11,132.0,3G,YES,4G,YES,YES,YES
1116,fbbcbd1b-0940-480e-a077-858b7f97b16f,Rwanda,government,G_RWA_00755,120427.0,EP RUNYINYA,Primary,-1.931972222,30.30302778,886ad8b907fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,401,10,200.0,3G,YES,4G,YES,YES,YES
1117,6973bc37-2602-45c0-a5cc-9bf9b2c484d4,Rwanda,government,G_RWA_00756,521029.0,EM RUBIRA,Primary,-1.598083333,30.30158333,886add4b2bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,408,10,108.0,3G,YES,4G,YES,YES,YES
1118,20645241-aa08-443e-9253-b909ca1d58be,Rwanda,government,G_RWA_00759,210618.0,EM KARAMBI,Primary,-2.033944444,30.37277778,886ad8ab35fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,420,17,129.0,3G,YES,4G,YES,YES,YES
1119,51e06b37-31bd-4791-8924-b7f316a4cf8a,Rwanda,government,G_RWA_00760,120446.0,EP GAKO,Primary,-2.170611111,29.87352778,886ad8cce1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,427,13,194.0,3G,YES,4G,YES,YES,YES
1120,5a3df5d5-5b10-4e57-b81c-367d0ac20502,Rwanda,government,G_RWA_00762,130223.0,EM IKIREZI,Primary,-1.905972222,30.35294444,886ad8b83dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,448,20,131.0,3G,YES,4G,YES,YES,YES
1121,6d3fdb57-cbad-4386-8ee7-f96b5626513b,Rwanda,government,G_RWA_00763,130212.0,EP Victorious Academy,Primary,-1.939444444,30.45244444,886ad8a163fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,454,20,101.0,3G,YES,4G,YES,YES,YES
1122,a7532d46-d415-4c67-b934-c5fdda435cc5,Rwanda,government,G_RWA_00764,571042.0,EP REMERA,Primary,-2.790416667,29.47536111,886ada8f4dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,459,23,135.0,3G,YES,4G,YES,YES,NO
1123,d496ca52-cb6f-4beb-9b31-ae24c9e7ddab,Rwanda,government,G_RWA_00766,520328.0,EM KAVUMU,Primary,-2.191138889,30.13416667,886ad80157fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,485,7,101.0,3G,YES,4G,YES,YES,YES
1124,59f8d95b-fa66-4ba2-a4cb-da167eb2741f,Rwanda,government,G_RWA_00767,331226.0,EM KARAMBI,Primary,-1.713888889,30.09838889,886ad88041fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,489,26,173.0,3G,YES,4G,YES,YES,YES
1125,ec117cf1-78ef-4813-bfb3-a115a39b9777,Rwanda,government,G_RWA_00770,340918.0,EP KARAMBI,Primary,-1.520444444,30.10522222,886adc2de5fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,514,20,280.0,3G,YES,4G,YES,YES,YES
1126,71ce997e-28e4-469f-95ca-3d8b86766d1b,Rwanda,government,G_RWA_00771,210138.0,EP NGOMA,Primary,-2.599833333,29.731,886ad849c1fffff,0.58,2020,00:52.6,No,ON GRID,USB_MODEM,520,12,137.0,3G,YES,4G,YES,YES,YES
1127,dc15ad26-5911-43fe-a701-fcfa96304231,Rwanda,government,G_RWA_00772,571034.0,EP BITARE,Primary,-2.671527778,29.66369444,886ada845bfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,525,11,131.0,3G,YES,4G,YES,YES,YES
1128,04c4eb4f-32e5-4fa9-98ae-9945be05f981,Rwanda,government,G_RWA_00773,281116.0,EM GATABA,Primary,-1.692833333,29.81938889,886adc6eabfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,527,7,187.0,3G,YES,4G,YES,YES,YES
1129,da24c99d-6056-43e5-a1b7-0b9b01f9045d,Rwanda,government,G_RWA_00775,270817.0,ITETERO NURSERY SCHOOL,Primary,-2.07583,29.75528,886ad8c1adfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,555,20,310.0,3G,YES,4G,YES,YES,YES
1130,d35218f2-794b-4178-b6ea-8a87e749111c,Rwanda,government,G_RWA_00776,110408.0,EM CEAPS,Primary,-1.967694444,30.06775,886ad81229fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,568,13,50.0,3G,YES,4G,YES,YES,YES
1131,5628ada1-0782-48fc-894a-8144295a4e8b,Rwanda,government,G_RWA_00777,110823.0,EM IKIREZI,Primary,-1.939805556,30.07675,886ad81247fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,569,16,125.0,3G,YES,4G,YES,YES,YES
1132,2f0531cf-923d-4264-8919-3452c0301738,Rwanda,government,G_RWA_00778,521318.0,EM MURAMBI,Primary,-2.202638889,30.09402778,886ad80165fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,600,12,263.0,3G,YES,4G,YES,YES,YES
1133,8e9e0885-0e94-4f5f-ab71-c05b19855797,Rwanda,government,G_RWA_00779,521302.0,EM RUBIRIZI,Primary,-1.657277778,30.40488889,886add48a5fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,600,12,142.0,3G,YES,3G,YES,YES,NO
1134,5935f759-206d-4dc9-9391-bd6a04f4ace3,Rwanda,government,G_RWA_00780,350107.0,EP KARAMBO,Primary,-1.505305556,30.11305556,886adc2dc5fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,600,30,137.0,3G,YES,2G,YES,YES,NO
1135,db57f4cf-5ded-42b0-a98b-217a4711e207,Rwanda,government,G_RWA_00781,571007.0,EP RUSUZUMIRO,Primary,-2.62425,29.48669444,886ada821dfffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,609,12,118.0,3G,YES,3G,YES,YES,NO
1136,853166bd-effe-4806-8eaa-2f3e8cb20bf7,Rwanda,government,G_RWA_00783,520504.0,EM RUGARAMA,Primary,-2.224416667,30.15622222,886ad801e1fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,650,13,198.0,3G,YES,4G,YES,YES,YES
1137,ee5ae1b6-9e82-476a-8b3b-68e766974c49,Rwanda,government,G_RWA_00784,520552.0,EM ITETERO,Primary,-2.218027778,30.06916667,886ad80a43fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,650,13,153.0,3G,YES,4G,YES,YES,YES
1138,bc224508-9616-439e-a7a8-7e83de63da86,Rwanda,government,G_RWA_00785,521323.0,EP KARAMBI,Primary,-1.395111111,30.23263889,886adc25b9fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,650,13,105.0,3G,YES,4G,YES,YES,YES
1139,5766c610-bbc0-4a3f-aec0-cae5f2d23523,Rwanda,government,G_RWA_00786,560607.0,EM KARAMA,Primary,-2.072833333,29.78644444,886ad8c1b9fffff,1.0,2020,00:52.6,No,ON GRID,USB_MODEM,652,33,122.0,3G,YES,4G,YES,YES,YES
1140,53119094-a4be-4c7c-9faf-059972c104f4,Rwanda,government,G_RWA_00787,560515.0,EP MPINGA,Primary,-1.93125,29.68997222,886ad8d1abfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,656,11,203.0,3G,YES,4G,YES,YES,YES
1141,78e5f0a8-5a3a-4377-bc37-f694c2c04524,Rwanda,government,G_RWA_00788,560504.0,EP NYAMATETE,Primary,-1.986916667,29.69172222,886ad8c329fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,672,12,294.0,3G,YES,4G,YES,YES,YES
1142,db0690a8-56c4-469c-9b2a-5215956632f8,Rwanda,government,G_RWA_00789,560501.0,EP RUKOMA,Primary,-1.813777778,29.70941667,886ad8d2edfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,682,23,162.0,3G,YES,4G,YES,YES,YES
1143,3bc1437b-17b1-41a0-be71-014ec8040f1e,Rwanda,government,G_RWA_00790,560403.0,EP NYENYERI,Primary,-1.802611111,29.72713889,886ad8d2c7fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,687,18,142.0,3G,YES,4G,YES,YES,YES
1144,5e10370f-792b-45f4-8b96-548177f604f6,Rwanda,government,G_RWA_00791,551110.0,EP NTUNGAMO,Primary,-1.799638889,29.76305556,886ad8d2d3fffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,691,27,278.0,3G,YES,4G,YES,YES,NO
1145,11c785a2-cf12-49c5-a6ef-4b6c50c54b39,Rwanda,government,G_RWA_00793,551106.0,EP GITWA,Primary,-1.852472222,29.74855556,886ad8d0ddfffff,0.67,2020,00:52.6,No,ON GRID,USB_MODEM,706,17,205.0,3G,YES,2G,YES,YES,NO
1146,aed7fa11-d47e-46c4-8e25-469f625096c8,Rwanda,government,G_RWA_00794,551105.0,EP NYUNDO,Primary,-1.830833333,29.745,886ad8d2b9fffff,0.58,2020,00:52.6,No,ON GRID,USB_MODEM,707,17,133.0,3G,YES,2G,YES,YES,NO
