uuid,country,source,school_id,giga_school_id,name,education_level,lat,lon,hex8,dq_score,source_timestamp,master_timestamp,school_archive,electricity_availability,connectivity,student_count,teacher_count,computer_count,computer_lab,fiber_node_distance,nearest_school_distance,Schools_within_1km,Schools_within_3km,Schools_within_10km,nearest_celltower_id,nearest_celltower_distance,2G,3G,4G,pop_within_1km,pop_within_3km,pop_within_7km
b4218644-52aa-3da9-8bfd-b60ef9e60912,Sierra Leone,government,,G_SL_000001,BADRUDEEN ISLAMIC PRIMARY SCHOOL,Primary,7.988612,-10.64796,8875b084a9fffff,0.67,2020,44390.5956,No,No,No,117,4,,No,33.46902583,0.12633239,6,24,293,334,12.17150787,1,0,0,4848,35964,188977
84b52390-a1a8-3e1d-b2f3-1bebde50f350,Sierra Leone,government,,G_SL_000002,KAILAHUNTER DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,Primary,7.822542,-10.92325,8875b00213fffff,0.67,2020,44390.5956,No,No,No,111,3,,No,19.54802561,1.485852295,5,22,697,295,19.03215061,1,0,0,5974,30875,202648
70074963-6cd0-3cd8-a574-78e5acbfefb8,Sierra Leone,government,,G_SL_000003,BADRUDIEN ISLAMIC  PRIMARY  SCHOOL,Primary,8.282627,-10.37537,8875b5533dfffff,0.67,2020,44390.5956,No,No,No,190,4,,No,42.96569056,0.138126582,20,51,211,225,20.18432821,1,0,0,21535,64975,197856
e734f64f-4ad4-3a17-9d55-9e032a6cca5e,Sierra Leone,government,,G_SL_000004,KAILAHUN  DISTRICT  EDUCATION  COMMITTEE  PRE-SCHOOL,Primary,8.283335,-10.37064,8875b55339fffff,0.67,2020,44390.5956,No,No,No,55,2,,No,43.18508338,0.004263215,19,52,211,225,20.70700382,1,0,0,21834,64932,194285
bbc80ca5-4e5f-3896-b1f3-6c2f87f5b61e,Sierra Leone,government,,G_SL_000005,KAILAHUN  DISTRICT  EDUCATION  COMMITTEE  PRIMARY  SCHOOL,Primary,8.206346,-10.34603,8875b550a5fffff,0.67,2020,44390.5956,No,No,No,133,3,,No,51.8405347,1.692872548,4,32,207,225,24.75088451,0,0,0,7381,51201,129553
25f2152e-99b2-356c-969a-ef3d417e998b,Sierra Leone,government,,G_SL_000006,KAILAHUN  DISTRICT  EDUCATION  COMMITTEE PRIMARY  SCHOOL,Primary,8.170468,-10.35651,8875b54205fffff,0.67,2020,44390.5956,No,No,No,190,3,,No,54.74238435,2.515011089,2,14,209,225,25.2848667,0,0,0,4377,26864,112449
f1e92c26-d024-3374-bc2c-815e815a6105,Sierra Leone,government,,G_SL_000007,MAKPADU  COMMUNITY  PRIMARY  SCHOOL,Primary,8.235952,-10.32845,8875b55013fffff,0.67,2020,44390.5956,No,No,No,200,5,,No,50.12963947,1.635105806,3,35,198,225,25.79143863,0,0,0,9984,54026,134481
2fe103f2-75d9-35e6-b6f0-23e3a33a9740,Sierra Leone,government,,G_SL_000008,CATHOLIC SECONDARY AND VOCATIONAL SCHOOL,Secondary,8.235594,-10.71566,8875b0901dfffff,0.67,2020,44390.5956,No,No,No,150,8,,No,26.66368277,0.725900191,4,27,374,241,12.67783968,1,1,0,5832,32218,225374
ce6b530b-28b9-3185-9a1c-620fdd06055d,Sierra Leone,government,,G_SL_000009,CHRIST STANDARD SENIOR SECONDARY SCHOOL,Secondary,8.087399,-10.81387,8875b0813bfffff,0.67,2020,44390.5956,No,Yes,No,78,7,3,Yes,18.15982568,0.021659843,9,45,452,330,8.527816372,1,0,0,6219,43643,296895
3c2d54ed-fe6f-39c4-b032-280d3758a949,Sierra Leone,government,,G_SL_000010,JOKIE ISLAMIC PRIMARY SCHOOL,Primary,8.141449,-10.81585,8875b08325fffff,0.67,2020,44390.5956,No,No,No,105,3,,No,21.87182278,0.778027921,3,46,498,334,13.32157511,1,0,0,2656,43451,275386
2949de18-6d90-3d83-bfca-34a0f5dfde8c,Sierra Leone,government,,G_SL_000011,JOY OF SISTERHOOD JUNIOR  SECONDARY SCHOOL,Secondary,8.267695,-10.5629,8875b42ccdfffff,0.61,2020,44390.5956,No,Yes,No,24,7,,No,36.97942764,0.215257132,46,73,316,225,1.327200374,1,1,0,38651,65008,207568
cc7f8bbf-721e-38e8-a133-fddb3a80a07d,Sierra Leone,government,,G_SL_000012,IMMAM JAWARD ISLAMIC PRIMARY SCHOOL,Primary,7.994711,-10.94817,8875b01349fffff,0.67,2020,44390.5956,No,No,No,200,7,,No,0.442577374,0.258073891,28,69,829,295,0.721090315,1,0,0,21443,59193,278789
1f573258-cd55-37b6-a548-d5443152659f,Sierra Leone,government,,G_SL_000013,KONA ISLAMIC JUNIOR SECONDARY SCHOOL,Secondary,8.046597,-10.96209,8875b0893dfffff,0.67,2020,44390.5956,No,No,No,27,4,,No,5.604571322,0.297333555,8,67,779,290,2.424018014,1,0,0,5285,62983,295073
483e6d18-ea65-3734-8ac3-630446359c7f,Sierra Leone,government,,G_SL_000014,PROVINCIAL ISLAMIC PRIMARY SCHOOL,Primary,7.996661,-10.8506,8875b08d4dfffff,0.61,2020,44390.5956,No,No,No,203,8,,No,11.11590544,0.613392256,36,66,422,288,1.496906078,1,0,0,30046,67148,304706
c84792c1-b61e-3ac0-aacc-3e66e108bab9,Sierra Leone,government,,G_SL_000015,FINDA ABIE HOPE MEMORIAL PRESCHOOL,Primary,8.097764,-10.69777,8875b08295fffff,0.67,2020,44390.5956,No,No,No,75,4,,No,30.09800632,0.243256037,18,40,394,332,0.603620395,1,1,0,20253,52705,237473
6750fc88-348d-3e67-a09c-dfc18f10781d,Sierra Leone,government,,G_SL_000016,KLDEC SCHOOL,Primary,8.388824,-10.85653,8875b4629bfffff,0.67,2020,44390.5956,No,No,No,50,2,,No,4.875457011,2.117472896,5,30,669,214,28.51790095,1,0,0,3981,21894,109613
0e442936-6937-3821-9e4e-0c459fa94150,Sierra Leone,government,,G_SL_000017,KM DEC  SCHOOL  GEIMA,Primary,7.770135,-11.14061,8875b00b31fffff,0.67,2020,44390.5956,No,No,No,58,2,,No,12.79261265,0.013259118,5,43,677,258,11.33516616,1,1,0,4648,38361,387276
0a2d2891-74be-3646-9bd0-026eb6d0b650,Sierra Leone,government,,G_SL_000018,KM DEC PRE SCHOOL,Primary,7.753882,-11.19474,8875b0465bfffff,0.67,2020,44390.5956,No,No,No,56,2,,No,13.65852771,0.030544005,5,35,666,258,10.6779856,1,1,0,3211,30052,404239
e4082e4d-978f-3450-bd6f-048ab6656dd5,Sierra Leone,government,,G_SL_000019,UNITED ISLAMIC PRIMARY SCHOOL,Primary,7.660082,-11.18757,8875b07329fffff,0.67,2020,44390.5956,No,No,No,58,2,,No,23.99163282,1.839471138,4,36,597,258,21.07914527,0,0,0,1503,23661,233025
21540c55-1478-36f4-987c-4b739158b4fe,Sierra Leone,government,,G_SL_000020,K.D.C. PRIMARY SCHOOL,Primary,8.473161,-11.43808,8875b6b861fffff,0.67,2020,44390.5956,No,No,No,73,2,,No,18.48304249,0.007711102,19,38,313,80,50.44866433,1,0,0,5360,26056,135732
e5a9d55d-d3ca-34f6-b4a9-bb07a93b267c,Sierra Leone,government,,G_SL_000021,K.M.D.E.C,Primary,8.473108,-11.43813,8875b6b861fffff,0.67,2020,44390.5956,No,No,No,71,4,,No,18.48766206,0.002670724,19,38,313,80,50.44598445,1,0,0,5360,26083,135672
1176bb96-19e3-3b50-a273-b3241cea53c9,Sierra Leone,government,,G_SL_000022,NATIONAL ISLAMIC PRIMARY SCHOOL,Primary,8.419744,-11.50332,8875b61689fffff,0.67,2020,44390.5956,No,No,No,235,2,,No,24.24614524,0.010643686,13,34,323,80,46.98823024,1,0,0,4771,23832,115575
3a77dbac-7ec7-3498-9071-b9d46cb565bf,Sierra Leone,government,,G_SL_000023,U.M.C. PRIMARY SCHOOL,Primary,8.420941,-11.50397,8875b61689fffff,0.67,2020,44390.5956,No,No,No,167,4,,No,24.12534091,0.000110598,13,35,323,80,46.85503084,1,0,0,4641,23876,115231
936a5b21-15d1-3985-ab9f-1480972bc11d,Sierra Leone,government,129102401,G_SL_000024,"ABSON PROGRESSIVE ACADEMY SENIOR SECONDARY SCHOOL  (KPETEWOMA SECTION, KPETEWOMA TOWN (7.869749 ; -11.19463)",Secondary,7.869801,-11.19465,8875b0562bfffff,0.67,2020,44390.5956,No,No,No,344,7,,No,1.329044986,0.003451044,317,394,738,278,0.137748865,1,1,1,194811,276937,424134
bf27e86a-19af-3b73-abda-96f84aaff04b,Sierra Leone,government,129102401,G_SL_000025,"ADAL ACADEMY SENIOR SECONDARY SCHOOL KENEMA  (GBO KAKAJAMA SECTION, KENEMA TOWN (7.8832 ; -11.18772)",Secondary,7.883412,-11.18754,8875b0560dfffff,0.67,2020,44390.5956,No,Yes,Yes,81,8,6,Yes,0.762443346,0.006902,318,392,734,283,0.272072011,1,1,1,200746,276534,426132
49b2ec00-ddbb-3596-ad3a-a5a9e47d390a,Sierra Leone,government,,G_SL_000026,CHRISTIANA LIFE PREPARATORY SCHOOL,Primary,7.872076,-11.20616,8875b0562dfffff,0.67,2020,44390.5956,No,No,No,129,6,,No,2.39615594,0.014214622,266,388,741,305,0.638769043,1,1,1,156261,275246,426494
01c72c9c-f140-3ffa-895d-3d584b56239b,Sierra Leone,government,,G_SL_000027,CHRISTINA LIFE PRE-SCHOOL,Primary,7.872143,-11.20605,8875b0562dfffff,0.67,2020,44390.5956,No,No,No,20,2,,No,2.382662878,0.014214622,267,388,741,305,0.624555189,1,1,1,157535,275273,426453
1c130a44-6b48-386d-b0db-d68255ad4c70,Sierra Leone,government,129103329,G_SL_000028,"CONVENT OF CHILDREN INTERNATIONAL ACADEMY  (KENEMA CITY SECTION, KENEMA TOWN (7.887409 ; -11.19304)",Secondary,7.887321,-11.19304,8875b0566bfffff,0.67,2020,44390.5956,No,No,No,13,6,,No,1.44532725,0.006612141,282,388,739,335,0.13246612,1,1,1,180258,276267,426445
b80265c5-f0f7-3ca7-acc0-5a6223e3caa6,Sierra Leone,government,129103419,G_SL_000029,"CONVENT OF CHILDREN INTERNATIONAL ACADEMY  (KENEMA CITY SECTION, KENEMA TOWN (7.887409 ; -11.19304)",Secondary,7.887288,-11.19309,8875b0566bfffff,0.67,2020,44390.5956,No,No,No,74,8,,No,1.445842286,0.002205467,284,388,739,335,0.12908454,1,1,1,180199,276298,426480
b992bbf9-9350-3eb5-90a3-67667dd222a3,Sierra Leone,government,,G_SL_000030,DAAWA ISLAMIC JUNIOR SECONDARY SCHOOL KENEMA,Secondary,7.883579,-11.17607,8875b05643fffff,0.67,2020,44390.5956,No,No,No,362,16,,No,1.224399926,0.081920134,282,392,736,207,0.760173276,1,1,1,189813,276286,425761
92fb1031-0b71-3ce2-a0e0-8bb05a11725a,Sierra Leone,government,,G_SL_000031,DAAWA ISLAMIC PRIMARY SCHOOL LUMBEBU KENEMA,Primary,7.88428,-11.17583,8875b05643fffff,0.67,2020,44390.5956,No,No,No,472,15,,No,1.292597159,0.081920134,278,392,736,207,0.80156498,1,1,1,187704,276222,425709
95a0990d-c9f0-3e9e-88d0-9b130e34663e,Sierra Leone,government,,G_SL_000032,"EASTERN POLITECHNIC PRE-SCHOOL KENEMA  (GBO KAKAJAMA SECTION, KENEMA TOWN (7.877046 ; -11.18219)",Primary,7.875646,-11.18072,8875b05601fffff,0.67,2020,44390.5956,No,No,No,99,4,,No,0.495172437,0.01310375,328,391,735,275,0.600556324,1,1,1,209261,276797,425701
98968d0a-3a93-36dd-84c0-52382a0f404c,Sierra Leone,government,129103102,G_SL_000033,"ECHELON PROVIDENCE PRIVATE SCHOOL  (GBOKAKAJAMA SECTION, KENEMA TOWN (7.862557 ; -11.19178)",Primary,7.8626,-11.19196,8875b0563dfffff,0.61,2020,44390.5956,No,Yes,No,52,2,,No,1.767880042,0.019212853,309,392,732,296,0.538196487,1,1,1,188163,276388,423275
c61bcd4f-7b30-3999-99f2-5aa467f54588,Sierra Leone,government,,G_SL_000034,JOSEPHINE & JUSTIN ACADEMY PRIMARY FOR GIRLS,Primary,7.851062,-11.18722,8875b05633fffff,0.67,2020,44390.5956,No,No,No,150,6,,No,2.879048192,0.241598913,227,389,730,323,1.313363031,1,1,1,152009,277287,422343
f998bdbf-a3ee-3e71-8035-157aea19574b,Sierra Leone,government,,G_SL_000035,MAHIFATA COMMUNITY PRIMARY SCHOOL  KENEMA,Primary,7.880161,-11.17977,8875b05609fffff,0.67,2020,44390.5956,No,No,No,260,12,,No,0.674421719,0,322,391,734,207,0.43093128,1,1,1,203159,276213,425602
cad682f9-9bd8-3bb4-b7f4-279cdb3306dd,Sierra Leone,government,,G_SL_000036,MAHINFATA COMMUNITY PRIMARY SCHOOL  KENEMA,Primary,7.880161,-11.17977,8875b05609fffff,0.67,2020,44390.5956,No,No,No,260,12,,No,0.674421719,0,322,391,734,207,0.43093128,1,1,1,203159,276213,425602
1c1ae629-60b6-37d9-8569-ca7aad072f13,Sierra Leone,government,,G_SL_000037,MODEL CAN ACADEMY JUNIOR SECONDARY SCHOOL,Secondary,7.874735,-11.19558,8875b05605fffff,0.67,2020,44390.5956,No,No,No,10,7,,No,1.193310451,0.01089832,324,392,736,208,0.287054389,1,1,1,196595,276806,423041
cf1ea707-89fc-3914-9592-cdea152bf858,Sierra Leone,government,,G_SL_000038,MURANDA INTERNATIONAL  PRIVATE SCHOOL,Primary,7.876708,-11.18905,8875b05605fffff,0.67,2020,44390.5956,No,No,No,16,3,,No,0.447781608,0.015279069,333,393,734,324,0.113622379,1,1,1,205977,277281,425660
21a920f5-f84e-3a1d-877a-495a9a9e7f44,Sierra Leone,government,,G_SL_000039,MURANDA INTERNATIONAL PRIVATE SCHOOL,Primary,7.876791,-11.18885,8875b0560dfffff,0.67,2020,44390.5956,No,No,No,50,7,,No,0.425188963,0.009925468,330,393,734,324,0.133526725,1,1,1,206511,277281,425948
19d4d666-d019-35fd-a07f-b50c387ba0da,Sierra Leone,government,,G_SL_000040,MURANDA INTERNATIONAL PRIVATE SCHOOL,Secondary,7.876792,-11.18894,8875b0560dfffff,0.67,2020,44390.5956,No,No,No,11,7,,No,0.435093601,0.009925468,331,393,734,324,0.127924061,1,1,1,206129,277218,425693
2f1c7ca0-902f-3da7-b868-bdbba178b974,Sierra Leone,government,,G_SL_000041,MUWODA,Primary,7.880308,-11.17513,8875b05655fffff,0.67,2020,44390.5956,No,Yes,No,33,3,,No,1.148262681,0.00690202,292,392,736,207,0.889030233,1,1,1,193394,276522,425786
0f18cbf2-87f5-3853-b3e1-e939d330ad8d,Sierra Leone,government,129103313,G_SL_000042,"NATIONAL ISLAMIC PRIMARY  (GBOLAMBAYAMA SECTION, HOTAGUAH STRRET TOWN (7.860107 ; -11.19831)",Primary,7.860135,-11.19826,8875b05623fffff,0.67,2020,44390.5956,No,No,No,401,18,,No,2.370068408,0.013985316,275,390,732,315,0.225221703,1,1,1,169341,277102,420645
60f6b92b-d020-33f2-a58b-2f2bd3e7e07c,Sierra Leone,government,,G_SL_000043,NEW ENGLAND COMMUNITY ACADEMY JSS,Secondary,7.879519,-11.19847,8875b05663fffff,0.67,2020,44390.5956,No,Yes,No,10,3,,No,1.511309076,0.013732631,312,388,738,305,0.573313719,1,1,1,183631,276402,424944
33010690-c599-3d2a-85af-98cbbba78f49,Sierra Leone,government,,G_SL_000044,NEW ENGLAND COMMUNITY ACADEMY PRIMARY SCHOOL,Primary,7.879593,-11.19837,8875b05663fffff,0.67,2020,44390.5956,No,Yes,No,13,3,,No,1.502012729,0.013732631,313,388,738,305,0.586145007,1,1,1,183935,276496,425139
3c3f933a-f607-3ac6-9eaf-1bb8fe530d96,Sierra Leone,government,,G_SL_000045,NONGOWA VOCATIONAL JUNIOR SECONDARY SCHOOL,Secondary,7.906446,-11.16891,8875b0cca3fffff,0.67,2020,44390.5956,No,No,No,50,8,,No,3.708557366,0.205618645,123,390,753,286,0.088449756,1,1,1,94970,273686,432224
5aef1ee9-d1e5-3a2f-a11c-fb4036dfa1f0,Sierra Leone,government,,G_SL_000046,SEVENTH -DAY ADVENTIST PRE - SCHOOL,Primary,7.86956,-11.18385,8875b05603fffff,0.67,2020,44390.5956,No,No,No,16,1,,No,0.832549261,0.016839034,321,393,735,328,0.353144319,1,1,1,204042,277474,426174
40133a2e-2304-3cc3-82ab-9fa341eba58a,Sierra Leone,government,,G_SL_000047,CHARITABLE COMMUNITY PRIMARY SCHOOL,Primary,7.620267,-11.32312,8875b07b61fffff,0.67,2020,44390.5956,No,No,No,72,3,,No,32.22284263,3.598643506,1,18,524,246,26.08137192,0,0,0,966,21109,118065
7887ed11-8c5c-3d18-89b9-1afddb83726a,Sierra Leone,government,,G_SL_000048,AFRICA ISLAMIC JUNIOR SECONDARY SCHOOL,Secondary,8.212241,-11.05186,8875b0d2b9fffff,0.67,2020,44390.5956,No,No,No,290,8,,No,21.27342013,0.013874105,40,83,391,290,23.0896168,1,0,0,35550,84891,210825
004a52f2-e2c5-37dc-a0db-d51e5ad1c7f4,Sierra Leone,government,,G_SL_000049,AFRICA ISLAMIC PRIMARY SCHOOL,Primary,8.212203,-11.05198,8875b0d2b9fffff,0.67,2020,44390.5956,No,No,No,119,3,,No,21.26572169,0.013874105,40,83,391,290,23.09167569,1,0,0,35550,85126,210660
5f0ccc55-e865-3ab2-b58d-4a9ff7f036bc,Sierra Leone,government,,G_SL_000050,SLMB  PRESCHOOL,Primary,8.180319,-11.12884,8875b0d1d5fffff,0.67,2020,44390.5956,No,No,No,58,3,,No,17.10791314,0.012929019,15,66,461,239,19.08298232,1,0,0,10840,62915,201890
e78c813f-67e1-39e9-8878-aa5d42068eaa,Sierra Leone,government,,G_SL_000051,AL-FATTAH ISLAMIC PRIMARY SCHOOL,Primary,7.873605,-11.10249,8875b01825fffff,0.67,2020,44390.5956,No,No,No,100,3,,No,9.10666296,1.307345189,5,286,752,243,7.724329582,1,1,1,4058,203138,433565
cd2a86ac-af92-31d5-8219-14238944682e,Sierra Leone,government,,G_SL_000052,HOPE ACADEMY PRIMARY SCHOOL,Primary,7.853343,-11.17161,8875b056e9fffff,0.67,2020,44390.5956,No,No,No,82,4,,No,3.004292653,0.456163586,169,399,729,302,1.999272577,1,1,1,113386,279695,419024
77bbc0da-7ca1-351d-8d8b-c0927e203c0c,Sierra Leone,government,,G_SL_000053,KENEMA DISTRICT EDUCATION COMMITTEE PRE-SCHOOL,Primary,7.937865,-11.14047,8875b0cccbfffff,0.67,2020,44390.5956,No,No,No,46,2,,No,8.331978525,0.011224437,12,283,787,243,2.047666392,1,1,1,6262,199674,452420
2074fb2d-cb09-3f4c-83c3-b2c08ad28242,Sierra Leone,government,129103102,G_SL_000054,"UNITED METHODIST PRE PRIMARY SCHOOL  (SIMBECK SECTION, SEYAI TOWN (7.868262 ; -11.19189)",Primary,7.868253,-11.19187,8875b05607fffff,0.67,2020,44390.5956,No,Yes,No,136,6,,No,1.228733521,0.065631248,321,395,735,309,0.198576882,1,1,1,198310,277694,424425
26c97c9d-e614-3896-9949-2c6dbc0e30d4,Sierra Leone,government,,G_SL_000055,AHMADIYYA,Primary,7.85352,-11.2859,8875b05095fffff,0.61,2020,44390.5956,No,No,No,166,4,,No,11.42615755,0.097575837,8,106,705,246,0.875544227,1,1,0,5376,90833,435965
661341b3-c89f-36d5-9bdc-c9a243490903,Sierra Leone,government,,G_SL_000056,ALL MUSLIM COUNCIL,Primary,7.587839,-11.17022,8875b071c7fffff,0.67,2020,44390.5956,No,No,No,106,4,,No,32.02112363,2.084555539,5,34,481,258,29.23460933,1,0,0,4001,24764,101099
900af572-ffde-3f3a-b787-ff4d1d48b749,Sierra Leone,government,,G_SL_000057,ROMAN CATHOLIC PRIMARY SCHOOL  KONGOHUN,Primary,7.545238,-11.08949,8875b07509fffff,0.67,2020,44390.5956,No,No,No,81,1,,No,34.68588377,0.327953954,4,23,138,258,36.02720169,0,0,0,3964,22894,78217
9f153e2d-ac4c-3ef2-973e-29ab6f84ce7c,Sierra Leone,government,,G_SL_000058,"WANDOR LSLAMIC AGRICULTURAL SENIOR SECONDARY SCHOOL  (KEMOH SECTION, BAAMA TOWN (8.359425 ; -11.33544)",Secondary,8.359389,-11.33562,8875b6a1cbfffff,0.67,2020,44390.5956,No,No,No,29,9,,No,22.35587736,0.025352801,13,31,298,310,39.97436405,1,0,0,9106,26507,138023
09a45e8d-be9a-3884-8e2d-ed75a8b27cc8,Sierra Leone,government,,G_SL_000059,CHRIST THE KING  BAPTIST  JUNIOR SECONDARY SCHOOL,Secondary,8.647312,-10.9467,8875b4461bfffff,0.61,2020,44390.5956,No,No,No,105,12,,No,25.784619,0.004490527,193,365,682,215,2.86229195,1,1,1,62121,123562,194230
f51b0fd4-bde2-33a5-8ec4-69a0f8628336,Sierra Leone,government,,G_SL_000060,DESTINY ACADEMY PRIMARY SCHOOL,Primary,8.661123,-10.97276,8875b44601fffff,0.67,2020,44390.5956,No,No,No,81,3,,No,28.3886283,0.001560291,226,391,700,220,3.696919652,1,1,1,73924,132863,200399
e763b6b1-75f7-3efa-aa5b-b41ed9703589,Sierra Leone,government,,G_SL_000061,FUTURE BUILDING  ACADEMY PRIMARY SCHOOL,Primary,8.647323,-10.9452,8875b40927fffff,0.61,2020,44390.5956,No,No,No,174,3,,No,25.72139042,0.148685305,187,365,682,215,2.973541766,1,1,1,58070,123298,194009
bea42b2a-7fec-35ef-b48e-afdaea39e00f,Sierra Leone,government,,G_SL_000062,KONO CHILDREN INTERNATIONAL  ACADEMY,Primary,8.658116,-10.97507,8875b44601fffff,0.67,2020,44390.5956,No,No,No,62,2,,No,28.21178799,0.005344632,228,390,705,220,3.369653247,1,1,1,76447,133644,200571
1ca6120e-a43a-37eb-b92a-6c03bbd33601,Sierra Leone,government,,G_SL_000063,KONO CHILDREN INTERNATIONAL ACADEMY PRIMARY SCHOOL,Primary,8.658154,-10.97504,8875b44601fffff,0.67,2020,44390.5956,No,No,No,186,4,,No,28.21394915,0.005344632,228,390,705,220,3.373657858,1,1,1,76447,133601,200571
5b0d2e01-1015-316e-85b8-2748f39af573,Sierra Leone,government,,G_SL_000064,ADA INTERNATIONAL ACADEMY JUNIOR SCHOOL,Secondary,8.659615,-10.96933,8875b44601fffff,0.67,2020,44390.5956,No,No,No,89,10,,No,28.06878981,0.085253022,239,388,695,220,3.556387753,1,1,1,75442,132003,200466
2f8be5e1-dfe8-39a6-82d0-305385101d18,Sierra Leone,government,,G_SL_000065,ADOM INTERNATIONAL ACADEMY SCHOOL,Secondary,8.630121,-10.95121,8875b446c5fffff,0.67,2020,44390.5956,No,Yes,No,51,5,,No,24.26055696,0.003746304,178,370,683,215,1.397194173,1,1,1,56392,124201,197509
8673a28d-2dda-3ad4-80a9-6fb39e004d26,Sierra Leone,government,,G_SL_000066,ADOM INTERNATIONAL PRE SCHOOL,Primary,8.630053,-10.95117,8875b446c5fffff,0.67,2020,44390.5956,No,No,No,35,2,,No,24.2518679,0.005855541,178,370,683,215,1.400098801,1,1,1,56296,124201,197498
0a840687-f755-35a4-b182-f93480b59600,Sierra Leone,government,,G_SL_000067,FREE  GRACE ACADEMY PRIMARY SCHOOL,Primary,8.667931,-10.94801,8875b44659fffff,0.67,2020,44390.5956,No,Yes,No,77,8,,No,27.94905977,0.056217617,113,361,676,215,4.771554569,1,1,1,35821,121922,195926
f5150192-97cb-3a83-a448-222ea7d1f465,Sierra Leone,government,,G_SL_000068,NEW LIFE CHRISTIAN PRIMARY SCHOOL,Primary,8.650792,-10.97121,8875b44603fffff,0.67,2020,44390.5956,No,No,No,115,6,,No,27.29712732,0.019962058,269,390,707,220,2.564031458,1,1,1,85968,133521,200357
e18eac3a-720b-3d11-86ad-ab08e5a3c98a,Sierra Leone,government,,G_SL_000069,THE DOOR PRIMARY SCHOOL,Primary,8.650435,-10.96261,8875b4461dfffff,0.67,2020,44390.5956,No,No,No,115,6,,No,26.83020495,0.192572438,273,387,693,215,2.517086015,1,1,1,82194,130084,199029
c9d75f00-2f55-387b-a10d-a0d7195f311c,Sierra Leone,government,,G_SL_000070,ROMAN CATHOLIC PRE- SCHOOL,Primary,8.787134,-10.70869,8875b41195fffff,0.67,2020,44390.5956,No,No,No,85,1,,No,23.82202616,0.01919793,9,16,351,215,33.1397903,1,0,0,2476,9723,42291
b370dc6a-b48d-3fe4-966f-13500a19cea0,Sierra Leone,government,,G_SL_000071,ALADURA PRE SCHOOL,Primary,8.597947,-11.15202,8875b44f19fffff,0.67,2020,44390.5956,No,No,No,125,2,,No,12.12772475,0.025826437,5,49,695,248,18.90461909,1,0,0,3658,25123,213921
d714d121-0e09-3696-b3aa-57aeab74b77d,Sierra Leone,government,,G_SL_000072,ALADURA PRIMARY SCHOOL,Primary,8.60021,-11.17434,8875b44f07fffff,0.67,2020,44390.5956,No,No,No,114,2,,No,10.27078184,2.117738175,5,32,729,248,21.29097224,1,0,0,3434,19076,178422
cc696bc8-1a0f-30fb-a08a-3d73c5bfa182,Sierra Leone,government,,G_SL_000073,CONCERN WOMEN PRIMARY SCHOOL,Primary,8.613631,-11.00769,8875b44405fffff,0.67,2020,44390.5956,No,No,No,231,3,,No,26.13446649,0.008689041,51,402,680,248,3.141657172,1,1,1,23852,139988,200514
2a74a332-d0d0-38a9-99bf-d02360bd7789,Sierra Leone,government,,G_SL_000074,KDEC PRE- PRIMARY SCHOOL,Primary,8.820668,-11.17659,8875b45a0bfffff,0.67,2020,44390.5956,No,No,No,33,2,,No,31.88506294,0.544878656,3,21,659,248,30.1625902,1,0,0,1275,8475,82610
74d0e679-5511-355c-b533-d32999450b0a,Sierra Leone,government,,G_SL_000075,KONO DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,Primary,8.828598,-10.84494,8875b41b03fffff,0.67,2020,44390.5956,No,No,No,125,2,,No,37.35692287,2.620814268,2,12,581,215,25.77559196,0,0,0,539,5048,65045
72f886ba-f022-3a1c-b0c7-543812cab1b1,Sierra Leone,government,,G_SL_000076,NYANDEBO MEMORIAL PRIMARY SCHOOL,Primary,8.794509,-11.01153,8875b45767fffff,0.67,2020,44390.5956,No,No,No,121,2,,No,38.12570788,2.085097725,4,36,656,248,18.71611827,1,0,0,1767,15140,191904
5fd1ebba-f89e-345f-af6e-93a5ff36b7a6,Sierra Leone,government,,G_SL_000077,WATCHMEN PRIMARY,Primary,8.666804,-11.1607,8875b441edfffff,0.61,2020,44390.5956,No,No,No,100,3,,No,16.80776073,0.64819589,11,46,691,248,20.04184024,1,0,0,4210,22827,202070
b1e4d3da-099e-373e-a1f5-3665e3040047,Sierra Leone,government,,G_SL_000078,GOSPEL HARMONY AGRICULTURAL VOCATIONAL JUNIOR SECONDARY SCHOOL,Secondary,8.617138,-10.72268,8875b40e03fffff,0.67,2020,44390.5956,No,No,No,61,4,,No,14.96170942,0.003448898,7,32,528,214,26.53526012,0,0,0,2645,12364,58829
21f491a4-897f-3f4a-88ea-589f93f7e03a,Sierra Leone,government,,G_SL_000079,K.D.E.C PRIMARY SCHOOL  FAAMA,Primary,8.654231,-10.73059,8875b4019bfffff,0.67,2020,44390.5956,No,No,No,85,3,,No,16.5773283,2.254022961,3,28,538,215,25.82090413,0,0,0,981,11668,60831
68f65b94-2664-36b4-ab4c-ce3ce522fd9b,Sierra Leone,government,,G_SL_000080,K.D.E.C PRIMARY SCHOOL WAYIAH,Primary,8.578695,-10.71954,8875b40ea9fffff,0.67,2020,44390.5956,No,No,No,252,3,,No,14.9697655,1.532070692,5,35,518,214,27.32736566,0,0,0,1023,15062,67595
