SCHOOL_CODE,SCHOOL_NAME,school_region,LATITUDE,LONGITUDE,connectivity,uuid,Coverage,Coverage_type,2G_coverage,3G_coverage,4G_coverage,5G_coverage,2G_coverage_distance,3G_coverage_distance,4G_coverage_distance,5G_coverage_distance,2G_Best_Coverage_provider,3G_Best_Coverage_provider,4G_Best_Coverage_provider,5G_Best_Coverage_provider,2G_coverage_present,3G_coverage_present,4G_coverage_present,5G_coverage_present,Distance_to_nearest_tower,Data_Source
G_CRI_003557,SAN GABRIEL,Rural,10.85156874,-84.92568918,YES,9f63d744-8109-3c3c-856c-0e1ea1bed2eb,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003571,LICEO DEL SUR,Urban,9.92423974,-84.08729908,YES,9effd715-53c0-38e3-987f-1464bb9753c9,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003581,LICEO SALVADOR UMANA CASTRO,Urban,9.96498956,-84.02079049,YES,d5f774a1-fd62-3afd-8ca8-a86eaebd01a3,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003611,LICEO DE SABANILLAS,Rural,9.74244369,-84.26813354,YES,22fef086-40f2-3f44-9d49-58b5623ecb43,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003702,COLEGIO BOCAS DE NOSARA,Rural,9.97997957,-85.6338962,YES,aa965dc0-6cd4-3422-94d7-54bfcd03eda8,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003816,ENSENANZA ESPECIAL Y REHABILITACION DE SAN RAMON,Urban,10.08445493,-84.47114401,YES,5756f27c-3478-3340-a04c-9187f4871fc2,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003828,ALBERTO MANUEL BRENES MORA,Urban,9.94091347,-84.08457985,NO,a942802f-3773-3ceb-ac40-323f53e34819,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003873,EL SITIO,Rural,10.08119501,-84.25893005,YES,9d665509-d2f0-30ec-af46-10b8cbf641b0,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003931,COLEGIO DE GRAVILIAS,Urban,9.89513083,-84.05971557,YES,beab9345-458c-3935-9c26-80ddeb075b26,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003961,LICEO RURAL GRANO DE ORO,Rural,9.8182316,-83.45518813,YES,f48c7c00-0ca8-3c0b-85ef-e6c05597c48a,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003968,LICEO RURAL BOCA DE SIERPE,Rural,8.86139688,-83.47189374,YES,81569050-e973-3dfc-adc7-5a42c16f9cb6,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003999,YÃ–LDI KICHA,Rural,9.75923978,-83.51080752,YES,c8eef70f-44f7-3076-947d-7b21564ba740,YES,4G,Good,Poor,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004036,LICEO RURAL LOS ARBOLITOS,Rural,10.64877132,-83.99392475,YES,94dc54ae-f6c4-3d4a-9242-3025c2c2111c,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004042,J.N. RENZO ZINGONE,Urban,9.85521721,-83.95211538,NO,9f536689-a7bd-3852-830b-a49fe195822d,YES,4G,Excellent,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004061,J.N. JUAN ENRIQUE PESTALOZZI,Urban,9.95762732,-84.03233144,YES,ee40bea8-c80f-35d4-b7b2-fd6c1de5e719,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004077,SAN FRANCISCO,Rural,10.83135071,-84.63065189,YES,a8cf983e-ac7a-31d5-84cd-3cd30c491798,YES,4G,Excellent,Fair,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004109,MIRAVALLES,Rural,10.8138719,-84.96255034,YES,ef67e258-dbf2-381a-9c5b-98e607e2b76c,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004134,LICEO RURAL PIEDRAS AZULES,Rural,11.0529831,-85.31860253,YES,11ebd118-f761-3fcc-ad5e-c0ad2f396c93,YES,4G,None,Excellent,Good,None,5-10km,0-5km,0-5km,None,None,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004137,COLEGIO CANDELARIA,Urban,10.09949402,-84.40611392,YES,46cce725-3dfe-3282-82e4-138fae611a1b,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004191,LICEO VUELTA DE JORCO,Rural,9.80194837,-84.13146529,YES,8f911eb4-7f53-3fba-a4c4-a8a789be8cc0,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004241,BARBUDAL,Rural,10.20242736,-85.10750963,YES,5eae09c1-f575-3922-9f1b-c2e6b96ce17a,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004244,EXPERIMENTAL BILINGUE DE SARCHI SUR,Rural,10.09176961,-84.35702977,YES,4b531367-e50e-3d27-8311-439ad875fff9,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004316,I.E.G.B. PBRO. YANUARIO QUESADA,Urban,9.92937764,-84.13539281,NO,9605c16c-98e5-3e60-8f01-c5ac185a82c0,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004442,C.T.P. SANTO CRISTO DE ESQUIPULAS,Urban,10.05510715,-84.4211131,YES,21d5c747-aede-3cbf-9595-d4e246f8f517,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004489,MELIDA GARCIA FLORES,Rural,11.03745918,-84.71107722,YES,c15a7b7c-c474-3459-970d-3c184a0ddd0f,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004559,CINDEA SARDINAL,Urban,10.516013,-85.64584865,NO,3ac29b97-edc8-3d82-ac9a-5d6f686ab37d,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004585,CINDEA EL COCAL,Urban,10.12416458,-83.50917444,NO,dc6a2f3b-6ce3-3c46-851b-9b142d0b687e,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004591,CINDEA VALVERDE VEGA,Rural,10.08664252,-84.34631716,NO,d1039068-48a0-3d8b-995c-f3e7213c21d4,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000010,LICEO LEON CORTES CASTRO,Urban,10.08214199,-84.31264387,YES,9694c921-7551-363a-8da3-202098644ab0,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000109,PATIO DE AGUA,Urban,9.97489483,-83.96508638,YES,365eed05-afeb-37b1-b1c8-6cab2377fdc3,YES,4G,Excellent,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000118,BARRIO LAMPARAS,Urban,9.87548491,-84.10630401,YES,ce51acf4-5c59-3a86-ba70-c7b91251401a,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000162,JOSE FIDEL TRISTAN,Urban,9.93792156,-84.0942798,YES,fb82389c-18a5-337f-9465-dca8dbcac419,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000280,CANGREJAL,Rural,9.76400818,-84.21880726,YES,3c4bfcbd-b5d6-3d07-ad13-48767b45f3be,YES,4G,Excellent,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000282,LA LAGUNA,Rural,9.64771766,-84.18500041,YES,8548cc63-2e4f-347a-8e85-b5a1f7ba9e4b,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000289,SANTA TERESITA,Urban,9.86386175,-84.08332718,YES,36fa458f-a54f-399c-b86f-8f16f5e6666c,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000305,JUAN RUDIN ISELIN,Rural,9.75145785,-84.14237481,YES,48b73f1c-f5fd-32fb-915c-c146cd3dbe20,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000551,NUEVA SANTA ANA,Rural,9.25948326,-83.55282188,YES,239c573b-f03c-3111-9a3a-96c6ad1d4aa0,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000654,LAGARTO,Rural,8.95907862,-83.30524319,YES,5be70446-b01b-3832-8bbd-e31be80815c6,YES,4G,Good,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000719,SAN ANTONIO ABAJO,Rural,9.20978613,-83.54573964,YES,7c59a6a5-747e-3408-be43-cc838d282d9d,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000741,SAN LORENZO,Urban,9.29686542,-83.72672093,YES,65066607-68de-3679-aaa1-16c3f0b2334c,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000744,SAN MARTIN,Rural,9.13136107,-83.50641579,YES,bdf99964-54d6-3bf9-bef8-6354b56c6cc2,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000745,SAN MIGUEL,Rural,9.16623515,-83.60441734,YES,d9503b5c-a26a-38db-b572-851e68dde57d,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000785,VILLA BONITA,Rural,9.37669805,-83.87147119,YES,474be0ce-7091-35df-a619-f342b80e0c19,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,movistar,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000802,ALTAMIRA,Rural,9.00830408,-83.01489234,YES,927cd777-b0ab-3c7a-b34e-2a374479f2ac,YES,4G,Poor,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000804,LOS ANGELES,Rural,9.20121673,-83.47128785,YES,1d9075ee-07d6-3894-b381-9137a3ef53e8,YES,4G,Fair,Good,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000903,SILVIA MONTERO ZAMORA,Urban,10.11041025,-84.19112713,YES,82ec78fd-3699-3c85-a95e-02c61b187554,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000915,GUACIMO,Rural,9.95237096,-84.40312809,NO,38da8ff1-6d1b-3615-972d-6803da3e7c39,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000931,LABRADOR,Rural,9.94447411,-84.61227097,YES,fafd66c1-f763-3af1-80a5-1318227baa63,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000965,SAN JUAN SUR,Urban,10.09916395,-84.243626,YES,8296143a-d02a-3f92-89fc-1fe55392a1f7,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001067,JULIAN VOLIO LLORENTE,Rural,10.12694194,-84.45574041,YES,7820b7a2-267b-3647-bcac-5340847eca14,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001113,SAN PEDRO,Rural,10.11150791,-84.32846824,YES,f6a47333-3f9c-3527-bd98-bf8019e67d51,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001130,RINCON DE OROZCO,Rural,10.06807035,-84.45878163,YES,3315c3a4-36b9-3707-8008-ae5c1b2f63bb,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001147,MARIO SALAZAR MORA,Rural,10.37649369,-84.34056223,YES,42c006ad-0fa8-3f19-96a0-d06967af4b50,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001168,LA URRACA,Rural,10.78374214,-84.56817725,YES,ae9339a7-6fc6-3b9d-be38-d018804fec7f,YES,4G,Fair,Fair,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001181,EL ACHIOTE,Rural,10.7212104,-84.46455809,NO,0f2b70e1-3a32-304d-b3a6-389e3e9755d5,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001190,EL JARDIN,Rural,10.50051806,-84.2407401,YES,cc049d75-4849-37c3-8371-04a84e9392ff,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001201,BUENOS AIRES,Rural,10.38131315,-84.30311935,YES,4640dca4-565b-3669-8dd2-74d2459749bc,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001204,ACAPULCO,Rural,10.66458305,-84.54465396,YES,1c70cd24-4ba0-322d-a4e5-a6222704e109,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001216,EL CARMEN,Rural,10.79001422,-84.30861441,YES,02596efd-93bd-36fd-8bc4-84480b4348da,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001244,SECTOR ANGELES,Rural,10.43544299,-84.5685677,YES,eb85f8e0-8b3b-350a-82a4-9bc7ad758e60,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001253,GERMAN ROJAS ARAYA,Rural,10.51083007,-84.43241773,YES,bb50764e-d4e6-3e3d-a541-9929bd83b507,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001256,EL COBANO,Rural,10.81928281,-84.56625273,YES,2cfa514a-ef50-3834-a044-33bc7c69c9ef,YES,4G,Fair,Fair,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001321,LAS DELICIAS VENADO,Rural,10.59273396,-84.7077463,YES,d1f7da0e-440f-3a73-9441-8706b841b815,YES,4G,Good,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001356,LA GLORIA,Rural,10.53508989,-84.33340477,NO,d0b3c5b1-cd1b-3bab-a7b3-30f524cbb2ed,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001392,LAS CUACAS,Rural,11.03171225,-84.62281344,YES,ac3d8c67-e16d-3929-a0a0-067b15039f5b,YES,4G,None,Poor,Poor,None,5-10km,0-5km,0-5km,None,None,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001484,LOS ANGELES,Rural,9.65028808,-84.0634693,YES,19cd58c6-ab2d-3cf0-955a-fe5c45c3f3a5,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001486,SAN JOAQUIN,Rural,9.78818912,-84.04193579,YES,0adf0245-c906-332c-a9ab-6feb5faded81,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001552,JARDIN DE NINOS CARLOS PERALTA,Urban,9.85831025,-83.93895482,YES,b88974a6-636f-3011-84b6-4795684ee777,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001654,J.N. RICARDO JIMENEZ OREAMUNO,Urban,9.84590716,-83.9383706,YES,5dffefff-4f12-3256-a870-0f7cbcc5c242,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001689,BLÃ–RINAK,Rural,9.77708011,-83.3774668,YES,3ef80af4-a752-346a-9195-b43379ad5aa4,YES,3G,None,Poor,None,None,5-10km,0-5km,5-10km,None,None,Kolbi ICE,None,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001693,CANADA,Urban,9.85635115,-83.62443897,YES,9b35a942-63d3-3ee7-9ef3-10bcd8a9042f,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001704,COLONIA DE GUAYABO,Rural,9.96554181,-83.67619095,YES,4b9e1914-bff4-398c-acf4-3893e3040b78,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001752,LAS COLONIAS,Urban,9.84143937,-83.59710255,YES,d2f577ab-eeac-3e84-abdb-8e09e848a948,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001753,LAS NUBES,Rural,9.82671302,-83.59093745,NO,4aac0db3-fc9c-3325-bc89-20e00761649c,YES,4G,Fair,Good,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001792,SAN FRANCISCO,Rural,9.84092894,-83.58187907,YES,4dfc3e7a-823c-3ade-864d-0a8fff4717ec,YES,4G,Fair,Good,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001829,COYOL,Rural,10.50326048,-83.98159952,YES,bfacb223-19d9-31fe-8415-834619688580,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001861,FINCA GUARARI,Urban,9.97874165,-84.11832187,YES,4a255eb4-a3aa-3643-87c0-9abda6952028,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001874,CUBUJUQUI,Urban,9.99947583,-84.12882651,YES,f3fbf94d-17c8-3074-bb68-ccb845c93260,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001987,MIGUEL AGUILAR BONILLA,Urban,10.02164571,-84.10428364,YES,a5a67407-b3f6-3a0c-89b0-19fb4365b4c1,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002033,LA GARITA,Rural,11.08691208,-85.5529396,YES,cab4e8e4-7b63-3282-99ae-0fcd9a137076,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002191,SAN MARTIN,Rural,9.90324845,-85.42694041,YES,e93f9b27-fbf8-3a47-84e3-7c3d6047ec7d,YES,4G,Poor,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002222,ALEMANIA,Rural,10.09162972,-85.69449913,YES,f3cb5898-fd6f-3eaf-9e34-f2cd65563279,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002247,FILADELFIA,Urban,10.44580737,-85.55069362,YES,26027160-87e8-3bf3-85c8-e6446d666e03,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002312,LOS PARGOS,Rural,10.19955369,-85.82860163,YES,ff2119e5-8f75-3f9c-975e-c49be1a8bada,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002362,SAN JOAQUIN,Rural,10.26468845,-85.09898417,YES,b86a59a9-2a11-37d3-8d87-5dc3169284a2,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002364,EL VERGEL,Urban,10.44319642,-85.04807068,YES,28fb3970-5901-35df-aab8-5d874a45459a,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002404,NUEVA GUATEMALA,Rural,10.63911961,-85.0589984,YES,d440a9bc-51a5-34f8-81ed-1c716d5aa1f4,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002416,ABANGARITOS,Rural,10.15739588,-85.03861407,YES,41ecd421-c34f-3b6f-9704-ce55be236356,YES,4G,Good,Fair,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002418,LA FLORIDA,Rural,9.98153249,-85.05642584,YES,a8acb6f1-852c-341d-b0e4-b009ada429fd,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002428,EL CHAGUITE,Urban,9.98441046,-84.74460164,YES,a7811cf6-9019-3a5f-8fc2-736548b88bee,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002436,JUANITO MORA PORRAS,Urban,9.97412796,-84.72577634,YES,34fe9e9a-0168-3438-8180-f852ee40795c,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002450,J.N. RIOJALANDIA,Urban,9.9804035,-84.72178661,YES,831d265c-2f30-3ace-8a51-0f2233ed165d,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002478,FERNANDEZ,Rural,10.17403111,-84.86611184,YES,0bccbab5-f8d7-3208-8237-1b35606ce782,YES,4G,Fair,Fair,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002512,GREGORIO PRENDAS MONTERO,Urban,10.0871758,-84.75483776,YES,6d1db234-21eb-3415-9572-03755670048c,YES,4G,Good,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002568,SAN MARTIN SUR,Rural,10.21881307,-84.73228917,YES,04918d18-b938-3b90-93a8-1bfe90af5538,YES,4G,Good,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
