SCHOOL_CODE,SCHOOL_NAME,school_region,LATITUDE,LONGITUDE,connectivity,uuid,Coverage,Coverage_type,2G_coverage,3G_coverage,4G_coverage,5G_coverage,2G_coverage_distance,3G_coverage_distance,4G_coverage_distance,5G_coverage_distance,2G_Best_Coverage_provider,3G_Best_Coverage_provider,4G_Best_Coverage_provider,5G_Best_Coverage_provider,2G_coverage_present,3G_coverage_present,4G_coverage_present,5G_coverage_present,Distance_to_nearest_tower,Data_Source
G_CRI_000040,C.T.P. DE JACO,Urban,9.62776173,-84.6231437,YES,973a0ff3-de89-3d61-9cbf-7e1aa3ff480b,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000077,NOCTURNO DE SIQUIRRES,Urban,10.0913132,-83.50916808,NO,e5f12fa9-25a4-3c18-82d1-27eb0beec1c3,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000078,NOCTURNO GUAYCARA,Urban,8.67642464,-83.0698718,YES,5d43b74f-4918-32d0-9ac3-396e5e5f3cbb,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000100,J.N. ANDRES BELLO LOPEZ,Urban,9.93279578,-84.18219286,YES,4ec4915a-a120-3d86-bd12-80cc4d58ba75,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000168,LA ISLA,Urban,9.97151745,-84.04399115,YES,9bb0c377-1db2-37b8-9c56-d6acca5cf419,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000169,LA MINA,Urban,9.91630812,-84.19662684,YES,617fb4f2-d674-3914-8ef5-2ec94928b386,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000183,MARIA AUXILIADORA,Urban,9.93271569,-84.0906718,NO,49e9a6c2-bc28-3021-8ded-5fb9df051799,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000220,SAN JERONIMO,Urban,10.00583572,-84.01667256,YES,78d9e4ba-f290-392d-84e0-fa96b6af092e,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000225,SAN RAFAEL,Urban,9.980542,-83.9909524,YES,365f9558-6c1c-39ae-badd-3c8ba9555fb7,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000258,JORGE DEBRAVO,Urban,9.92716774,-84.11179702,YES,a0c787cb-eaa5-3e31-88c6-334d8efc9960,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000265,LINDA VISTA,Urban,9.88468961,-84.02563339,YES,1fe327ac-72f5-342c-a376-81aed4c34f7e,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000290,TRANQUERILLAS,Rural,9.80088812,-84.09991825,YES,f6c2eadc-574a-30c7-9ac9-5b7691458132,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000292,CORAZON DE JESUS,Urban,9.87046416,-84.08805769,YES,ea48b84f-a79f-3808-8061-3c6c1710361d,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000303,JOCOTAL ABAJO,Rural,9.7739662,-84.13339718,YES,052223a7-4d32-3b49-9908-6d548763d0d7,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000356,DR. MARIANO FIGUERES FORGES,Rural,9.76682144,-84.05402521,YES,3428ef0a-d447-3b92-86a7-e1fe819174ea,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000357,SEVILLA,Rural,9.82189645,-84.18982821,YES,5b4751b7-3af1-39fc-aa5e-e43bd6a9bb41,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000387,LOS GUIDO,Urban,9.86827626,-84.04264396,YES,702a7c14-31e9-38a6-8bdf-53e9071809a1,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000415,LLANO HERMOSO,Rural,9.82757149,-84.42427494,YES,9662ba48-6f85-36e0-83c8-1147fb576032,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000448,LAS DELICIAS,Rural,9.71256447,-84.5186356,YES,fc2cad79-e333-30d2-af2d-0325570f8a64,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000455,MERCEDES NORTE,Rural,9.83630126,-84.32693206,YES,c4cdbb0a-cc17-39e3-b3f9-032ab1f5430a,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000552,SAN MARTIN,Urban,9.17332349,-83.33043286,YES,d7d6d0cc-d438-3a8a-b55a-ddbeaa1d7704,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000582,CONCEPCION,Rural,9.23285692,-83.65894853,YES,074a46cb-4b87-30b0-b0f3-16f6be0cf986,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000713,RÃO GRANDE,Rural,9.24409524,-83.6194856,YES,808141d1-8b1b-3a31-96b5-db5df212da2f,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000718,RIO AZUL,Urban,9.20612109,-83.2556652,YES,2fe58584-e19f-31bf-a9a2-c010c789eab0,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000818,YUAVIN,Urban,9.18748778,-83.21188884,YES,5548c857-4595-38c3-8b6e-a441e6c67f97,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000853,FATIMA,Rural,9.98825243,-84.37972928,YES,e89ff7a3-364a-36f1-9e9c-6eb177433ca5,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000871,CARLOS MARIA RODRIGUEZ,Urban,10.11897374,-84.26294323,YES,af3bc3b8-194e-33aa-9943-e19c4c90a2cb,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000946,QUEBRADAS,Urban,10.04181671,-84.24495418,YES,06c304b8-67b6-3538-8538-f87ef697f063,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001028,CANUELA,Rural,10.1419512,-84.41093323,YES,413a5d0d-d141-3e54-b9f1-f16e590aab78,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001079,LLANO BRENES,Rural,9.99419193,-84.47223274,NO,3165d3a8-f6ab-3168-980a-a8def5b8301a,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001081,LORENZO GONZALEZ ARGUEDAS,Rural,10.16454571,-84.40215573,YES,ea286409-77ab-374f-99b2-fd15eab1d94d,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001095,MORELOS,Rural,10.17770614,-84.42417199,YES,884adae3-981e-3f0f-8606-4efb6d0d136a,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001096,NAUTILIO ACOSTA PIEPPER,Rural,10.12367124,-84.48536084,NO,776d0ac2-fad3-355a-bbea-0a36803289f0,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001123,SANTA MARGARITA,Rural,10.04301262,-84.38658512,YES,cc88b85a-1d20-3646-b87e-947d0d0ae7df,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001166,TRES AMIGOS,Rural,10.54329131,-84.31133395,YES,2a9900c6-8ebf-37f0-93ba-97f7460cffbb,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001180,EL CARMEN,Urban,10.34695484,-84.43155312,YES,68882bb1-b0da-37a5-b612-b8cc81dcff1d,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001228,SAMEN,Rural,10.72310134,-84.83524083,YES,592c67e7-5c54-30ae-a9d1-0098cf55bdce,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001243,EL ABANICO,Rural,10.42869669,-84.58948101,YES,bd84acfa-2092-39c8-a859-b0a362aa8add,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001265,LA ORQUIDEA,Rural,10.6204739,-84.61934852,NO,5044e852-927f-3c8b-a61d-577cb36860fd,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001281,EL SAINO,Rural,10.58011484,-84.28060393,YES,c18b0375-f2aa-3a29-840d-57cb511a7bea,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001328,ANGELES DE LA COLONIA SUR,Rural,10.28660699,-84.20380327,NO,84da1358-2a5a-3213-954d-b46e343dbf66,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001365,RIO CUARTO,Rural,10.34346716,-84.21565823,YES,f9699b74-9c20-33db-acf5-40f8ae5ee1a4,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001405,SANTA RITA,Urban,10.32268056,-84.51392628,YES,e9420cfd-14bd-3497-9edc-1a4ca6078bcd,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001490,ALTO DE SAN JUAN,Rural,9.62079039,-84.11773795,YES,b6339104-3ed7-3608-a415-5b3b340bf529,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001502,LA CIMA,Urban,9.93230638,-83.97816752,YES,ef47d373-871c-33a8-8d5f-4edb7b30b9da,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001510,LA PASTORA,Urban,9.6411981,-83.9972122,YES,fea30a75-2c70-32a0-8328-59112673c094,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001543,EL JARDIN,Rural,9.71271553,-83.96890158,YES,410700fb-da1e-3cd4-bde4-b83875b84a02,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001608,LAS DAMITAS,Urban,9.695495,-83.91310355,YES,c74733ca-9ed8-3291-8f85-a04a9a808172,YES,4G,Excellent,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001609,BUENOS AIRES,Urban,9.92865824,-83.80852984,YES,36abec22-271a-3786-be28-39f61c4dba32,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001625,SAN LORENZO,Rural,9.6401445,-84.03051897,YES,062b6ccc-c8cb-3beb-9722-6c785d3c2a9b,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001627,SAN MARTIN,Rural,9.72733759,-84.00214766,YES,c9ffb295-b2db-3849-9526-02911648fc05,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001646,SAN FRANCISCO,Rural,9.69089948,-84.11454111,YES,43519c74-e1fa-361c-abf0-e3e5768db0c6,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001659,URASCA,Urban,9.84255664,-83.79411845,YES,145851fe-15cc-3f49-ad98-ba77ecb83228,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001692,CARMEN LYRA,Urban,9.91215821,-83.67401922,YES,adba6873-aa02-3d68-a772-583f4446e71f,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001697,LOURDES,Urban,9.90742713,-83.77579467,YES,f4677cd4-15ca-38bd-89c2-3666f3e30822,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001712,BONILLA,Rural,10.02278078,-83.68874663,YES,f4615cab-972d-35a1-9655-609d357babb2,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001740,CECILIO LINDO MORALES,Urban,9.89717162,-83.74652218,YES,df6ec97d-5443-31d9-af12-1b4dd787a7a8,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001777,JULIA FERNANDEZ RODRIGUEZ,Rural,9.96181203,-83.71207626,YES,dd18f274-8e3b-3002-9128-c39f9734bf10,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001801,SAN VICENTE,Urban,9.88185529,-83.56944995,YES,a06b86b8-3cef-3eca-904c-efbc78f886b8,YES,4G,Fair,Good,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001850,BUENOS AIRES,Rural,10.34028188,-83.95742741,YES,bab94bb2-e90a-30a3-8d28-ad3f6c20ac7a,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001855,EL ACHIOTE,Rural,10.56876049,-83.88440088,YES,d3e9be28-ca74-3362-966c-26dcbd35a8c6,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001872,MIRAFLORES,Urban,9.98939468,-84.10848135,YES,f7da975d-605c-3d9c-830f-f2829f86d5f3,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001918,ZAPOTE,Rural,10.47907496,-83.90961136,YES,fa092e0e-4109-3953-aadb-5223121c751b,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001948,J.N. PEDRO MÂª BADILLA B.,Urban,10.01204004,-84.1016775,YES,550a0c18-1027-39ed-a1cb-8868ad2f9c0e,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001950,CALLE QUIROS,Urban,10.07126064,-84.1479464,YES,5354de3f-46b4-3938-9a64-0225226fa0ab,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002002,GIL TABLADA COREA,Urban,11.01637636,-85.72378306,YES,da179c4e-664f-3d3b-972b-e351c63f6ced,YES,4G,None,Good,Excellent,None,5-10km,0-5km,0-5km,None,None,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002011,EL CAPULIN,Urban,10.62487481,-85.4564909,YES,186a1f8d-9a68-312a-bd92-d5aed9f1bd32,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002050,SAN BERNARDO,Rural,10.63605978,-85.19970046,YES,b973341d-8c14-3d1f-bdc1-1c5bdcb7bbe1,YES,4G,Good,Fair,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002065,BARRIO LA CRUZ,Urban,10.60642287,-85.43978782,YES,19b71d3a-33df-3fa0-ad5e-2b7742553f2f,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002075,ALTOS DEL SOCORRO,Urban,9.9587759,-85.39945162,YES,b4fda05c-b043-3787-9d0c-011d0876ffdc,YES,4G,None,Good,Fair,None,5-10km,0-5km,0-5km,None,None,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002077,ARBOLITO,Rural,9.92525199,-85.43140912,YES,6a11cbc3-2f95-3aa8-b498-c81c6a4770b5,YES,4G,Poor,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002096,SANTOS CARRILLO,Rural,10.20205269,-85.27525206,YES,2bc43f1f-c154-3b68-ba2e-5c2f57bfacf4,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002118,EL FLOR,Rural,10.1854362,-85.37099422,YES,a27a152e-aad6-3789-917a-97f817e5888c,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002172,QUEBRADA BONITA,Rural,9.99854706,-85.47443721,YES,322e1b07-66f3-3983-b967-eb29a28c1f43,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002197,OTILIO ULATE BLANCO,Rural,10.26310449,-85.4816763,YES,88e927c5-aefd-395d-a3de-7f7e0494c9c8,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002199,SANTA ELENA,Rural,10.00780881,-85.47130839,YES,54bd2e39-0023-3a31-90ff-0fc5066f852d,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002313,GUAYABAL,Urban,10.2564962,-85.56719266,YES,66d5df75-6165-3b37-a904-ee594837aee4,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002326,ANTONIO OBANDO ESPINOZA,Urban,10.42764484,-85.09678516,YES,892a157b-9111-36fb-ac1b-6c2f79fd5cc0,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002329,VIEJO ARENAL,Rural,10.46495403,-84.84792868,YES,63c77f2f-a2f5-378d-be78-1cca58752859,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002400,SAN MIGUEL,Rural,10.41111028,-84.92790436,YES,50abeca8-6936-3458-8cd2-29f2291319de,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002463,CABO BLANCO,Rural,9.93202482,-84.9955616,YES,58ac7d7d-238b-3453-a941-10db08312888,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002532,LAGARTOS,Rural,10.07741679,-84.92561686,YES,46254315-1235-3fe8-a1e7-c4e2312b9c6d,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002552,PALMITAL,Rural,10.18738328,-84.69376309,YES,7fba7f06-049d-3bbf-a298-31aae4fd30c7,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002645,VALLE AZUL,Rural,8.76503157,-82.92826496,YES,b8fafcb8-8177-39ed-9903-3feb52262a4f,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002675,QUEBRADA LA TARDE,Rural,8.57765448,-83.4862107,YES,919a7f0e-6aff-395e-b885-8561bf999ba6,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002726,PUNTA BANCO,Rural,8.35251028,-83.13175609,YES,77f59f1f-b4ed-31a2-be2a-9206a1f413d3,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002739,CONCEPCION,Rural,8.77433436,-82.96540973,YES,6130651e-c362-326e-9db8-4e63fd57e235,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002746,JOBO CIVIL,Rural,8.47076363,-82.90508034,YES,5e7fd9fb-6d8e-3267-a9fb-a001b4951947,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002757,EL PROGRESO,Rural,8.40270933,-83.06234452,YES,0fe0a1e5-686a-30ca-8de1-cc1cd71c0056,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002849,SAN MIGUEL,Rural,8.85791933,-82.88256936,YES,586d3d4c-deae-38a0-99e8-753cff1cdecd,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002852,FINCA SEIS-ONCE,Rural,8.91475059,-83.4908085,YES,34d83ad7-2bbf-3ab3-a881-d6ac7c1758a0,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002886,SINAI,Rural,8.87353714,-83.26500772,YES,8a2df7a4-fbc5-391b-a5b8-e577ed051cb9,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002902,LA ESPERANZA,Urban,8.5783467,-83.1057224,YES,e3da3f82-0ae5-3fe0-a9b1-0e73dd015679,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003026,CORINA,Rural,9.99327933,-83.31597256,YES,644b1ebe-60fc-356f-aab2-28ba080182a9,YES,4G,None,Poor,Good,None,5-10km,0-5km,0-5km,None,None,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003034,DAYTONIA,Rural,9.53254035,-82.66999994,YES,2fa6a2e1-7565-3dc9-8739-4141f332aeca,YES,4G,Fair,Fair,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003098,LINDA VISTA,Rural,9.98887747,-83.57094358,YES,06f1a223-c31c-3b38-a124-aebc19b522f0,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003117,OLIVIA,Rural,9.61306666,-82.80561485,YES,915ce531-ca1f-3535-b7b2-cb5ae8c1575a,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
